Jersey,name,Yr,pos,GP,GS,App,GS,ERA,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,pickoffs,season
45,Trey Nordmann,So,P,7,0,7,0,5.68,6.1,0,2,4,4,11,13,0,32,20,1,0,0,0,3,1,0,0,0,0,0,140,3,2,1,0,2,5,0,2022
29,Logan Van Treeck,So,P,6,5,6,5,7.56,16.2,0,13,15,14,16,18,0,82,58,3,0,0,1,3,6,1,0,0,0,2,347,10,18,0,1,0,3,0,2022
27,Matthew Bohnert,So,P,6,0,6,0,4.61,13.2,0,5,7,7,12,20,0,59,43,1,0,0,0,4,2,0,6,2,2,0,269,13,7,2,0,0,9,1,2022
22,Matthew Maldonado,Jr,UT,6,0,6,0,11.25,4.0,0,4,6,5,5,5,0,22,14,0,0,0,0,1,1,0,7,2,0,2,88,3,4,0,1,1,1,0,2022
24,Collin Witzke,So,P,5,0,5,0,3.38,5.1,0,4,2,2,4,7,0,24,19,0,0,0,0,1,0,0,4,0,1,0,100,3,6,0,0,0,2,0,2022
49,Kaleb Kantola,So,P,5,5,5,5,5.95,19.2,0,18,13,13,17,23,0,98,76,4,0,0,1,5,4,0,0,0,1,0,384,12,22,1,2,0,8,0,2022
38,Tyler Legere,So,P,5,0,5,0,6.35,5.2,0,9,7,4,1,5,0,30,26,1,0,0,1,0,2,0,2,1,0,1,102,5,7,0,1,0,2,0,2022
39,Will Newell,Fr,P,5,0,5,0,9.53,5.2,0,10,6,6,3,6,0,31,27,3,0,0,1,2,1,0,1,0,0,0,97,4,7,0,0,0,1,0,2022
14,Jared Shemper,Sr,P,5,2,5,2,7.50,6.0,0,6,6,5,10,5,0,34,23,0,0,0,1,2,0,0,1,0,1,0,136,4,9,0,1,0,3,0,2022
34,Michael Dunkelberger,So,P,5,3,5,3,3.38,16.0,0,15,6,6,6,9,0,70,61,4,1,0,0,0,1,0,3,3,1,1,240,22,17,2,0,0,3,0,2022
40,Ike Buxton,So,P,5,5,5,5,4.32,25.0,0,23,14,12,11,22,0,110,90,1,0,0,3,1,5,0,0,0,4,0,416,37,10,1,2,0,3,0,2022
31,Patrick Williams,So,P,5,0,5,0,6.75,8.0,0,8,6,6,4,8,0,34,29,2,0,0,1,2,0,1,2,1,1,0,126,8,5,0,0,0,6,0,2022
43,Hayden Frank,Fr,P,5,0,5,0,2.70,3.1,0,5,1,1,0,1,0,15,15,1,0,0,0,0,0,0,3,0,0,0,54,5,4,0,0,0,1,0,2022
28,Dylan Bierman,Sr,P,2,0,2,0,18.00,2.0,0,3,4,4,4,1,0,13,9,0,1,0,2,0,0,0,0,0,0,0,52,3,2,0,0,0,1,0,2022
16,Kaden Moeller,Fr,P,12,6,3,0,0.00,4.0,0,2,1,0,2,3,0,16,12,1,0,0,0,0,1,0,1,0,0,1,62,2,5,0,0,0,1,0,2022
31,Devereaux Harrison,So,P,8,1,6,0,4.70,7.2,0,7,4,4,5,7,0,35,29,0,0,0,2,0,0,1,1,1,1,0,130,6,10,3,1,2,2,0,2022
26,Marques Johnson,Jr,P,7,2,7,2,6.14,14.2,0,17,10,10,7,18,0,69,61,4,0,0,1,5,0,0,0,0,1,0,189,19,7,0,0,0,2,0,2022
11,Matt Fields,Sr,P,7,0,7,0,0.77,11.2,0,4,1,1,2,17,0,41,39,0,0,0,1,0,0,0,0,0,0,0,135,6,11,0,0,1,4,0,2022
8,Jake Rons,So,P,5,1,5,1,11.05,7.1,0,10,10,9,4,8,0,37,30,3,0,0,2,1,1,0,4,0,1,1,83,8,6,0,2,0,1,0,2022
29,Ethan Clough,Jr,P,5,0,5,0,3.24,8.1,0,11,3,3,1,6,0,37,35,2,0,0,0,1,0,0,0,0,0,1,99,9,9,0,0,1,1,0,2022
30,Jack Noble,Jr,P,5,3,5,3,1.98,27.1,0,25,8,6,4,26,0,112,104,6,0,0,2,0,2,0,5,2,2,0,248,22,30,3,0,0,6,0,2022
23,Juaron Watts-Brown,Fr,P,5,5,5,5,3.86,23.1,0,17,11,10,11,29,0,95,81,0,1,1,3,2,1,0,0,0,2,0,290,15,22,0,2,0,9,0,2022
20,Josh Haley,Jr,P,5,0,5,0,1.50,6.0,0,3,3,1,3,2,0,24,18,0,0,0,0,0,0,0,3,1,3,0,86,12,3,0,0,0,0,1,2022
32,Dalton Ponce,Jr,P,5,0,5,0,1.80,5.0,0,4,1,1,1,6,0,19,18,0,0,0,1,0,0,0,3,0,0,0,47,3,5,0,1,0,2,0,2022
37,Luis Ramirez,So,P,4,4,4,4,0.36,25.0,0,15,3,1,4,28,0,100,91,1,0,0,0,0,4,0,0,0,1,0,267,31,15,2,0,0,4,0,2022
39,Zach Voelker,Fr,P,3,2,3,2,1.80,10.0,0,4,2,2,2,11,0,36,34,1,0,0,0,0,0,0,3,2,0,0,131,4,15,2,0,0,3,0,2022
55,Jonathan Carlos,Jr,P,3,0,3,0,4.50,4.0,0,5,2,2,1,3,0,17,15,0,0,0,1,0,0,0,3,3,0,1,26,5,3,0,0,0,0,0,2022
28,Noah Carabajal,So,P,3,1,3,1,7.36,3.2,0,4,3,3,1,1,0,15,13,0,0,0,1,0,1,0,2,0,0,0,28,4,4,0,1,0,1,0,2022
50,Ray Cebulski,Fr,P,2,0,2,0,0.00,3.0,0,1,1,0,1,1,0,12,11,0,0,0,0,1,0,0,2,2,0,0,46,3,3,0,0,0,0,0,2022
40,Cole Chimenti,So,P,1,0,1,0,0.00,1.0,0,2,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,2022
13,Jarod Wade,So,INF,10,3,2,1,1.50,6.0,0,5,1,1,5,6,0,27,21,2,0,0,0,0,1,0,0,0,0,0,103,4,6,1,0,0,3,0,2022
22,Nick Torres,Sr,P,8,0,8,0,5.84,12.1,0,13,8,8,5,11,0,56,50,1,0,0,1,2,0,1,2,0,0,1,75,17,9,0,1,3,2,0,2022
19,Josh Gainer,Sr,P,8,0,8,0,1.15,15.2,0,8,2,2,10,13,0,63,51,2,0,0,0,0,2,1,6,0,0,0,91,13,17,0,0,2,3,1,2022
32,Nick Desalvo,Sr,P,6,1,6,1,7.00,18.0,0,26,15,14,4,22,0,86,77,7,2,0,2,4,4,0,3,1,0,1,202,19,10,1,1,0,3,0,2022
17,Josh Loeschorn,Sr,P,5,5,5,5,2.61,31.0,0,20,10,9,4,41,0,119,112,5,1,0,4,0,2,0,0,0,1,0,253,26,24,5,0,0,11,0,2022
24,Ryan Neuweiler,Sr,P,5,2,5,2,7.36,14.2,0,19,13,12,8,7,0,70,58,5,1,0,1,1,2,0,3,0,2,0,118,16,18,2,1,0,1,0,2022
33,Chris Buehler,Sr,P,5,4,5,4,3.06,17.2,0,17,7,6,4,11,0,74,68,1,2,1,1,0,1,0,1,0,1,0,135,17,21,1,0,0,2,0,2022
36,Shane Tucker,So,p,5,3,5,3,5.40,6.2,0,6,6,4,12,7,0,39,25,0,0,0,0,0,2,0,0,0,0,0,123,1,10,0,1,0,1,1,2022
27,Kurt Lange,Sr,P,5,0,5,0,1.93,9.1,0,4,2,2,3,15,0,37,33,3,0,0,0,0,0,0,2,0,0,1,134,5,8,0,1,1,4,0,2022
21,Garrett Yawn,So,P,4,0,4,0,12.71,5.2,0,12,8,8,6,4,0,36,27,2,0,0,0,2,1,0,3,0,1,1,52,5,8,0,0,0,1,0,2022
26,Evan Panjwani,So,P,4,0,4,0,8.68,9.1,0,16,11,9,5,8,0,51,46,4,0,0,0,1,0,0,2,1,0,0,187,10,9,0,0,0,1,0,2022
35,Kevin Small,So,p,3,0,3,0,3.38,2.2,0,5,6,1,2,3,0,17,13,2,0,0,0,1,2,0,2,0,0,0,41,2,2,0,0,0,0,0,2022
20,Jalen Wade,Sr,P,3,3,3,3,10.54,13.2,0,17,18,16,10,11,0,72,58,3,0,0,4,0,2,0,0,0,1,1,287,12,17,1,1,0,5,0,2022
34,Jack Vandoran,Jr,P,3,0,3,0,12.00,3.0,0,7,4,4,2,1,0,19,15,0,2,0,0,0,1,0,2,1,0,1,47,1,7,0,1,0,0,0,2022
34,Sean Gibbons,So,P,8,0,8,0,8.38,9.2,0,14,10,9,7,8,0,51,43,4,1,0,3,3,0,0,10,7,1,0,155,12,8,1,0,0,2,0,2022
1,Michael Tolson,So,P,7,0,7,0,5.23,10.1,0,6,6,6,10,12,0,48,34,2,0,0,1,1,2,1,8,3,1,1,115,6,12,0,1,1,2,0,2022
0,Logan Berrier,So,P,7,0,7,0,2.57,14.0,0,12,7,4,6,14,0,61,51,3,0,0,1,1,3,0,2,2,1,0,114,10,15,0,1,1,2,0,2022
31,Noah Eaker,Jr,P,7,0,7,0,4.91,11.0,0,9,6,6,8,11,0,50,39,3,0,0,1,0,1,0,2,1,2,0,139,8,11,0,1,0,3,0,2022
43,Nick Karlinchak,Jr,P,7,0,7,0,6.75,8.0,0,10,7,6,8,5,0,44,32,1,0,0,0,3,1,0,5,3,1,2,55,6,13,0,1,0,2,0,2022
39,Jr Parrish,Jr,P,7,0,7,0,7.00,9.0,0,12,7,7,5,8,0,45,38,1,1,0,1,3,2,0,7,3,0,0,86,11,7,0,1,0,2,0,2022
35,Trey Tiffany,Jr,P,6,0,6,0,11.57,7.0,0,7,9,9,8,8,0,41,27,2,0,0,1,1,6,0,2,2,0,0,82,5,7,0,0,0,3,0,2022
5,Dylan Saale,So,P,6,0,6,0,3.72,9.2,0,14,7,4,9,6,0,53,42,3,0,0,1,1,0,2,1,0,1,1,115,9,13,1,0,0,0,0,2022
41,Cole Taylor,Jr,P,5,2,5,2,8.49,11.2,0,14,12,11,6,7,0,59,47,3,1,1,2,2,5,0,3,1,0,1,198,8,19,1,1,0,1,0,2022
22,Jack Lamb,So,0.0,5,1,5,1,15.88,5.2,0,11,10,10,10,3,0,37,24,2,1,0,0,1,1,0,0,0,1,1,113,6,5,0,1,0,2,0,2022
17,Andrew Potojecki,So,P,5,5,5,5,4.34,29.0,0,33,14,14,6,22,0,121,112,6,0,0,2,2,3,0,0,0,0,0,254,25,31,3,1,0,8,0,2022
38,Kevin Warunek,Fr,P,5,5,5,5,4.44,26.1,0,25,13,13,8,15,0,110,97,7,1,0,2,2,2,0,0,0,2,1,244,33,25,2,0,0,5,0,2022
26,Dominick D'Ercole,So,P,4,3,4,3,8.10,10.0,0,12,9,9,2,9,0,45,38,0,1,0,1,1,1,0,0,0,2,2,70,10,10,0,1,0,1,0,2022
15,Kevin Gunn,Fr,P,4,2,4,2,3.48,10.1,0,4,7,4,4,10,0,43,37,1,1,0,0,2,2,0,1,0,0,0,49,13,8,1,1,0,4,0,2022
6,Andrew Melnyk,Jr,P,3,2,3,2,5.79,4.2,0,4,4,3,5,4,0,23,16,0,0,0,2,0,2,0,2,0,0,0,68,6,2,0,1,0,1,0,2022
38,Riley Cooper,So,P,10,1,10,1,4.76,11.1,0,15,11,6,3,8,0,53,45,2,2,0,0,1,1,0,4,1,2,2,120,11,13,1,1,0,0,0,2022
22,Eric Reyzelman,So,P,9,0,9,0,1.38,13.0,0,9,3,2,4,22,0,56,50,1,0,0,0,2,1,0,9,3,0,1,182,5,12,1,1,1,7,0,2022
35,Paul Gervase,So,P,8,0,8,0,3.38,10.2,0,7,7,4,3,19,0,45,41,1,0,0,1,0,1,0,5,1,0,0,151,4,9,1,1,0,2,0,2022
28,Devin Fontenot,Sr,P,8,0,8,0,2.53,10.2,0,11,6,3,4,12,0,48,41,3,0,0,0,2,1,0,6,2,1,1,172,9,8,1,1,1,5,1,2022
21,Bryce Collins,Fr,P,7,0,7,0,2.08,8.2,0,8,4,2,3,10,0,38,33,2,1,0,1,1,1,1,6,1,1,0,179,11,5,1,0,0,2,0,2022
45,Samuel Dutton,Fr,P,6,0,6,0,0.96,9.1,0,6,2,1,4,11,0,39,35,3,0,0,0,0,0,1,5,2,0,0,167,4,13,0,0,0,1,0,2022
32,Trey Shaffer,Sr,P,6,0,6,0,11.25,4.0,0,1,5,5,8,4,0,21,11,0,0,0,0,1,2,1,4,0,0,0,89,2,4,0,0,0,1,1,2022
44,Blake Money,So,P,5,5,5,5,2.86,28.1,0,20,12,9,8,33,0,115,102,4,1,0,2,0,1,0,0,0,2,2,427,17,32,2,0,0,9,1,2022
9,Ty Floyd,So,P,5,5,5,5,3.27,22.0,0,13,9,8,12,26,0,88,75,5,0,1,4,1,0,1,0,0,0,1,363,6,29,3,1,0,7,1,2022
50,Grant Taylor,Fr,P,5,1,5,1,1.64,11.0,0,7,4,2,4,10,0,46,41,1,0,0,1,1,0,0,2,1,0,1,117,8,15,1,0,0,2,0,2022
43,Garrett Edwards,So,P,5,1,5,1,7.71,4.2,0,8,4,4,3,3,0,24,20,4,0,0,0,0,0,1,6,5,0,1,81,5,4,0,0,0,1,0,2022
30,Trent Vietmeier,Sr,P,5,0,5,0,2.45,7.1,0,5,2,2,3,7,0,30,26,1,0,0,1,0,0,1,8,3,0,1,113,4,11,0,0,0,2,0,2022
48,Will Hellmers,So,INF,4,3,4,3,2.70,10.0,0,11,3,3,3,11,0,44,40,3,0,0,1,1,0,0,0,0,1,0,127,11,8,2,0,0,3,0,2022
52,Ma'Khail Hilliard,Sr,P,4,4,4,4,5.00,18.0,0,19,12,10,3,14,0,80,73,3,1,1,3,1,3,0,0,0,0,1,268,17,21,1,0,0,1,0,2022
34,Cale Lansville,Fr,P,3,0,3,0,6.00,3.0,0,6,2,2,0,3,0,13,13,1,0,0,0,1,0,0,0,0,0,0,48,2,2,0,0,0,0,0,2022
49,Javen Coleman,So,P,3,0,3,0,4.50,6.0,0,1,4,3,2,6,0,23,20,0,0,0,1,1,0,0,2,1,1,0,47,4,8,1,0,0,1,0,2022
26,Kyle Crigger,Sr,UT,9,0,9,0,1.04,17.1,0,10,2,2,5,19,0,62,56,1,0,0,1,2,0,0,7,4,1,0,115,18,9,1,0,3,5,0,2022
36,Greg Martinez,So,P,8,1,8,1,4.20,15.0,0,16,7,7,4,14,0,63,58,4,1,0,0,1,0,0,9,7,0,1,95,17,11,2,0,0,4,0,2022
38,Landon Tomkins,Jr,P,8,0,8,0,1.86,9.2,0,8,2,2,3,13,0,42,38,1,0,0,1,2,1,0,7,0,0,0,68,10,6,2,0,0,6,0,2022
4,Cade Gibson,Sr,P,8,3,8,3,3.42,26.1,0,18,10,10,6,35,0,109,97,6,0,0,1,1,4,0,0,0,0,1,212,28,15,2,1,1,11,0,2022
20,Jackson Lancaster,Sr,OF,8,0,7,0,3.20,19.2,0,11,8,7,13,30,0,81,67,4,1,0,0,3,0,0,5,0,0,0,112,6,20,0,0,0,11,0,2022
3,Ryan Jennings,Jr,P,6,5,6,5,6.55,22.0,0,20,16,16,10,22,0,100,84,3,0,0,3,2,5,0,0,0,1,0,137,18,25,1,1,0,4,0,2022
25,Jarret Whorff,Sr,P,6,6,6,6,7.11,19.0,0,18,19,15,14,19,0,93,71,5,1,0,2,2,6,0,0,0,1,1,158,19,15,1,3,0,3,0,2022
47,Jonathan Fincher,Jr,P,5,5,5,5,3.60,25.0,0,27,10,10,3,31,0,106,102,7,0,1,1,3,1,0,0,0,0,0,141,16,28,4,0,0,8,0,2022
34,Tanner Knight,Jr,P,4,0,4,0,16.88,2.2,0,4,7,5,4,3,0,16,11,2,0,1,1,0,1,0,3,0,0,0,28,1,2,0,0,0,1,0,2022
31,Anthony Giannette,Fr,P,4,0,4,0,0.00,5.1,0,4,1,0,1,2,0,22,18,0,1,0,0,0,2,0,4,1,1,0,47,4,8,1,0,0,1,0,2022
39,Ryan Harlane,Fr,P,3,0,3,0,1.42,6.1,0,4,2,1,0,6,0,22,21,1,1,0,0,2,0,0,3,0,0,1,44,7,5,0,0,0,3,0,2022
16,Cade Hodges,Jr,P,3,0,3,0,4.50,2.0,0,0,2,1,3,2,0,10,4,0,0,0,0,1,2,0,2,2,0,1,19,1,2,0,1,0,1,0,2022
28,Caden Copeland,Fr,1B,2,0,2,0,27.00,1.1,0,5,4,4,2,1,0,11,9,1,1,0,0,1,0,0,3,3,0,0,39,2,1,0,0,0,0,0,2022
9,Nick Ellis,Jr,P,1,0,1,0,0.0,0.0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2022
18,Chase Dejean,So,UT,14,9,3,0,8.31,4.1,0,6,5,4,3,6,0,24,20,0,0,0,1,2,1,0,1,1,0,0,72,3,4,0,0,0,1,0,2022
50,Wyatt Blalock,So,P,8,0,8,0,9.64,4.2,0,6,5,5,5,3,0,24,17,1,0,0,2,0,1,0,14,4,1,0,81,5,4,0,1,0,1,0,2022
19,Lucas Wepf,Sr,P,7,0,7,0,3.65,12.1,0,14,8,5,8,15,0,57,47,2,0,0,0,0,0,0,6,3,0,2,222,13,8,1,2,1,3,0,2022
40,Carson Orton,So,P,7,0,7,0,6.00,12.0,0,13,9,8,7,13,0,60,48,3,0,0,0,0,3,0,8,4,2,0,201,16,5,0,0,2,2,0,2022
29,Zach Shaw,Fr,P,6,0,6,0,5.79,9.1,0,9,6,6,2,8,0,38,36,5,0,0,1,2,0,0,5,2,0,0,141,11,9,0,0,0,2,0,2022
43,Tylor Jans,Jr,P,5,1,5,1,6.14,14.2,0,17,15,10,12,7,0,81,62,2,0,0,2,4,6,0,2,0,0,1,273,21,14,0,2,0,3,0,2022
27,Cole Cressend,So,P,5,2,5,2,9.18,16.2,0,18,17,17,10,9,0,77,64,1,2,0,2,1,1,2,3,0,0,2,188,17,21,1,2,0,1,0,2022
32,Tyler Lien,Sr,P,5,4,5,4,4.76,17.0,0,23,17,9,4,8,0,83,70,7,0,0,2,1,5,1,0,0,1,3,244,20,20,1,1,0,1,0,2022
47,Cam Barlow,So,P,5,5,5,5,2.63,27.1,0,20,9,8,14,22,0,114,97,7,0,0,0,1,0,0,0,0,1,2,432,22,35,2,1,0,7,0,2022
42,Nicholas Judice,So,P,4,0,4,0,6.30,10.0,0,10,12,7,5,10,0,49,41,3,0,0,1,2,3,0,2,2,0,0,156,9,10,0,0,0,3,0,2022
35,Jackie Robinson,So,P,4,0,4,0,3.00,3.0,0,4,2,1,4,1,0,18,14,0,0,0,1,3,0,0,8,7,0,0,59,4,4,0,0,0,0,0,2022
36,Connor Cline,Sr,P,4,0,4,0,15.75,4.0,0,10,7,7,3,1,0,25,20,0,0,0,1,1,1,0,2,0,0,1,87,6,4,0,0,0,0,0,2022
41,Reid Goleman,Jr,P,4,3,4,3,9.00,7.0,0,8,7,7,0,7,0,32,28,2,0,0,2,1,3,0,0,0,1,0,111,4,10,0,1,0,3,0,2022
46,Adam Tubbs,So,P,4,0,4,0,4.50,2.0,0,2,1,1,1,3,0,9,7,0,0,0,1,0,1,0,2,0,0,0,34,2,0,0,0,0,0,0,2022
37,Mikel Howell,Jr,P,3,0,3,0,2.08,4.1,0,2,2,1,4,8,0,20,15,0,0,0,0,1,1,1,3,0,0,0,79,2,2,0,0,0,1,0,2022
44,Henry Shuffler,So,P,3,3,3,3,12.60,5.0,0,5,7,7,10,4,0,32,17,1,0,0,0,0,3,0,0,0,0,2,142,4,6,0,2,0,0,0,2022
49,Jack Engelmann,Sr,P,1,0,1,0,27.00,1.0,0,0,3,3,5,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,0,2022
45,Cole Brady,Fr,P,1,0,1,0,27.00,0.1,0,1,1,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,2022
54,Kaleb Corbett,So,P,9,0,9,0,3.00,9.0,0,10,6,3,3,10,0,43,38,2,0,0,1,0,2,0,13,4,0,0,147,5,12,2,0,1,2,0,2022
30,Michael Prosecky,So,P,9,0,9,0,2.31,11.2,0,6,3,3,5,17,0,45,38,0,0,0,1,1,2,0,7,2,0,0,135,4,11,0,0,6,5,0,2022
27,Evan Webster,So,P,6,0,6,0,3.38,8.0,0,7,3,3,1,4,0,30,27,2,0,0,1,1,0,0,11,7,1,1,89,9,9,2,0,0,3,0,2022
19,Ryan Hawks,So,P,6,0,6,0,7.20,15.0,0,18,13,12,5,17,0,70,63,5,1,1,2,2,2,0,8,1,0,0,206,15,12,3,1,0,8,0,2022
35,Garrett Schmeltz,Jr,P,6,0,6,0,1.93,4.2,0,3,1,1,2,3,0,18,14,0,0,0,0,1,1,0,10,3,0,1,67,4,5,0,0,0,0,0,2022
41,Riley Phillips,So,P,5,4,5,4,2.52,25.0,0,22,9,7,7,27,0,101,89,4,1,0,1,0,0,0,0,0,3,2,328,20,22,2,0,0,11,3,2022
17,Cameron Robinson,Jr,P,5,0,5,0,8.53,6.1,0,8,7,6,4,7,0,31,25,0,0,0,0,0,1,0,6,3,1,0,120,2,8,1,0,0,2,0,2022
40,Tate Kuehner,So,P,5,5,5,5,3.04,23.2,0,20,11,8,8,22,0,105,92,1,0,0,2,2,4,0,0,0,1,0,345,24,23,3,0,0,5,0,2022
25,Jared Poland,Jr,P,5,4,5,4,0.90,20.0,0,16,8,2,6,25,0,84,76,7,0,0,0,2,1,0,0,0,0,1,344,15,17,1,1,0,8,0,2022
18,Will Koger,Fr,P,5,2,5,2,9.00,10.0,0,10,11,10,8,8,0,51,40,1,2,0,1,0,3,0,1,0,0,0,186,13,8,0,1,0,5,0,2022
50,Adam Dowler,Fr,P,5,0,5,0,5.40,6.2,0,11,8,4,1,8,0,32,30,3,0,0,0,2,1,0,3,2,0,0,111,5,5,0,0,0,1,0,2022
36,Kyle Walter,Fr,P,5,0,5,0,8.10,3.1,0,2,4,3,4,3,0,17,13,0,0,0,1,0,0,0,1,1,0,0,61,5,2,1,0,0,2,0,2022
10,Carson Liggett,Fr,P,5,0,5,0,9.82,3.2,0,4,5,4,5,5,0,22,14,0,0,0,0,1,1,0,3,3,0,2,62,2,4,0,0,0,0,0,2022
34,Ben Wiegman,So,P,4,0,4,0,2.08,4.1,0,1,1,1,3,5,0,18,13,0,0,0,1,0,1,0,0,0,1,0,78,4,4,0,0,0,1,0,2022
55,Seamus Barrett,So,P,4,3,4,3,11.45,11.0,0,15,14,14,5,16,0,54,45,1,0,0,3,3,2,0,0,0,2,0,233,6,10,0,0,0,8,0,2022
31,Carter Lohman,Jr,P,3,0,3,0,27.00,2.0,0,3,6,6,5,2,0,15,9,0,0,0,0,0,1,0,0,0,0,0,64,4,0,0,0,0,2,0,2022
7,Kade Grundy,Fr,P,3,0,3,0,6.00,3.0,0,2,4,2,4,2,0,17,11,0,0,0,1,1,0,0,1,1,1,1,71,4,3,0,0,0,0,0,2022
1,Jacob Ferris,Jr,P,3,1,3,1,9.00,4.0,0,6,5,4,6,7,0,25,18,2,0,0,1,0,1,0,0,0,0,0,47,3,1,0,1,0,2,0,2022
16,Luke Seed,Jr,P,3,1,3,1,6.75,5.1,0,2,4,4,5,6,0,23,18,1,0,0,1,0,0,0,0,0,0,0,112,3,7,1,0,0,1,0,2022
15,Alex Galvan,So,P,1,0,1,0,0.00,1.0,0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,2022
48,J.R. Langworthy,Jr,P,1,0,1,0,0.00,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2022
39,Conner Kershaw,So,P,11,0,11,0,9.75,12.0,0,24,14,13,7,8,0,70,57,8,1,0,2,2,2,2,10,5,2,2,191,15,12,0,1,0,3,0,2022
28,Mason Kokodynski,Jr,P,9,0,9,0,5.68,12.2,0,12,12,8,14,15,0,68,47,5,0,0,1,3,1,1,4,3,4,2,260,8,17,0,1,0,6,0,2022
34,Michael Nunez,Fr,P,9,2,9,2,4.60,15.2,0,11,8,8,9,21,0,66,55,1,0,1,1,1,0,1,3,1,1,1,245,7,16,0,0,0,6,0,2022
21,Alex Burge,Sr,P,8,0,8,0,4.91,18.1,0,19,10,10,9,21,0,86,73,5,2,1,1,1,2,1,11,5,2,0,314,30,4,1,2,0,4,0,2022
32,Adam Christopher,So,P,8,1,8,1,8.10,10.0,0,8,10,9,19,17,0,57,35,0,1,0,2,3,1,0,7,3,1,1,223,6,6,0,1,0,5,0,2022
16,Owen Hackman,So,P,8,0,8,0,3.78,16.2,0,16,11,7,4,18,0,76,68,4,0,0,1,4,3,1,4,1,0,1,276,12,18,1,0,2,7,0,2022
13,Quinn Lavelle,Sr,P,7,5,7,5,7.06,21.2,0,34,23,17,10,18,0,108,93,10,1,0,3,2,1,0,4,3,2,2,315,25,15,0,2,0,4,2,2022
12,Jimmy Galicia,Sr,P,5,3,5,3,9.82,14.2,0,26,19,16,7,10,0,79,69,9,0,0,3,3,1,0,0,0,0,2,273,17,18,0,2,0,3,0,2022
17,Merrick Baldo,Jr,P,5,0,5,0,12.00,3.0,0,8,5,4,0,0,0,17,15,2,0,0,1,0,2,0,3,2,0,0,44,3,4,1,0,0,0,0,2022
20,Matt Mcclure,So,P,5,5,5,5,6.84,25.0,0,33,21,19,11,19,0,114,98,9,1,1,3,2,1,0,0,0,3,1,437,25,24,2,2,0,1,1,2022
36,Logan Hurd,So,P,4,2,4,2,9.00,7.0,0,15,8,7,7,6,0,46,36,2,0,0,2,6,3,0,2,2,0,0,171,3,11,0,0,0,4,0,2022
14,Jacob Fried,So,P,3,0,3,0,27.00,2.2,0,8,9,8,1,3,0,18,16,1,0,0,2,1,1,0,2,0,0,0,44,4,1,0,1,0,2,0,2022
35,Diego Barrera,Sr,P,3,1,3,1,2.13,12.2,0,5,6,3,1,8,0,48,44,2,0,0,1,0,2,0,0,0,1,0,170,8,22,1,0,0,4,0,2022
41,Casey Kitagawa,Fr,P,2,0,2,0,0.00,2.2,0,1,0,0,2,0,0,10,7,1,0,0,0,0,0,0,6,4,0,1,22,3,4,0,0,0,0,0,2022
19,Kolby Schiffer,So,P,1,0,1,0,40.50,0.2,0,5,3,3,0,1,0,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2022
14,Jordan Schulefand,Sr,UT,17,16,3,2,6.00,12.0,0,17,13,8,10,10,0,66,54,5,1,3,1,3,1,0,0,0,0,1,202,17,9,2,1,0,4,0,2022
32,Leif Bigelow,Jr,P,6,0,6,0,6.17,11.2,0,7,8,8,9,10,0,51,38,2,0,1,2,3,3,0,7,6,0,1,122,6,16,1,0,0,2,0,2022
45,Trevor Labonte,Sr,P,5,2,5,2,4.91,18.1,0,23,14,10,7,16,0,85,77,3,1,0,1,1,0,0,1,0,0,1,216,23,13,1,2,1,3,0,2022
25,Caleb Leys,Fr,P,5,4,5,4,4.37,22.2,0,14,11,11,11,28,0,95,80,3,1,0,1,4,3,0,3,0,1,0,302,25,13,1,0,0,13,0,2022
23,Colin Fitzgerald,Fr,P,5,2,5,2,18.00,11.0,0,23,22,22,9,8,0,66,52,5,1,0,3,2,3,0,3,3,0,2,238,11,12,0,2,0,3,1,2022
33,Noah Lewis,So,P,5,2,5,2,9.60,15.0,0,22,21,16,11,8,0,85,68,8,2,0,1,0,3,0,3,0,1,2,297,15,19,0,2,0,1,0,2022
11,Colton Carson,Jr,P,4,0,4,0,10.80,6.2,0,5,8,8,9,6,0,36,22,1,0,0,1,1,4,0,5,0,1,0,151,8,4,0,0,0,1,0,2022
16,Nick Caviglia,Jr,P,4,0,4,0,8.10,3.1,0,4,3,3,1,2,0,15,13,0,0,1,0,0,1,0,5,1,0,0,64,5,2,0,0,0,1,0,2022
48,Brett Erwin,Sr,P,4,4,4,4,3.75,24.0,0,25,12,10,5,28,0,107,94,2,0,2,2,2,6,0,0,0,1,1,296,23,18,0,2,0,11,1,2022
