Jersey,name,Yr,pos,GP,GS,App,GS,ERA,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,pickoffs,season
15,Connor Markl,So,P,6,4,6,4,3.46,26.0,0,25,11,10,5,30,0,107,99,4,0,0,3,0,2,0,2,1,0,1,410,19,24,4,1,0,8,1,2022
13,Daniel Avitia,Fr,P,5,2,5,2,1.46,24.2,0,19,7,4,4,32,0,96,89,5,0,0,0,1,2,1,3,0,1,0,363,23,15,2,2,0,10,0,2022
5,Nick Hull,Sr,P,5,5,5,5,3.21,28.0,0,20,12,10,4,33,0,111,101,3,0,0,2,3,4,0,0,0,1,1,438,33,15,1,1,0,9,0,2022
31,Carter Young,So,P,5,4,5,4,5.79,18.2,0,22,13,12,4,16,0,86,78,7,0,0,1,1,3,1,0,0,1,0,333,13,26,1,2,0,4,0,2022
36,Jason Nelson,Jr,P,5,0,5,0,12.27,3.2,0,3,5,5,5,6,0,22,13,1,0,0,0,0,4,0,5,2,0,0,92,4,0,1,0,0,4,0,2022
46,Blake Reilly,Jr,P,4,2,4,2,11.12,5.2,0,12,10,7,3,8,0,33,29,7,0,0,0,1,1,0,0,0,0,0,133,3,5,0,1,0,1,0,2022
21,Taisei Yahiro,Jr,P,4,0,4,0,11.57,2.1,0,7,3,3,1,2,0,17,14,2,0,0,0,1,2,0,2,0,0,0,60,1,4,0,0,0,1,0,2022
27,Ryan Schiefer,Fr,P,4,0,4,0,0.00,4.1,0,2,0,0,3,5,0,17,13,0,0,0,0,0,1,0,1,0,0,0,73,4,2,0,0,0,2,0,2022
22,Carson Ohl,So,P,2,0,2,0,6.00,3.0,0,4,2,2,0,0,0,13,11,0,1,0,1,0,1,0,3,3,0,1,46,2,6,0,0,0,0,0,2022
32,Kyle Sandstrom,Sr,P,2,0,2,0,18.00,1.0,0,2,5,2,1,1,0,9,6,1,0,0,1,0,2,0,1,1,0,0,30,2,0,0,0,0,1,0,2022
29,Donnie Cohoon,Sr,OF,9,8,1,0,18.00,1.0,0,2,2,2,0,1,0,5,5,1,0,0,0,2,0,0,0,0,0,0,16,2,0,0,1,0,0,0,2022
10,Ryan Dee,So,P,4,0,4,0,2.70,6.2,0,5,3,2,2,7,0,28,24,1,1,0,0,0,1,0,3,3,0,0,31,7,5,0,0,0,3,0,2022
21,Nick Gatton,So,P,4,0,4,0,13.50,5.1,0,6,8,8,5,2,0,28,19,1,0,0,1,0,2,0,5,1,1,1,36,5,8,0,1,0,1,0,2022
31,Robert Chaney,Sr,P,4,1,4,1,7.71,7.0,0,7,8,6,7,4,0,36,27,1,0,1,1,1,1,0,3,0,0,1,39,3,13,0,0,0,2,0,2022
34,Tim Blaisdell,Sr,P,4,4,4,4,8.04,15.2,0,20,15,14,10,10,0,75,61,3,0,0,2,4,1,0,0,0,0,3,76,12,22,0,4,0,4,0,2022
36,James Judenis,Sr,P,4,2,4,2,7.36,11.0,0,18,13,9,4,4,0,57,49,2,0,0,3,3,1,0,0,0,0,1,71,14,12,0,2,0,2,0,2022
16,Alec Couture,Fr,P,4,0,4,0,20.77,4.1,0,14,10,10,1,3,0,28,26,5,1,0,0,0,1,0,3,3,0,0,11,3,6,0,0,0,1,0,2022
25,Manny Corporan,Jr,P,3,0,3,0,8.44,5.1,0,7,5,5,3,6,0,27,19,0,0,0,0,2,4,0,2,0,1,0,13,2,5,0,0,0,4,0,2022
33,Julien Giroux-Harvey,Sr,OF,3,0,3,0,18.00,3.0,0,7,7,6,6,4,0,23,16,1,1,0,0,1,1,0,2,1,0,0,23,3,1,0,0,0,0,0,2022
18,Edwin Almanzar Jr.,Fr,P,3,0,3,0,2.84,6.1,0,7,7,2,2,8,0,28,26,3,0,1,1,2,0,0,3,0,0,0,14,5,5,0,0,0,3,0,2022
38,Ryan Lapierre,So,P,3,1,3,1,18.47,6.1,0,10,14,13,9,3,0,37,26,1,0,0,2,3,1,0,2,0,0,1,0,6,7,0,1,0,1,0,2022
8,Will Nowak,Sr,INF,3,2,3,2,1.00,9.0,0,11,10,1,3,6,0,45,42,1,0,0,1,0,0,0,0,0,0,0,69,11,10,0,1,0,3,0,2022
32,Dan Cote,Jr,P,1,0,1,0,54.00,0.1,0,2,2,2,0,0,0,4,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
11,Will Jacobsen,Jr,UT,14,14,4,2,5.56,11.1,0,11,9,7,7,2,0,53,43,4,0,1,1,0,1,0,0,0,0,2,148,9,22,1,2,0,1,0,2022
50,Tanner Smith,Fr,P,7,0,7,0,6.00,9.0,0,6,6,6,10,12,0,42,32,1,0,1,1,4,0,0,0,0,0,0,124,5,8,1,0,0,1,0,2022
34,Chris Clark,So,P,6,0,6,0,2.57,7.0,0,6,2,2,6,10,0,34,27,1,0,0,1,1,1,2,3,1,0,0,76,5,5,0,0,1,2,0,2022
28,Sean Matson,Fr,INF,5,1,4,1,5.27,13.2,0,16,8,8,5,16,0,60,54,3,1,0,1,3,1,0,0,0,0,0,197,11,11,1,1,0,1,0,2022
23,Jay Driver,So,P,5,0,5,0,0.00,9.1,0,4,0,0,1,17,0,34,31,1,0,0,0,0,1,1,3,1,0,1,97,4,7,0,0,2,5,0,2022
25,Adam Stone,Jr,P,4,4,4,4,3.95,13.2,0,11,15,6,20,16,0,73,50,3,0,1,0,3,3,0,0,0,0,0,215,14,8,1,2,0,2,0,2022
77,Tim Williamson,Jr,P,4,4,4,4,4.05,20.0,0,13,9,9,12,18,0,90,74,1,1,1,2,1,4,0,0,0,0,0,261,17,23,2,1,0,7,0,2022
21,Jaren Zinn,Sr,P,4,4,4,4,6.60,15.0,0,14,12,11,12,23,0,73,57,2,0,0,1,7,3,0,0,0,1,0,207,10,10,2,1,0,6,1,2022
30,Uday Narottam,So,P,4,0,4,0,0.00,9.0,0,3,0,0,3,6,0,32,27,0,0,0,0,0,1,0,1,0,1,0,91,8,11,0,0,1,2,1,2022
17,Porter Jordheim,So,P,4,0,4,0,6.00,6.0,0,6,4,4,8,5,0,30,20,0,0,0,1,1,0,0,0,0,0,2,110,5,6,0,0,0,2,0,2022
13,Pryor Thomas,Jr,UT,3,0,2,0,13.50,2.2,0,6,8,4,5,0,0,22,14,0,0,0,1,1,2,0,2,2,0,1,84,4,4,0,0,0,0,0,2022
42,Joseph O'Connell,Sr,P,2,0,2,0,13.50,2.0,0,4,3,3,2,0,0,13,10,0,0,0,1,0,1,0,0,0,0,0,50,2,4,0,0,0,0,0,2022
33,Ian Buckner,Jr,P,2,0,2,0,6.75,6.2,0,6,7,5,4,7,0,32,27,2,0,0,2,4,1,0,0,0,0,0,124,3,10,0,0,0,3,0,2022
32,Jack Mahala,Sr,P,1,0,1,0,0.00,1.0,0,0,0,0,2,2,0,6,3,0,0,0,0,0,1,0,0,0,0,0,30,1,0,0,0,0,0,0,2022
12,Tai Atkins,Jr,P,11,1,11,1,4.96,16.1,0,15,11,9,8,22,0,81,61,2,0,0,1,1,10,0,14,5,2,0,324,17,7,1,1,1,6,0,2022
7,Li'I Pontes,Sr,P,8,0,8,0,7.42,13.1,0,21,12,11,9,18,0,72,61,3,0,0,1,0,2,0,9,5,0,0,213,16,5,0,0,1,5,0,2022
30,Harry Gustin,Fr,P,8,1,8,1,6.75,10.2,0,9,12,8,6,11,0,54,41,2,0,0,2,3,4,1,10,5,2,1,163,11,10,0,3,0,2,0,2022
37,Connor Harrison,Jr,P,8,0,8,0,10.61,9.1,0,10,11,11,9,7,0,48,34,2,0,0,0,2,2,2,12,2,2,1,199,9,11,1,0,1,1,0,2022
15,Cameron Hagan,Sr,P,7,2,7,2,4.80,15.0,0,20,12,8,9,10,0,84,64,6,0,0,0,1,10,1,11,6,0,1,139,15,18,0,0,0,0,0,2022
42,Buddie Pindel,Sr,P,7,3,7,3,4.96,16.1,0,17,9,9,5,11,0,71,60,3,1,0,0,0,2,1,1,0,2,2,157,21,16,2,1,0,3,0,2022
44,Cory Ronan,Fr,P,6,1,6,1,0.90,10.0,0,5,3,1,7,14,0,42,35,2,0,0,0,2,0,0,4,2,0,0,168,8,7,0,1,1,3,0,2022
38,Dalton Renne,Sr,P,6,1,6,1,2.87,15.2,0,14,5,5,1,13,0,60,59,1,0,1,3,0,0,0,10,2,0,0,225,17,15,2,1,1,4,0,2022
29,Trevor Ichimura,Sr,P,6,0,6,0,2.13,12.2,0,14,5,3,3,8,0,56,48,2,0,0,1,0,3,1,12,4,1,1,194,15,11,1,0,0,2,0,2022
40,Cade Halemanu,Sr,P,5,5,5,5,6.75,22.2,0,23,18,17,14,22,0,103,84,4,1,0,1,0,3,0,0,0,2,0,412,19,22,0,2,0,5,0,2022
24,Andy Archer,Sr,P,5,5,5,5,6.75,20.0,0,27,18,15,8,22,0,97,86,4,1,1,1,0,0,1,0,0,3,0,412,17,20,0,3,0,1,0,2022
36,Ben Whipple,Fr,P,4,0,4,0,11.25,4.0,0,7,5,5,4,3,0,24,18,0,0,0,1,2,2,0,3,2,0,0,100,6,2,0,0,0,1,0,2022
34,Junior Flores,Fr,P,3,0,3,0,8.31,4.1,0,6,4,4,4,3,0,23,18,0,0,0,1,0,1,1,3,2,0,0,84,3,6,0,0,0,1,0,2022
45,Cj Neese,So,P,13,8,3,0,7.36,3.2,0,5,5,3,3,2,0,20,15,4,0,0,1,2,1,0,3,0,0,1,80,1,7,0,0,0,0,0,2022
33,Reid Viar,Jr,P,8,0,8,0,8.38,9.2,0,19,9,9,4,7,0,51,44,5,0,1,1,1,1,0,10,5,0,2,168,10,9,0,1,1,2,0,2022
22,Sam Garcia,So,P,8,1,8,1,1.74,20.2,0,15,6,4,2,22,0,85,76,4,0,0,0,1,3,0,5,0,4,0,332,16,21,1,2,1,5,0,2022
14,Everett Vaughan,Fr,P,8,0,8,0,5.79,14.0,0,16,9,9,6,11,0,68,58,1,1,0,2,2,4,0,7,0,0,0,245,18,13,1,1,1,6,0,2022
23,Sean Duffy,So,P,7,2,7,2,2.57,21.0,0,20,8,6,9,20,0,94,80,3,0,0,0,1,3,0,6,2,1,1,335,16,23,1,1,1,4,0,2022
13,Teddy Merritt,So,P,6,5,6,5,9.00,24.0,0,35,24,24,11,29,0,123,109,8,0,0,3,7,2,1,0,0,0,1,445,33,12,2,3,0,6,0,2022
35,Jack Nathan,Jr,P,6,0,6,0,16.20,5.0,0,9,9,9,5,2,0,31,21,1,0,0,2,2,5,0,9,6,0,0,119,8,2,0,1,0,0,0,2022
25,Parker Dean,Jr,P,5,1,5,1,6.23,17.1,0,20,12,12,9,14,0,81,69,2,0,0,3,1,1,0,10,5,1,1,290,16,22,0,0,0,4,0,2022
21,David Keith,So,P,5,4,5,4,10.70,17.2,0,20,22,21,19,14,0,94,65,2,2,0,3,7,7,0,3,1,0,3,362,16,18,0,2,0,6,1,2022
26,Griffyn Shelton,So,P,4,0,4,0,18.00,3.0,0,6,6,6,6,2,0,22,13,2,1,0,1,1,1,0,0,0,0,2,75,4,3,0,0,0,0,0,2022
32,Carter Sheppard,So,P,4,4,4,4,3.38,21.1,0,18,14,8,10,16,0,88,75,4,0,1,1,4,1,1,0,0,1,1,316,23,18,1,2,0,2,0,2022
44,Dylan Decker,So,P,4,0,4,0,40.50,2.0,0,3,10,9,8,1,0,17,9,0,0,0,1,0,0,0,2,1,0,0,80,2,3,0,0,0,0,0,2022
17,Patrick Libby,So,P,3,1,3,1,11.25,4.0,0,7,6,5,3,7,0,23,19,2,0,0,1,0,1,0,0,0,0,0,89,1,5,0,0,0,2,0,2022
48,Louis Stallone,Fr,P,3,2,3,2,18.90,3.1,0,7,8,7,6,1,0,26,17,2,0,0,1,5,3,0,3,3,0,0,86,1,8,0,1,0,1,0,2022
37,Connor Smith,Jr,OF,2,0,2,0,4.50,2.0,0,2,1,1,2,2,0,10,8,0,0,0,1,1,0,0,2,0,0,0,37,2,2,0,0,0,1,0,2022
19,Aljo Sujak,Sr,P,5,0,5,0,1.80,5.0,0,4,1,1,3,6,0,22,16,0,0,1,0,0,1,0,5,1,2,0,26,6,2,1,0,0,1,0,2022
11,Steven Kaenzig,So,P,4,1,4,1,4.50,8.0,0,10,5,4,5,8,0,40,33,0,0,0,0,1,2,0,3,1,0,0,45,8,6,0,1,0,0,0,2022
26,Tristan Nemjo,So,P,4,2,4,2,6.17,11.2,0,10,9,8,4,11,0,51,44,2,1,0,1,3,2,0,4,2,0,1,98,12,12,0,2,0,5,0,2022
14,Mark Faello,Sr,P,4,4,4,4,2.31,23.1,1,18,9,6,12,14,0,100,85,3,0,0,1,6,2,0,0,0,1,0,185,25,26,1,1,0,3,0,2022
10,Mike Mckenna,Sr,C,4,0,4,0,0.00,7.0,0,1,0,0,3,8,0,26,22,0,0,1,0,2,1,0,5,1,0,0,47,4,9,0,0,2,4,0,2022
15,Brad Camarda,Sr,P,4,4,4,4,2.49,25.1,0,15,7,7,5,22,0,99,91,4,0,0,2,1,3,0,0,0,0,0,272,29,25,3,0,0,4,0,2022
27,Chris Keenan,Sr,P,4,0,4,0,0.93,9.2,0,3,1,1,5,11,0,36,29,0,0,0,0,1,1,0,5,3,1,0,84,7,9,1,0,0,2,0,2022
44,Danny Kelleher,So,P,4,0,4,0,13.50,6.0,0,9,10,9,7,5,0,35,26,1,0,0,0,1,1,0,6,1,0,1,0,7,5,0,0,0,0,1,2022
32,Michael O'Hanlon,So,P,3,0,3,0,1.93,4.2,0,4,1,1,1,3,0,17,15,1,0,1,0,0,0,1,3,1,1,0,44,5,4,0,1,1,1,0,2022
45,Garrett Sullivan,Jr,P,3,0,3,0,0.00,2.1,0,1,0,0,0,2,0,9,8,0,0,0,0,0,1,0,4,0,0,0,12,4,1,1,0,0,1,0,2022
54,Cullen Santamaria,So,P,3,0,3,0,9.00,2.0,0,5,2,2,3,2,0,16,11,1,0,0,0,0,2,0,2,2,0,0,0,3,1,1,0,0,2,0,2022
12,Matt Gonzales,Sr,P,2,0,2,0,16.20,1.2,0,4,3,3,2,2,0,11,9,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2022
38,John Mikolaicyk,Sr,P,2,2,2,2,6.35,11.1,0,10,8,8,4,15,0,46,41,1,0,0,1,1,1,0,0,0,0,0,94,9,7,0,1,0,6,0,2022
50,Bryce Martino,Jr,P,2,0,2,0,9.00,2.0,0,4,2,2,4,1,0,14,9,1,0,0,0,1,1,0,1,1,0,0,18,1,3,0,0,0,0,0,2022
37,Lane Harris,Sr,UT,1,0,1,0,0.00,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2022
31,Mike Mirando,Sr,P,1,0,1,0,0.00,1.0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,2022
35,Brayden Martino,Fr,P,1,0,1,0,9.00,1.0,0,1,1,1,2,1,0,6,3,0,0,0,0,2,0,0,1,1,1,0,0,1,1,0,0,0,1,0,2022
18,Jake Kelchner,Jr,UT,1,1,1,1,6.75,2.2,0,3,3,2,2,5,0,13,11,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2022
30,Jake Halloran,Fr,UT,1,0,1,0,13.50,0.2,0,1,1,1,3,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,2022
13,Tyler Mudd,Fr,P,20,18,5,3,10.71,21.0,0,33,27,25,9,24,0,103,93,12,1,0,3,3,1,0,0,0,0,0,282,21,13,1,2,0,5,1,2022
33,Sean Scanlon,Fr,P,14,6,6,1,9.18,16.2,0,22,19,17,7,12,0,80,69,4,1,0,5,3,3,0,6,1,1,0,214,22,13,0,1,0,1,0,2022
29,Nick Escoto,Sr,P,7,0,7,0,8.36,14.0,0,15,14,13,4,9,0,68,56,1,0,2,1,0,5,0,6,1,1,2,214,16,17,1,2,2,1,0,2022
34,Trevor Neff,Fr,P,7,0,7,0,5.40,8.1,0,11,6,5,1,3,0,39,35,3,2,0,0,2,3,0,7,5,0,0,97,12,9,0,0,0,2,0,2022
11,Payton Sutman,So,P,6,0,6,0,8.10,6.2,0,6,7,6,7,5,0,37,26,2,0,0,0,2,3,0,7,4,0,1,95,5,9,0,0,0,0,0,2022
19,Nick Fletcher,So,P,5,0,5,0,5.06,5.1,0,11,4,3,2,4,0,29,27,2,1,0,1,0,0,0,6,5,0,0,65,1,11,0,0,0,1,0,2022
36,Luke Fox,Jr,P,5,0,5,0,3.38,8.0,0,8,3,3,1,6,0,32,31,2,0,0,1,1,0,0,3,1,0,0,107,10,7,0,1,0,0,0,2022
21,Matt Remley,So,P,5,4,5,4,6.95,22.0,0,31,23,17,4,8,0,102,94,4,3,0,4,1,3,0,0,0,1,0,218,31,20,0,3,1,2,0,2022
7,Jack Dilauro,Jr,P,5,5,5,5,4.61,27.1,0,20,18,14,13,29,0,122,100,4,3,0,1,1,6,1,0,0,1,2,384,23,27,0,3,0,9,0,2022
17,Jake Mcosker,Jr,P,4,3,4,3,9.82,11.0,0,22,17,12,8,3,0,65,54,3,1,1,1,1,2,0,1,1,0,1,192,15,13,0,3,0,0,1,2022
31,Augie Walters,Fr,P,4,0,4,0,14.40,5.0,0,13,11,8,4,7,0,36,30,2,0,0,1,1,2,0,1,1,0,0,122,5,2,0,0,0,4,0,2022
18,Ben Talbot,Jr,P,4,0,4,0,11.57,4.2,0,6,6,6,6,6,0,28,20,1,2,0,0,1,2,0,0,0,0,0,79,1,7,0,0,0,1,0,2022
28,Nate Chudy,Jr,P,3,3,3,3,4.32,8.1,0,3,4,4,8,7,0,34,26,1,0,0,0,3,0,0,0,0,0,0,153,7,8,1,1,0,4,0,2022
40,Tommy Leimkuhler,Fr,P,3,0,3,0,9.00,7.0,0,14,7,7,5,1,0,40,32,3,1,0,1,0,1,1,2,1,1,1,131,7,10,0,1,0,0,0,2022
27,Chris Benton,Jr,P,1,0,1,0,0.00,0.2,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,2022
5,Jack Ambrosino,So,P,1,0,1,0,0.00,0.1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,2022
23,Alex Bryant,So,P,1,1,1,1,0.00,1.0,0,1,0,0,1,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,24,0,2,0,0,0,0,0,2022
32,Malachi Lott,Fr,OF,13,9,2,0,4.50,2.0,0,1,1,1,1,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,35,1,3,0,0,0,0,0,2022
24,Ben Sears,Jr,P,9,0,9,0,0.44,20.1,0,14,1,1,1,16,0,76,71,3,0,0,0,0,2,0,5,1,1,1,219,26,17,3,0,4,6,0,2022
41,Derrick Cherry,Jr,P,9,1,9,1,5.17,15.2,0,16,10,9,6,14,0,73,59,5,2,0,1,4,4,1,8,5,3,1,215,17,14,1,1,1,6,0,2022
26,Jose Torrealba,Jr,P,7,1,7,1,9.00,11.0,0,16,11,11,6,12,0,55,44,4,0,0,1,1,1,1,7,3,2,2,177,10,10,0,0,1,6,0,2022
49,Logan Clayton,Jr,P,7,5,7,5,7.52,26.1,0,29,22,22,8,22,0,116,100,6,2,0,7,1,6,0,3,0,0,2,315,30,20,1,3,0,4,1,2022
20,Kyle Lacalamento,Jr,P,7,2,7,2,3.86,16.1,0,13,8,7,4,18,0,70,63,2,0,0,3,1,3,0,3,3,0,0,264,16,14,1,0,0,6,0,2022
34,Nathan Medrano,Jr,p,6,5,6,5,4.34,29.0,0,27,15,14,7,27,0,127,109,8,1,0,2,4,8,0,0,0,1,2,453,22,34,3,0,1,3,0,2022
36,Cameron Prayer,Jr,P,6,0,6,0,7.04,7.2,0,10,6,6,2,5,0,35,30,1,0,0,2,1,2,0,2,0,0,1,74,9,7,1,0,0,1,0,2022
21,Jaycob Deese,Jr,P,5,3,5,3,3.42,26.1,0,23,12,10,8,27,0,113,101,3,0,0,1,5,2,0,1,0,2,0,421,38,13,1,1,1,3,1,2022
44,Kerry Wright,So,P,5,3,5,3,7.27,8.2,0,13,10,7,11,12,0,50,38,3,1,0,1,1,0,0,0,0,1,0,209,11,2,0,1,0,2,0,2022
30,Colby Casey,So,P,4,0,4,0,8.31,4.1,0,5,4,4,6,2,0,21,14,0,0,0,0,2,0,0,2,0,0,1,87,5,3,1,0,0,1,0,2022
17,Jackson  Dannelley,So,P,4,0,4,0,12.27,3.2,0,4,6,5,3,3,0,18,12,0,1,0,0,1,1,0,2,1,0,2,57,3,4,0,1,0,0,0,2022
47,Maddux Miller,Jr,P,3,0,3,0,11.57,2.1,0,2,3,3,1,2,0,10,9,0,0,0,2,1,0,0,1,0,0,0,34,3,2,1,0,0,1,0,2022
33,Patrick Dunn,So,P,2,0,2,0,0.00,1.1,0,0,0,0,2,1,0,6,4,0,0,0,0,0,0,0,1,0,0,0,19,2,1,0,0,0,0,0,2022
43,Bryson  Walker,So,P,1,0,1,0,27.00,0.2,0,3,2,2,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,1,22,1,1,0,0,0,0,0,2022
15,Taylor Parrett,So,P,1,0,1,0,0.00,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2022
10,Logan Letney,Jr,OF,18,16,3,0,6.00,3.0,0,6,2,2,0,0,0,15,15,0,0,0,2,1,0,0,1,0,0,0,12,4,5,0,0,0,0,0,2022
18,Brennen Bales,Jr,1B,16,15,4,0,2.08,4.1,0,3,2,1,4,9,0,24,16,2,0,0,0,0,3,0,3,2,0,1,37,0,4,0,0,0,3,0,2022
4,Tyler Zarella,Jr,P,11,0,11,0,1.17,7.2,0,6,2,1,3,6,0,37,31,1,0,0,0,1,2,0,10,3,1,0,99,7,8,0,0,0,3,0,2022
35,Andrew Reitmeyer,Sr,P,10,0,10,0,5.00,9.0,0,7,6,5,6,11,0,41,35,0,0,0,2,5,0,0,13,2,0,0,108,9,6,1,2,3,2,0,2022
17,Morris Austin,Jr,P,9,0,9,0,1.08,8.1,0,3,2,1,9,8,0,39,28,0,0,0,1,6,1,0,7,1,1,0,122,6,10,1,0,1,4,0,2022
9,Chad Ricker,Jr,P,7,2,6,1,3.71,17.0,0,16,9,7,8,12,0,78,69,3,0,0,3,0,0,0,8,2,0,1,247,14,23,1,1,0,2,0,2022
28,Javan Smitherman,Jr,P,6,0,6,0,15.19,5.1,0,11,10,9,4,3,0,33,27,2,2,0,0,0,2,0,8,5,0,0,81,6,5,1,0,0,0,0,2022
33,Austin Spinney,Sr,P,6,0,6,0,6.55,11.0,0,12,8,8,7,6,0,52,41,3,0,0,2,1,2,1,3,3,0,2,102,8,16,0,2,0,0,2,2022
45,Thomas King,Jr,P,6,2,6,2,9.95,6.1,0,11,9,7,8,5,0,37,27,1,1,0,0,2,1,0,2,1,0,1,127,3,9,0,1,0,1,0,2022
39,Tim Ewald,Jr,P,6,0,6,0,18.90,3.1,0,2,7,7,8,3,0,21,13,2,0,0,0,0,0,0,8,0,0,0,33,3,4,1,0,0,1,0,2022
41,Daxton Tinker,Jr,P,5,5,5,5,6.23,21.2,0,31,18,15,6,17,0,102,91,6,2,0,3,4,4,0,0,0,1,0,222,21,21,0,3,0,2,1,2022
20,Jared Burch,Sr,P,5,5,5,5,3.51,25.2,0,27,11,10,7,22,0,110,100,8,1,0,2,3,1,0,0,0,1,1,255,17,32,0,2,0,3,0,2022
22,Will Ripoll,Jr,P,5,5,5,5,4.63,23.1,0,22,15,12,11,14,0,105,90,3,1,3,1,1,3,0,0,0,0,1,240,28,26,1,2,0,3,0,2022
16,Matthew Charles,Jr,P,4,0,4,0,15.00,9.0,0,15,15,15,7,5,0,49,38,5,0,0,1,4,2,0,5,3,0,2,109,7,13,0,0,0,3,0,2022
44,Ethan Abbott,Jr,P,4,3,4,3,9.26,11.2,0,16,12,12,8,8,0,65,54,5,0,0,0,0,3,0,0,0,0,0,147,8,19,0,2,0,1,0,2022
36,Trey Valka,Jr,P,4,0,4,0,13.50,3.1,0,5,5,5,7,3,0,24,14,1,0,0,0,2,3,0,3,2,0,0,50,3,3,0,0,0,0,0,2022
21,Blake Bolgiano,Jr,P,2,0,2,0,67.50,0.2,0,5,5,5,1,0,0,8,7,0,0,0,2,0,0,0,4,3,0,0,0,1,1,0,0,0,0,0,2022
5,Jordan Powell,Jr,P,2,0,2,0,7.71,2.1,0,3,2,2,2,2,0,13,10,1,0,0,0,1,1,0,3,0,0,0,26,2,3,0,0,0,0,0,2022
31,Kevin Conley,Jr,P,2,0,2,0,0.0,0.0,0,4,4,4,2,0,0,6,4,1,1,0,0,0,0,0,5,5,0,0,18,0,0,0,0,0,0,0,2022
45,Ty Rybarczyk,Jr,P,7,1,7,1,4.91,11.0,0,12,7,6,4,6,0,49,43,1,0,0,2,1,1,0,4,2,1,0,146,9,16,0,1,2,2,0,2022
23,Tommy Green,Jr,P,7,0,7,0,5.62,8.0,0,8,9,5,6,10,0,41,33,1,0,0,2,1,2,0,9,6,0,0,150,9,6,0,1,0,4,0,2022
20,Joseph Glassey,So,P,6,0,6,0,6.57,12.1,0,11,9,9,3,14,0,51,45,3,1,0,2,0,2,0,6,3,0,1,204,4,17,0,0,1,4,0,2022
19,Ryan Kutt,Jr,P,6,1,6,1,4.72,13.1,0,14,7,7,3,7,0,56,51,4,0,0,0,1,1,0,3,2,0,1,216,16,15,0,1,0,1,0,2022
28,Izaak Siefken,Fr,P,6,0,6,0,7.71,4.2,0,3,4,4,3,3,0,21,15,2,0,0,0,1,2,0,3,0,1,0,71,5,5,0,2,0,0,0,2022
27,Cole Kirschsieper,So,P,5,5,5,5,3.26,30.1,0,25,11,11,8,31,0,123,113,6,0,0,2,1,1,0,0,0,0,1,450,22,35,3,1,0,3,1,2022
25,Crayton Burnett,Fr,P,5,1,5,1,8.59,7.1,0,13,8,7,1,6,0,40,34,2,1,0,1,1,3,0,0,0,1,1,136,9,7,0,0,0,1,0,2022
44,Jack Wenninger,Fr,P,4,2,4,2,6.57,12.1,0,13,12,9,11,13,0,60,47,3,0,0,0,2,0,0,0,0,1,1,244,14,8,0,2,0,3,0,2022
6,Alex Vera,So,P,4,0,4,0,8.53,6.1,0,11,8,6,4,7,0,39,30,2,0,0,1,1,2,0,5,3,2,1,147,7,5,0,1,0,2,0,2022
42,Riley Gowens,So,P,3,3,3,3,6.75,12.0,0,10,10,9,7,14,0,53,44,2,1,0,1,1,1,0,0,0,0,1,225,8,13,2,1,0,3,0,2022
32,Andrew Pogue,So,P,3,1,3,1,12.27,3.2,0,5,5,5,3,1,0,24,16,0,0,0,2,1,5,0,0,0,0,0,95,1,9,0,0,0,1,0,2022
9,Johnny Czeslawski,So,P,3,0,3,0,16.88,2.2,0,6,5,5,0,1,0,17,14,3,0,0,0,1,3,0,5,5,0,0,62,4,3,0,0,0,0,0,2022
37,Calvin Shepherd,Fr,P,2,0,2,0,7.71,2.1,0,4,3,2,2,3,0,13,11,0,0,0,2,1,0,0,2,2,0,0,62,1,3,0,0,0,1,0,2022
39,Jack Crowder,So,P,2,2,2,2,3.60,10.0,0,11,4,4,3,12,0,44,40,4,0,0,1,0,1,0,0,0,0,0,164,8,8,1,0,0,3,0,2022
41,Gavin Schmitt,Fr,P,2,0,2,0,45.00,1.0,0,4,5,5,2,0,0,8,6,0,1,0,3,1,0,0,1,1,0,0,42,0,2,0,0,0,0,0,2022
31,Ryan O'Hara,So,P,1,0,1,0,0.00,1.1,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,2,1,0,0,0,0,0,2022
