Jersey,name,Yr,pos,GP,GS,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,season
5,Ethan Mann,Jr,INF,54,54,32,197,60,13,0,106,11,50,28,3,4,0,52,1,3,1,8,1,2021
27,Brandon Dieter,So,UT,54,54,40,202,58,16,2,102,8,48,24,4,3,0,49,2,0,0,4,0,2021
3,Zerek Saenz,So,OF,53,53,49,201,75,6,3,87,0,25,35,3,1,4,37,3,8,0,3,0,2021
8,Kevin Jimenez,So,INF,51,51,47,177,58,13,1,85,4,33,41,2,4,1,29,5,5,2,7,0,2021
25,Cal Villareal,So,OF,47,43,21,161,49,8,0,63,2,38,11,5,0,4,36,3,3,1,4,0,2021
14,Tommy Tabak,Jr,OF,45,43,31,149,51,5,2,72,4,26,14,1,1,0,44,4,1,1,5,0,2021
13,Ronnie Allen Jr.,Jr,UT,37,27,16,94,20,6,1,40,4,14,11,1,1,0,32,2,0,0,2,0,2021
22,Connor Laux,So,UT,36,27,13,90,19,3,1,24,0,5,8,5,0,2,30,3,2,1,2,0,2021
26,Jason Bush,Sr,C,34,32,15,89,19,3,0,25,1,8,10,1,2,3,27,0,0,0,1,0,2021
2,Austin Duffy,So,INF,34,34,13,103,21,4,2,32,1,17,11,4,0,2,40,0,0,0,1,0,2021
41,Tristan Stacy,So,UT,32,12,11,46,10,2,2,16,0,2,8,1,2,0,18,0,1,1,2,0,2021
6,Zach Smits,Jr,INF,29,13,12,62,18,3,0,30,3,9,7,1,1,0,20,0,0,0,0,0,2021
24,Noah Haupt,Jr,OF,25,14,12,57,14,2,0,25,3,11,9,0,1,0,22,0,0,0,1,0,2021
15,Jake Baer,Jr,INF,24,11,3,47,11,0,0,14,1,4,4,0,0,0,21,0,1,0,1,0,2021
43,Britt Graham,Fr,C,22,16,8,63,14,2,0,16,0,6,7,0,0,3,21,1,1,0,0,0,2021
11,Frank Dickson Jr.,Jr,P,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
34,Lyle Hibbitts,Jr,P,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
18,Ian Mejia,Fr,P,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Brendon Rodriguez,Sr,P,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
19,Rorik Maltrud,So,P,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
44,Josh Laukkanen,So,P,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
12,Chris Jefferson,Sr,P,14,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021
20,Sammy Natera,Fr,P,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
1,Mark Mcnelly,Fr,INF,13,1,3,10,2,0,0,2,0,2,3,1,0,0,3,0,0,0,1,0,2021
38,Ben Des Rosiers,So,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
40,Ryan Olson,Fr,INF,10,0,1,7,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,2021
30,Hayden Johns,Fr,P,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
39,Joey Arellano,Fr,P,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
33,Nick Rogers,Jr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
36,Cam Blazek,So,P,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
16,Nolan Ewens,Fr,C,7,1,1,7,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2021
23,Chris Barraza,So,P,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
29,Eric Hernandez,Sr,C,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2021
31,Mason Caperton,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Pearce Howard,Jr,OF,57,57,47,216,72,14,2,111,7,56,22,6,7,0,31,7,0,1,2,0,2021
27,Gaige Howard,Sr,OF,57,57,46,213,62,13,1,83,2,37,40,9,3,0,35,2,1,1,8,1,2021
29,Salo Iza,Sr,INF,57,57,28,190,49,18,1,72,1,33,30,11,4,5,32,3,7,1,3,0,2021
4,Luther Woullard,Sr,OF,56,54,40,201,59,17,3,103,7,48,29,1,4,0,33,2,1,0,3,2,2021
18,Kasten Furr,Fr,INF,55,55,48,201,64,11,0,78,1,12,29,8,2,8,33,2,4,1,10,0,2021
3,Darren Willis,Sr,INF,54,54,36,184,52,7,1,76,5,27,13,6,3,3,21,4,2,1,3,0,2021
10,Beau Bratton,Sr,C,42,41,24,134,30,3,0,48,5,20,21,6,3,3,42,4,0,0,3,1,2021
13,Kc Simonich,Jr,OF,41,30,11,117,29,8,0,43,2,22,10,0,1,3,31,4,0,0,0,0,2021
9,Issac Williams,Fr,OF,32,27,10,98,19,4,0,23,0,12,17,0,1,0,27,2,0,0,2,0,2021
17,Travis Gober,Fr,INF,31,28,16,101,28,4,1,43,3,17,11,1,0,0,28,4,0,1,0,0,2021
2,Caleb Seroski,Fr,P,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Collin Kulivan,Jr,P,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
37,Jackson Murphy,Jr,C,20,15,9,50,10,3,0,13,0,3,6,0,0,0,21,0,0,0,0,0,2021
36,Jacob Lamkin,Fr,P,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
34,Jorge Tejeda,So,C,18,14,6,43,6,2,0,8,0,3,5,3,1,0,15,0,0,0,0,0,2021
20,Blake Way,Sr,INF,18,13,11,50,12,0,0,21,3,6,4,2,0,0,20,0,0,0,0,0,2021
15,Kyle Khachadourian,Jr,P,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
7,Chris Turpin,Sr,P,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
33,Brandon Mitchell,So,P,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
11,Hudson Laborde,Jr,INF,15,11,5,38,7,0,0,7,0,4,6,1,0,1,20,0,0,0,0,0,2021
12,Haden Erbe,Jr,P,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
5,Matt Barthelemey,So,P,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
1,Cortlynn Ramirez,So,P,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
8,Tyler Leblanc,Fr,P,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
40,Beau Blanchard,Fr,P,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Rudy Amaya,Jr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
30,Joshua Cerejo,So,P,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
19,Austin Acree,Fr,P,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
16,Connor Macip,Fr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
22,Cristian Poche,Fr,P,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
31,Matt Delcambre,So,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
52,Christopher Demayo,Sr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
45,Keegan Rich,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Bailey Holstein,Sr,P,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
38,Brad Randazzo,Sr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
3,Dawson Bailey,Sr,OF,33,32,24,121,26,4,0,48,6,11,19,2,0,0,37,1,0,2,6,1,2021
11,Michael Gabriele,Sr,INF,31,31,8,108,31,4,0,35,0,16,9,1,1,0,17,2,0,0,1,0,2021
18,Max Giordano,Jr,SS,31,31,17,107,25,5,0,36,2,11,8,5,4,1,29,2,0,0,7,0,2021
19,Benny Serrano,Sr,OF,31,31,22,112,29,3,0,41,3,14,9,4,0,1,16,1,1,0,12,0,2021
2,Cole O'Connor,Jr,INF,30,27,22,104,40,9,0,49,0,16,7,0,1,0,14,2,0,0,0,0,2021
6,Cole Tucker,Jr,INF,30,27,17,92,36,9,0,54,3,19,9,8,1,0,17,4,0,1,6,1,2021
34,Peter Battaglia,Sr,1B,29,29,21,85,22,7,0,50,7,24,14,14,3,0,23,3,0,1,1,3,2021
4,Mike Brisson,So,INF,25,21,7,57,13,6,0,25,2,9,1,2,0,5,19,0,0,0,6,0,2021
28,Matt Zaremba,Sr,C,23,16,6,51,16,5,0,21,0,10,8,6,1,0,13,0,0,0,0,0,2021
23,Spencer Marcus,Jr,OF,22,10,4,39,8,2,0,10,0,4,2,0,1,0,10,0,0,0,2,0,2021
12,Joe Tevlin,Sr,C,21,17,6,54,18,3,0,21,0,6,3,0,0,0,9,0,0,0,0,0,2021
7,Liam Ward,Fr,INF,19,9,7,37,9,3,0,12,0,3,5,2,0,0,10,1,0,0,0,0,2021
17,Steven Hospital,So,P,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Brady Desjardins,Fr,INF,13,5,4,19,4,0,0,4,0,0,3,0,0,1,5,0,0,0,1,0,2021
29,Zach Cameron,So,P,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
9,Matt Grace,Sr,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
15,Tyler Prospero,Jr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
1,Marty Cole,Jr,INF,9,7,1,19,4,0,0,4,0,2,3,0,0,0,8,0,0,0,0,0,2021
14,Jacob Bruning,Jr,P,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Alex Mackinnon,Sr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
38,Josh Marchese,Jr,INF,8,4,2,16,2,0,0,5,1,4,2,0,0,0,7,0,0,0,0,0,2021
36,Matt Ward,So,C,8,0,1,8,1,0,0,1,0,2,2,0,0,0,3,0,0,0,0,0,2021
5,Chaz Deluca,Sr,P,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
13,Alex Jones,Sr,P,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
16,Nate Mascellino,Sr,P,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Yohn Zapata-Baez,Sr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
30,Kyle Smyth,Sr,P,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Myles Pallister,Fr,P,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
27,Drew Patton,Jr,P,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
10,Tommy Bednarski,Jr,P,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
26,Ben Erwin,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
20,Marcus Cashman,So,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
22,Gavin Krawiec,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
44,Matt Wiggins,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
5,Wes Toups,Fr,OF,55,55,34,188,49,8,2,73,4,22,29,9,2,4,45,3,0,0,7,0,2021
6,Greg Anderberg,Sr,C,55,53,13,177,36,4,1,48,2,24,16,13,2,7,34,2,1,0,1,0,2021
13,Dane Simon,Jr,OF,55,53,23,207,54,10,3,76,2,20,16,10,2,3,38,8,9,5,19,0,2021
8,Xane Washington,So,OF,55,51,21,185,35,7,1,50,2,16,23,5,2,5,35,1,1,0,12,0,2021
15,Austin Cain,So,INF,54,53,28,173,49,8,2,67,2,18,19,6,1,3,40,3,2,1,5,0,2021
11,Dillon Belle,Sr,1B,51,46,26,160,44,9,0,62,3,27,15,9,2,1,49,1,1,0,0,0,2021
29,Parker Coddou,Fr,INF,47,42,10,112,19,4,1,25,0,12,28,3,0,5,31,1,3,0,4,0,2021
7,Basiel Williams,Fr,OF,47,35,17,132,24,4,1,42,4,17,10,5,1,0,57,0,3,0,9,1,2021
16,Alex Galy,Sr,INF,36,27,8,70,15,1,0,16,0,7,14,4,0,4,23,3,1,0,2,0,2021
47,Beau Balado,Sr,P,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
23,Caleb Hill,Fr,OF,32,18,9,75,12,3,0,18,1,5,4,4,0,0,15,2,2,0,5,0,2021
36,Kyle Boudreaux,So,INF,30,17,5,57,10,2,0,12,0,2,11,0,0,1,14,4,1,0,0,0,2021
1,Justin Ory,Jr,INF,26,18,6,64,15,2,2,21,0,9,3,3,0,1,24,1,3,0,2,0,2021
30,Joe Taylor,Jr,P,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
38,Nico Saltaformaggio,Fr,P,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
4,Mason Turner,So,OF,21,4,3,18,2,1,0,3,0,2,6,1,0,2,10,1,0,0,0,0,2021
14,Jd Davis,Jr,INF,21,11,5,29,2,1,0,3,0,1,7,0,0,2,9,0,0,0,1,0,2021
19,Tyler Theriot,So,P,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
3,Cade Evans,Jr,P,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
21,Trever  Kilcrease,Sr,P,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
2,Blaise Breerwood,Fr,INF,18,3,3,21,2,0,0,2,0,0,2,0,0,1,4,0,0,0,1,0,2021
12,Devin Desandro,Fr,P,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
44,Peter Holland,Sr,P,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Chase Gearing,So,P,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
20,Nick Heckman,So,P,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
45,Erick Hernandez,Jr,C,11,4,1,13,2,0,0,2,0,2,0,0,0,0,7,0,0,0,0,0,2021
42,Josh Mancuso,So,P,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Grant Askins,So,1B,9,0,0,7,0,0,0,0,0,1,1,1,0,0,4,1,0,0,0,0,2021
32,Colin Kramer,Sr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
22,Alec  Paz,Sr,OF,7,5,2,15,3,1,0,4,0,1,1,3,0,0,8,0,0,0,0,0,2021
41,Austin Trahan,So,C,6,0,0,5,2,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,2021
46,David Vial Jr.,Jr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
37,Luke Barbier,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Nick Hill,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Mason Velasquez,Sr,1B,52,50,28,174,48,9,1,74,5,24,28,3,1,0,39,6,2,0,8,1,2021
23,Alsander Womack,Sr,INF,52,52,50,195,71,12,0,92,3,37,25,1,3,0,20,5,4,3,17,3,2021
1,Dionte Brown,Jr,OF,50,48,36,176,54,7,3,70,1,17,16,6,0,1,37,0,6,4,19,0,2021
14,Ty Hanchey,Jr,C,49,46,23,166,45,8,2,72,5,30,20,5,3,0,24,2,5,0,13,0,2021
27,Danny Hosley,Sr,UT,47,44,27,129,46,8,2,61,1,24,15,5,1,1,9,1,2,3,9,1,2021
7,Jacob Council,So,OF,42,38,15,135,42,7,1,57,2,28,8,4,2,0,32,3,3,0,2,0,2021
99,Korey Singh,Sr,1B,36,29,9,109,18,1,0,40,7,28,7,0,2,0,45,2,1,0,1,1,2021
4,Raphy Rodriguez,Fr,INF,36,28,12,77,16,2,0,18,0,3,12,5,0,2,24,0,3,0,8,0,2021
10,Adam Collins,Sr,UT,34,32,12,98,20,1,0,21,0,7,9,2,3,5,16,2,1,0,4,0,2021
24,Minjae Hong,Jr,UT,30,19,8,62,13,3,0,16,0,7,10,8,0,0,13,2,2,1,2,0,2021
18,Dylan Flint,Jr,OF,28,20,5,59,6,1,1,9,0,1,6,5,0,0,33,2,1,0,3,0,2021
5,Phillip Boykin,So,OF,28,24,11,68,15,3,1,20,0,6,12,3,1,0,28,1,1,1,4,0,2021
22,Khie Simms,Sr,UT,26,16,8,59,15,1,0,16,0,6,15,0,1,1,17,2,2,1,1,0,2021
16,Cody Donnell,Fr,INF,24,15,6,40,10,0,1,12,0,5,11,1,0,5,14,0,4,1,6,0,2021
12,Jaran Davis,Jr,UT,23,9,5,23,2,1,0,3,0,0,4,0,0,0,9,0,1,0,7,0,2021
17,Trent Hanchey,Jr,INF,20,11,5,33,4,1,0,5,0,5,11,0,0,1,14,0,2,0,6,0,2021
33,Michael Portela,Jr,P,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
47,Nolan Manzer,Fr,P,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
13,James Deloatch,Jr,P,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
50,Seth Hockett,Sr,P,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
49,Dalton Barham,Fr,P,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
8,Justin Walton,Jr,P,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
29,Alex Wright,Sr,P,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
36,Mike Pyers,So,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
42,Noah Wiggins,Fr,P,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
41,Tyrin Everette,Sr,P,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
21,Ridge Walker,Sr,P,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Rhay Street,Fr,UT,5,2,0,7,1,0,0,1,0,2,1,0,0,0,4,0,1,0,0,0,2021
30,Nicky Wohleking,Fr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Kris Artis,So,UT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
31,Scott Mahoney,Sr,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
14,Devne Daniel,Jr,3B,46,45,25,176,51,14,0,71,2,14,16,4,0,0,38,3,4,0,4,2,2021
2,Drew Hudson,So,2B,43,43,33,177,50,13,1,71,2,10,16,4,0,2,55,2,3,1,13,0,2021
40,Kylan Barnett,Sr,1B,41,38,19,138,37,9,1,57,3,24,26,4,0,1,34,4,4,0,5,1,2021
7,Reid Homan,Jr,3B,41,41,14,151,39,5,0,47,1,22,7,6,1,2,28,3,3,0,12,0,2021
18,Peyton Thomas,So,3B,38,33,15,112,26,6,0,47,5,18,23,3,3,0,38,2,0,1,0,0,2021
33,Kevin Brenning,Jr,OF,37,29,7,103,13,4,0,20,1,5,14,1,0,6,40,0,0,0,5,0,2021
13,Dominick Mcintyre,Fr,OF,37,30,9,98,18,3,1,23,0,4,18,0,1,3,43,1,2,1,11,0,2021
5,Austin Thrasher,So,UT,37,35,15,106,23,2,0,28,1,9,12,8,0,0,19,1,3,1,9,0,2021
17,Harris Kain,So,3B,36,26,6,93,19,2,0,21,0,4,5,3,1,3,30,1,1,0,4,0,2021
20,Garrett Smith,Fr,OF,31,18,8,66,12,3,1,20,1,4,12,1,0,1,30,1,1,0,5,0,2021
9,Reid Singewald,So,OF,28,11,2,51,10,2,0,12,0,3,4,0,1,3,14,0,0,0,5,0,2021
4,Ben Kiefer,Sr,C,27,13,3,53,9,1,0,10,0,5,7,1,0,1,13,4,0,0,0,0,2021
41,Levi Jensen,Fr,C,26,22,3,63,12,2,0,14,0,11,6,0,1,2,19,2,1,2,3,0,2021
23,Gerardo Miranda,Jr,C,22,6,3,32,4,0,0,4,0,1,4,1,0,0,13,0,1,0,3,0,2021
8,Landon Langston,So,C,21,12,5,45,6,1,1,9,0,4,9,0,1,1,18,0,0,0,1,0,2021
11,Luke Harper,Jr,C,20,15,4,54,15,2,0,17,0,8,6,0,1,0,14,1,3,0,0,0,2021
21,Austin Nichols,Jr,P,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
12,Keegan Foge,Sr,P,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
31,Brycen Parrish,Fr,P,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Will Haberstock,Fr,P,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
37,John Lundgren,Jr,P,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Grayson Throneberry,Fr,SS,15,6,2,17,2,0,0,5,1,1,9,2,0,0,10,0,0,0,2,0,2021
29,Austin Emener,Fr,P,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
15,Chase Best,Sr,P,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
38,Kyle Moore,Sr,P,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
10,Hunter Davidson,Sr,P,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
26,Jacob James,Fr,P,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
27,Jacob Laws,Jr,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
3,Garret Gillum,Sr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
39,Jacob Bradshaw,Fr,P,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Bryce Richter,Fr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
34,Sam Contorno,Fr,INF,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2021
16,Cosi Scinta,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Colton  Teal,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
11,Caleb Roberts,Jr,C,55,55,44,189,51,7,1,90,10,36,44,16,2,1,41,4,2,0,6,3,2021
1,Danny Serretti,Jr,INF,55,55,32,213,53,18,3,104,9,39,24,3,1,0,48,6,1,1,3,0,2021
20,Justice Thompson,So,OF,54,54,36,207,63,8,0,92,7,24,25,5,4,0,67,6,2,4,15,0,2021
52,Tomas Frick,Fr,C,53,52,23,191,49,11,0,66,2,16,12,2,0,1,34,2,0,0,0,0,2021
40,Angel Zarate,Jr,OF,48,47,33,179,58,7,3,89,6,32,31,3,4,3,24,4,6,1,3,0,2021
42,Brett Centracchio,Sr,UT,47,43,26,172,43,14,1,80,7,23,10,2,1,1,35,6,1,1,0,0,2021
10,Mac Horvath,Fr,INF,46,35,13,119,27,4,0,46,5,22,15,0,1,1,23,1,0,1,0,1,2021
19,Johnny Castagnozzi,Fr,INF,42,36,16,109,26,4,0,42,4,15,10,2,2,1,48,1,0,0,1,0,2021
7,Dallas Tessar,Sr,OF,37,24,18,94,23,9,0,44,4,16,15,6,0,3,31,2,1,1,0,0,2021
3,Colby Wilkerson,Fr,INF,33,18,10,63,16,3,0,19,0,5,5,2,1,2,16,6,0,0,1,0,2021
18,Clemente Inclan,Sr,INF,33,18,13,66,14,1,0,33,6,13,8,4,0,0,32,0,0,0,0,1,2021
36,Nik Pry,Jr,P,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
6,Tyler  Causey,So,INF,26,13,5,48,12,1,0,19,2,6,5,0,0,0,15,1,0,0,0,0,2021
43,Shawn Rapp,So,P,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
15,Gage Gillian,Sr,P,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
2,Mikey Madej,Sr,2B,22,5,5,20,2,0,0,2,0,1,2,0,1,0,5,1,0,0,0,0,2021
34,Caden O'Brien,Sr,P,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
48,Connor Ollio,Jr,P,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
17,Jake Holtzapple,Sr,P,20,3,0,28,7,0,0,7,0,7,1,0,2,0,9,0,0,0,0,0,2021
38,Davis Palermo,So,P,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
44,Austin Love,Jr,P,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
5,Eric Grintz,So,C,16,6,1,22,5,1,0,6,0,3,4,0,0,0,10,1,0,0,0,0,2021
54,Max Riemer,Fr,C,15,6,3,31,8,2,0,13,1,5,3,2,0,0,8,1,0,0,0,0,2021
46,Caleb Cozart,Fr,P,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Max Troiani,Sr,OF,13,5,5,26,6,3,0,9,0,1,3,0,1,0,10,0,0,0,0,0,2021
28,Max Alba,So,P,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
45,Hunter Stokley,Fr,INF,12,6,2,27,5,1,0,12,2,3,0,0,0,0,9,0,0,0,0,0,2021
49,Chris Joyner,Sr,P,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
41,Will Sandy,Jr,P,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
29,Nick James,So,P,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Jack Riedel,Fr,INF,8,4,0,10,2,1,0,3,0,0,0,0,0,0,6,0,0,0,0,0,2021
12,Will Stewart,So,OF,7,5,2,16,4,0,0,7,1,5,2,0,0,0,7,1,0,0,0,0,2021
