Jersey,name,Yr,pos,GP,GS,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,season
2,Cj Masciel,So,INF,16,8,4,26,5,1,0,6,0,3,4,1,0,0,8,0,0,0,2,0,2022
40,Reeve Holley,Jr,INF,15,1,5,11,3,1,0,4,0,2,3,0,0,1,1,0,0,0,1,0,2022
6,Grady Tuohy,Jr,OF,13,2,4,14,2,1,0,3,0,1,0,1,0,0,8,1,1,0,0,0,2022
23,Shayne Simpson,So,1B,13,2,5,13,3,1,0,4,0,1,1,2,0,0,4,0,0,0,1,0,2022
15,Garret Ostrander,So,INF,13,1,3,11,4,0,0,4,0,1,3,1,0,2,4,0,1,0,1,0,2022
29,Jake Brown,Fr,OF,13,5,4,21,4,1,0,5,0,2,4,0,0,0,10,0,0,0,0,0,2022
37,Connor Clift,So,C,13,8,1,29,7,0,0,7,0,5,2,0,0,0,8,2,0,0,0,0,2022
20,Marty Munoz,So,INF,12,4,9,10,3,0,0,3,0,2,9,0,0,0,2,0,0,0,0,0,2022
39,Jared Villalobos,Jr,P,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Trevor Cadd,So,OF,8,2,3,9,1,0,0,1,0,0,1,1,0,0,5,0,0,0,0,0,2022
17,Brett Finnel,So,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
14,Spencer Bengard,So,P,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
11,Josiah Chavez,Fr,C,6,1,1,5,1,0,0,4,1,3,2,0,0,0,2,1,0,0,0,0,2022
16,Ryan Delgado,So,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
34,Carson Olsen,Fr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,Seth Mattox,Fr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
33,Liam Rocha,So,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
38,Christian Culpepper,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
30,Andrew Necochea,Jr,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
13,Anthony Silvas,Fr,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
36,Brandon Downer,Fr,P,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
35,Ryan Kim,Fr,OF,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022
41,Jacob Wilson,So,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Mason Mcgarvey,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
21,Matt Palomino,Jr,OF,3,0,2,2,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,2022
8,Ryan Silva,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Ethan Pope,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
31,Josiah Bryant,So,C,2,0,1,2,1,0,0,4,1,4,0,0,0,0,0,1,0,0,0,0,2022
42,Alec Weigel,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
45,Joseph Romero,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
32,William St. Marseille,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
2,Zach Neto,So,INF,19,19,14,62,22,6,2,41,3,13,12,5,2,0,10,2,1,2,3,2,2022
24,Jarrod Belbin,Jr,UT,19,18,12,66,18,3,0,24,1,11,6,0,0,0,15,1,2,1,6,0,2022
15,Lawson Harrill,So,P,18,16,9,59,15,3,1,23,1,3,6,1,0,0,16,3,0,0,2,0,2022
10,Connor Denning,Sr,UT,18,16,6,65,13,4,0,17,0,11,4,2,2,0,22,2,1,0,2,0,2022
6,Drake Pierson,Sr,OF,18,18,11,60,17,4,2,31,2,11,6,5,0,0,17,1,1,0,5,1,2022
11,Bryce Arnold,So,INF,16,16,12,50,9,1,0,22,4,7,7,5,0,1,17,0,2,0,2,0,2022
9,Ty Babin,Sr,C,13,12,3,37,6,2,0,8,0,4,4,1,1,1,7,0,1,0,1,0,2022
1,Dalen Thompson,Fr,INF,13,9,2,35,7,3,0,10,0,0,3,0,0,0,15,1,2,0,1,0,2022
21,Logan Jordan,So,C,12,11,4,36,6,0,0,12,2,7,3,0,1,0,11,0,0,0,0,0,2022
8,Waldy Arias,Jr,INF,12,9,2,25,1,1,0,2,0,4,7,0,0,0,10,0,0,0,0,0,2022
20,Zach Williams,Sr,OF,11,11,5,37,8,2,0,13,1,2,4,2,0,0,16,0,0,0,2,0,2022
13,Ty Cummings,So,UT,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
23,Grant Knipp,Fr,C,9,8,5,27,4,0,0,10,2,3,3,0,1,0,11,0,0,0,0,0,2022
38,Ryan Chasse,Jr,P,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
35,Tyler Mcpeak,So,C,9,2,2,14,4,0,0,4,0,3,1,0,0,0,5,0,0,0,0,0,2022
37,Garret Kangas,Fr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
14,Tyler Halstead,Sr,OF,8,3,2,12,2,0,0,2,0,2,2,1,0,1,2,0,0,1,0,0,2022
29,Dylan Koontz,Fr,INF,7,2,0,9,1,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,2022
32,Jake Murray,So,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,George Ferguson,Jr,P,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
7,Thomas Harrington,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
36,Aaron Rund,Jr,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Jonathan Beymer,Sr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
12,Brendan Wright,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
25,Cade Anderson,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
17,Cade Kuehler,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Cameron O'Brien,So,1B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
16,Drew Winters,So,OF,3,1,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2022
33,Peyton Brown,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
26,Trent Adams,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
39,Cameron Barefoot,Fr,OF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
4,Jordan Irizarry,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Daniel Brown,So,UT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
34,Jack Ellis,So,UT,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022
7,Mike Steffan,Sr,1B,18,18,11,69,19,2,0,30,3,17,9,0,1,0,17,2,0,0,0,0,2022
8,Max Grant,So,INF,18,18,17,74,32,1,1,47,4,12,9,2,0,0,11,1,0,1,3,1,2022
4,Mike Destefano,Jr,INF,18,18,17,72,21,1,0,31,3,11,8,4,1,0,12,0,0,0,6,0,2022
17,Vinny Chiarenza,Sr,1B,18,18,11,71,16,3,0,22,1,9,9,2,0,0,23,2,0,1,1,0,2022
29,Dylan Vincent,Sr,UT,17,16,7,63,19,2,1,23,0,6,2,2,0,1,14,2,0,1,5,0,2022
6,Kyle Kush,Sr,INF,17,17,6,61,19,3,0,22,0,5,5,1,0,0,15,1,0,1,0,0,2022
18,Carlin Dick,So,OF,16,15,8,59,11,4,0,15,0,5,7,1,1,0,17,0,0,0,1,0,2022
2,Gibson Krzeminski,Sr,UT,13,11,8,42,12,3,1,23,2,7,4,0,0,0,11,1,0,0,1,0,2022
10,Mike Mazzara,Sr,INF,13,12,7,41,7,1,1,10,0,2,6,1,1,1,16,0,0,0,0,0,2022
24,Josh Niles,So,INF,12,8,4,40,10,1,1,13,0,11,2,0,2,0,9,2,0,0,0,0,2022
19,Tom Peltier,Jr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
16,Brett Kochanski,Sr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Trevor Henneman,Sr,C,7,6,4,18,4,0,0,4,0,1,3,1,0,0,7,0,0,0,0,0,2022
12,Kenny Dodson,Jr,INF,6,2,1,9,2,1,0,3,0,1,2,0,0,0,1,0,0,0,0,0,2022
11,Jackson Strong,Fr,OF,6,1,1,7,1,0,0,1,0,1,3,0,0,0,3,0,0,0,0,0,2022
20,David Yankowski,Sr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
25,Chris Pouliot,Jr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Justin Guiliano,So,P,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
13,Jake Zurat,Sr,C,5,1,1,5,1,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,2022
14,Matt Duffy,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
15,Brennan Chisholm,Jr,INF,5,0,0,5,2,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,2022
21,Levi Abbott,So,P,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
26,Aaron Duffy,Fr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
39,Peyton Consigli,Fr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
9,Cole Sebastian,Fr,OF,4,1,1,7,1,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,2022
40,Joe Abramson,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,Rockne Seidel,Jr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
23,Jeff Destefano,Sr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
33,Ethan Hennessy,So,UT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
34,Cole Murray,Jr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
38,Lukas Barry,Jr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
3,Jack Migliore,Jr,OF,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
13,A.J. Mendolia,So,INF,18,18,11,64,18,0,0,18,0,7,14,3,2,0,12,3,0,0,1,1,2022
23,Drew Sturgeon,So,OF,18,18,9,60,13,4,2,21,0,13,11,2,2,3,12,1,0,1,5,0,2022
1,Kolby Johnson,Jr,OF,18,18,12,73,20,3,0,23,0,4,10,2,0,0,17,2,1,1,4,0,2022
19,Connor Emmet,Sr,1B,17,17,12,62,16,2,0,30,4,10,5,5,0,3,14,5,0,0,0,0,2022
3,Rj Pearson,Sr,INF,16,16,5,50,14,1,0,15,0,5,6,1,1,0,11,0,1,0,1,0,2022
8,Noah Argenta,Jr,C,16,16,6,46,13,2,0,21,2,6,5,5,1,3,16,0,0,0,0,0,2022
20,Connor Flagg,So,OF,15,14,10,50,11,0,1,13,0,2,8,0,0,1,6,2,2,0,4,0,2022
5,Trey Harris,Jr,OF,15,15,4,48,9,0,0,15,2,9,2,2,0,3,19,1,1,0,8,0,2022
40,Hunter Hicks,Jr,INF,14,10,3,37,11,2,0,16,1,8,1,5,1,1,6,3,0,0,0,0,2022
7,Tanner Leonard,Fr,INF,12,10,6,31,6,2,0,8,0,1,7,1,0,1,11,0,0,0,2,0,2022
36,Reid Bowman,Fr,INF,10,5,4,23,6,3,0,9,0,4,2,1,1,0,5,0,0,0,1,0,2022
16,Tyler Navarro,Sr,P,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
37,Andrew Shoultz,Jr,P,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Jack Haley,So,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
15,Trent Gregson,So,P,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
39,Jesse Barker,So,P,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
24,Dylan Cyr,So,OF,7,1,0,8,1,0,0,1,0,2,2,0,0,0,4,0,0,0,0,0,2022
21,Cade Fenton,Jr,P,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
33,Oliver Laufman,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
26,Andrew Pollum,So,C,5,2,4,10,4,2,0,9,1,4,2,1,1,0,1,1,0,0,0,0,2022
17,Dillan Janak,Jr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Tyler Cleveland,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
34,Jack Angus,So,INF,4,0,1,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2022
31,Walker Immel,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
9,Brock Kuehler,Fr,1B,3,2,0,6,1,0,0,1,0,2,1,0,0,0,4,0,0,0,0,0,2022
32,Logan Gilbertson,Sr,P,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
12,Cade White,So,INF,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2022
11,Brady Walker,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
38,Spencer Nelson,Sr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
6,Avery Williams,Fr,INF,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
32,Noah Martinez,Jr,INF,10,10,8,41,13,2,0,30,5,14,4,1,0,0,12,0,0,0,0,1,2022
15,Elliot Good,So,INF,10,10,2,36,9,1,0,10,0,8,1,1,1,0,12,0,0,0,0,0,2022
11,Hunter Pasqualini,So,INF,10,10,7,38,14,2,1,21,1,10,5,1,1,1,3,0,1,0,1,0,2022
2,Mike Torneiro,So,OF,10,9,4,39,10,2,0,15,1,4,1,1,0,0,4,0,0,0,1,0,2022
14,Jay Devito,Sr,INF,10,10,7,41,9,0,0,9,0,2,5,0,0,2,12,2,0,0,1,0,2022
3,Sam Loda,Sr,C,9,8,9,25,6,1,1,9,0,2,8,2,0,0,4,0,0,0,0,0,2022
1,Dan Covino,Jr,INF,9,9,8,36,16,5,0,27,2,10,5,0,0,0,9,1,2,0,1,0,2022
21,Jack Nolan,Jr,INF,8,6,1,22,4,2,0,6,0,1,4,1,0,0,9,0,0,0,0,0,2022
19,Joe Rios,So,OF,7,4,4,17,5,3,0,11,1,1,0,0,0,1,5,0,0,0,0,0,2022
7,Jeff Nicol,So,C,6,5,3,20,3,0,0,6,1,1,2,0,0,0,7,0,0,0,0,0,2022
12,Dylan Sanchez,Jr,INF,6,3,2,11,2,1,0,3,0,1,1,0,0,0,1,0,0,0,0,0,2022
23,Luke Garofalo,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
31,Aidan Redahan,Fr,INF,5,2,1,9,4,0,0,4,0,1,1,0,0,1,1,0,0,0,0,0,2022
34,John Mikosz,Sr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Tim Buchek,Jr,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
8,Kyle Gordon,Fr,OF,4,1,2,7,2,1,0,3,0,1,1,0,0,0,1,0,0,0,0,0,2022
26,Josh Taylor,So,INF,4,1,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2022
6,Jake Neuman,So,P,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
33,Randy Reyes,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
17,Anthony Mozzicato,So,P,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
16,Dylan Benton,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Dominic Niman,So,P,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
46,Vincent Spizzoucco,Fr,p,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
10,Tj Wainwright,So,INF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
30,Patrick Reilly,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
24,Dan Hussey,So,OF,2,2,1,5,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2022
40,Logan Macaluso,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
39,Jack Kelley,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
24,Alex Freeland,So,INF,20,20,12,66,17,3,0,32,4,15,17,3,1,0,13,0,0,1,3,3,2022
40,Ben Mccabe,Jr,C,20,20,12,72,18,4,0,28,2,14,8,2,2,1,22,0,1,0,7,0,2022
27,Gephry Pena,Jr,OF,20,20,17,81,30,4,2,44,2,14,8,1,0,1,18,1,2,1,14,0,2022
2,Michael Brooks,Fr,INF,18,16,14,53,13,3,0,25,3,12,11,1,0,1,7,1,1,0,4,0,2022
6,Tom Josten,Jr,INF,18,17,13,59,13,3,1,24,2,18,7,4,0,2,15,2,0,0,3,0,2022
29,Pablo Ruiz,So,UT,17,12,8,44,9,3,0,15,1,5,6,0,0,1,14,1,1,0,0,0,2022
22,Cole Russo,Fr,INF,17,11,5,45,10,3,0,13,0,6,2,0,1,0,14,0,0,0,0,0,2022
5,Trent Taylor,Sr,UT,17,12,12,43,10,3,0,13,0,4,7,3,1,0,16,0,2,2,11,0,2022
3,Lex Boedicker,Fr,OF,16,14,11,51,14,3,1,19,0,7,6,2,0,0,16,2,0,0,1,0,2022
43,Riley Wash,Sr,C,14,10,6,38,10,3,0,13,0,7,3,0,0,1,13,0,0,0,0,0,2022
21,Noah Orlando,Sr,INF,14,6,8,24,7,1,1,13,1,5,4,1,0,0,8,1,0,0,5,0,2022
17,Nick Romano,Sr,INF,12,12,9,41,15,3,1,29,3,11,8,1,0,0,14,1,0,0,0,0,2022
37,Ben Vespi,So,P,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
33,Cylis Cox,Fr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
7,Ben Rushing,So,UT,9,4,3,19,4,0,0,7,1,2,1,0,0,0,8,0,0,0,0,0,2022
4,Ryan Taylor,Fr,INF,8,1,4,8,3,1,0,4,0,0,2,1,0,0,2,0,0,0,0,0,2022
30,Kyle Kramer,So,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
12,John Montes,So,INF,8,3,2,13,2,0,0,2,0,1,2,1,1,0,5,0,0,0,0,0,2022
18,Zack Hunsicker,Jr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Andrew Sundean,Fr,C,7,2,1,8,5,1,0,6,0,3,0,2,1,1,0,0,0,0,0,0,2022
8,Chase Centala,So,P,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
45,Will Saxton,Sr,P,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
39,Cameron Crain,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
16,Hunter Patteson,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
19,Connor Staine,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
1,David Litchfield,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
31,Dominic Castellano,Fr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
36,Ruddy Gomez,Jr,P,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
32,Jason Ambos,Fr,OF,4,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2022
13,Brogan Napier,Fr,INF,3,0,1,6,1,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,2022
28,Jacob Marlowe,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
11,Julian Balzer,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Jakob Marsee,So,OF,16,16,9,60,22,5,1,35,2,14,9,2,0,0,12,1,1,0,3,1,2022
39,Robby Morgan,Fr,INF,16,15,9,55,10,4,0,17,1,6,6,0,0,1,19,1,1,1,1,0,2022
1,Mario Camilletti,Sr,INF,16,16,17,53,19,6,1,30,1,8,16,2,0,1,7,2,0,0,0,0,2022
25,Danny Wuestenfeld,So,INF,15,14,8,52,12,4,0,19,1,9,4,2,1,0,16,0,0,0,0,0,2022
10,Justin Simpson,Jr,INF,14,14,2,41,5,1,0,6,0,5,11,1,0,5,16,1,0,0,0,0,2022
20,Garrett Navarra,Jr,OF,14,10,1,31,5,0,0,5,0,3,7,0,0,0,6,1,0,0,1,0,2022
8,Jacob Donahue,So,OF,13,9,6,31,7,3,0,10,0,1,3,2,0,1,10,0,0,0,1,0,2022
24,Aidan Shepardson,Sr,INF,13,11,4,39,11,3,0,14,0,5,4,2,0,1,5,0,0,0,0,0,2022
21,Adam Proctor,Sr,C,13,9,4,34,5,1,0,9,1,4,6,6,0,0,19,0,0,0,0,0,2022
26,Colton Coca,So,INF,12,11,8,40,9,1,0,13,1,9,5,2,1,0,9,2,0,0,1,0,2022
9,Zach Lechnir,So,INF,10,2,1,16,3,0,0,3,0,0,1,0,0,0,5,0,0,1,0,0,2022
4,Drew Lechnir,So,OF,9,5,4,18,5,1,0,6,0,2,1,1,0,0,3,1,1,0,0,0,2022
23,Nick Dardas,So,INF,8,6,3,19,3,1,0,4,0,1,1,1,1,0,9,0,0,0,0,0,2022
7,Ryan Insco,So,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
55,Chris Monroe,Sr,1B,8,3,1,15,2,0,0,2,0,1,3,0,0,0,6,1,0,0,0,0,2022
26,Jake Jones,Sr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
19,Kade Preston,So,C,6,2,1,7,2,1,0,3,0,0,2,0,0,0,2,1,0,0,0,0,2022
49,Clayton Brock,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
6,Jordan Patty,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
31,Andrew Taylor,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
36,Drew Stengren,So,C,5,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2022
13,Ben Vitas,So,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Ryan Palmblad,Jr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
16,Michael Conte,Fr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
11,Adam Mrakitsch,Fr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Logan Buczkowski,Sr,P,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
15,Ryan Culley,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
38,Drew Alsobrooks,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
40,Garrett Willis,Jr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Ajay Sczepkowski,Jr,OF,22,20,17,75,21,7,0,34,2,12,6,4,3,0,15,0,0,0,0,1,2022
15,Hogan Mcintosh,Jr,UT,22,20,9,61,16,5,0,21,0,10,8,4,1,0,20,3,2,1,2,1,2022
11,Connor Aldrich,So,INF,22,10,9,35,7,2,0,9,0,4,5,3,1,1,13,0,0,0,1,0,2022
12,Austin Izzio,Jr,UT,21,19,15,74,20,3,0,32,3,18,5,7,3,0,13,0,1,0,0,1,2022
0,Tyrell Brewer,So,UT,21,17,19,61,24,6,0,36,2,8,10,5,1,2,16,1,1,0,2,0,2022
2,Ryan Waldschmidt,Fr,INF,20,18,17,46,14,1,0,24,3,14,16,4,0,0,9,0,1,1,6,0,2022
18,Hayden Harris,So,C,20,18,14,61,19,5,0,36,4,18,11,4,0,0,6,1,2,0,2,1,2022
9,Peyton Basler,Fr,INF,20,20,11,53,11,2,0,13,0,11,6,5,0,2,11,1,0,0,1,0,2022
3,Connor Carter,Jr,OF,19,15,14,57,19,6,0,31,2,10,7,2,0,1,9,2,1,0,4,0,2022
33,Peyton Mills,Jr,INF,16,10,3,30,6,0,0,9,1,6,6,0,2,0,13,0,1,0,0,0,2022
19,Dylan Stewart,So,INF,14,0,2,8,1,0,0,1,0,2,0,1,0,0,3,0,0,0,1,0,2022
14,Nicholas Fazzari,So,C,14,10,7,29,6,1,1,9,0,6,9,3,3,0,11,0,0,0,1,0,2022
10,Casey Asman,Jr,OF,12,4,0,14,0,0,0,0,0,2,3,1,1,0,5,0,0,0,0,0,2022
4,Reid Hardwick,Sr,UT,12,1,2,14,3,1,0,4,0,2,1,1,0,1,3,1,0,0,0,0,2022
16,Nick Rodriguez,Fr,UT,11,5,4,19,6,0,0,6,0,1,3,1,0,0,6,0,0,0,1,0,2022
42,Daniel Padysak,So,P,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
45,Krishna Raj,Jr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
43,Sam Massey,So,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
20,Connor Yoder,Sr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
