Jersey,name,Yr,pos,GP,GS,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,season
1,Bash Randle,So,INF,19,18,17,66,20,3,1,34,3,8,13,2,0,0,15,4,1,0,3,0,2022
3,Mitchell Dickson,Jr,C,19,19,17,68,19,1,1,25,1,6,14,3,0,2,6,0,0,0,6,0,2022
8,Colton Eager,Sr,OF,19,19,13,76,28,11,1,47,2,20,5,5,2,0,9,0,1,0,5,0,2022
22,Grayson Tatrow,Jr,OF,19,19,21,74,24,5,0,44,5,20,12,1,0,1,26,0,1,0,6,0,2022
9,Hunter Gieser,Sr,INF,17,17,8,57,13,3,0,22,2,12,5,5,1,0,25,1,0,0,1,0,2022
12,Miller Ladusau,So,OF,17,17,16,62,20,6,0,29,1,12,6,7,1,0,20,0,0,0,0,0,2022
6,Alexei Cazarin,Sr,INF,16,6,4,28,6,1,0,10,1,6,0,0,0,1,10,0,2,0,1,0,2022
23,Tommy Cruz,Sr,INF,16,12,7,51,16,0,0,19,1,11,6,1,0,0,6,2,0,0,1,0,2022
42,Aaron Staehely,So,OF,15,5,10,29,10,1,0,14,1,8,2,2,0,0,4,0,3,0,5,0,2022
10,Bryson Hill,Jr,INF,14,13,9,37,12,2,0,26,4,9,8,3,0,0,13,0,2,0,2,0,2022
2,Brett Hammit,So,INF,14,11,9,39,12,3,0,24,3,11,4,3,0,0,18,0,0,0,0,0,2022
41,Tanner Tweedt,Jr,C,11,11,8,43,13,1,1,25,3,12,2,1,0,0,13,0,0,0,0,0,2022
4,Julio Riggs,So,OF,11,2,1,13,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,2022
37,Adam Byrd,Fr,P,9,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2022
18,Drake Boggan,So,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
5,Riley Bender,Fr,INF,7,2,2,9,4,2,0,6,0,0,0,0,0,0,4,1,0,0,0,0,2022
39,Connor Carlton,Jr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
45,Max Huffing,So,P,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
29,Carter Sells,Jr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
11,Tanner Riley,Sr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
7,Genner Cervantes,Sr,P,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
21,Tyler Morgan,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,Sam Berberich,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
35,Mitch White,Jr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
17,Breck Eichelberger,Jr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
24,Garrett Egli,Sr,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
40,Jack Nielsen,Fr,INF,4,0,1,5,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,2022
16,Adam Stephenson,Jr,P,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
38,Bryson Gillmore,Fr,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
36,Bryce Jewell,Fr,INF,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
19,Zach Smith,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
15,Riley Bauman,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
0,Trevor Jackson,Sr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Sam Grace,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Cinoon Bak,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
43,Austin Hale,So,INF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
5,Sam Kulasingam,So,INF,18,18,11,69,24,4,0,31,1,12,10,2,1,0,11,1,1,0,3,0,2022
16,Gabriel Garcia,Sr,UT,18,18,10,70,17,4,1,26,1,9,7,4,1,0,16,1,3,0,1,1,2022
12,Aerik Joe,So,INF,18,18,11,63,13,1,0,14,0,2,4,4,0,2,20,0,1,0,2,0,2022
2,Trayden Tamiya,Jr,INF,18,18,8,65,9,3,0,18,2,9,4,3,0,0,12,1,0,0,1,0,2022
18,Braydon Altorfer,Sr,C,17,17,11,66,14,2,0,28,4,11,5,2,1,0,21,5,0,0,1,0,2022
1,Jay Thomason,So,INF,17,17,11,60,13,2,0,27,4,10,8,2,1,0,15,2,0,0,4,0,2022
7,Jake Greiving,So,P,14,10,3,47,13,4,0,23,2,9,2,2,1,0,17,1,0,0,0,0,2022
13,Jason Booker,Fr,OF,13,5,9,21,6,1,0,7,0,4,5,2,0,0,7,0,0,2,2,0,2022
14,Chase Spencer,Fr,INF,12,10,4,29,7,0,1,12,1,5,7,1,0,0,7,1,1,0,0,0,2022
23,Paul Skenes,So,UT,11,11,5,35,8,1,0,15,2,5,5,1,0,0,17,0,0,0,0,0,2022
10,Matt Thompson,Jr,UT,11,4,7,22,5,0,1,10,1,4,3,2,0,1,11,0,0,0,1,0,2022
19,Duke Benge,Jr,UT,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
3,Blake Covin,Jr,OF,10,10,9,42,16,3,1,21,0,10,5,0,0,0,12,0,0,0,4,0,2022
30,Doyle Gehring,So,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,Dylan Rogers,Fr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
15,Cayden Zimmerman,Sr,UT,7,6,2,18,3,1,0,7,1,5,1,1,0,0,3,1,0,0,1,0,2022
25,Zach Argo,Sr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
11,Cj Dornak,Sr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
20,Robert Martin,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Ryan Stohr,Jr,UT,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
35,Jake Sansing,Jr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
32,Kyle Moats,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Stevan Fairburn Jr.,Sr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
40,Seungmin Shim,So,P,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
29,Jason Shuger,Jr,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
26,Sawyer Hawks,Fr,P,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
17,Aaron Reyes,Fr,C,2,1,1,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2022
37,Jimmy Hebenstreit,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
34,Preston Havenor,Fr,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
13,Nick Arrivo,Sr,2B,17,17,4,59,15,3,0,18,0,9,8,3,3,1,14,1,2,1,1,0,2022
24,Bryant Shellenbarger,Sr,OF,17,17,5,65,14,2,2,20,0,5,6,1,0,0,13,0,0,0,1,0,2022
9,Jerry Reinhart,Sr,INF,17,17,9,58,11,2,0,13,0,3,4,4,1,0,16,0,1,1,1,0,2022
7,Cameron  Benson,Fr,INF,16,16,4,63,19,3,1,30,2,12,5,1,0,0,21,0,1,0,3,1,2022
16,Ian Pennington,Fr,OF,15,14,4,42,7,0,1,9,0,0,7,0,0,4,15,2,1,0,3,0,2022
34,Michael Sprockett,Fr,C,14,11,5,38,12,1,0,13,0,3,3,1,0,2,9,0,1,0,1,0,2022
20,Jackson Haas,Sr,INF,13,13,5,48,8,3,1,13,0,2,0,3,0,0,15,1,0,0,0,0,2022
1,Tate Wargo,Sr,INF,12,11,5,44,14,2,0,16,0,7,4,0,1,1,5,0,0,0,6,0,2022
12,Zac Granger,Sr,OF,11,10,4,32,6,2,0,8,0,0,4,1,0,1,10,0,0,0,0,0,2022
3,Kaito Hara,Jr,INF,10,9,8,31,8,2,1,12,0,4,6,0,1,0,4,0,0,0,1,0,2022
21,Breydan Cavey,Jr,INF,10,9,4,25,7,1,0,11,1,4,2,1,0,2,9,1,0,0,0,0,2022
35,Andrew Horvath,Fr,C,7,7,2,24,5,0,0,5,0,1,1,2,0,0,8,0,0,1,0,0,2022
33,Sammy Tortorella,So,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
40,Taed Heydinger,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
32,Anthony Fett,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
41,Brett Dietrich,Jr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Jacob  Beall,Fr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
19,Greyson Droste,Jr,1B,5,1,1,6,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,2022
14,Conor Steinbaugh,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
4,Sean Perkins,Fr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
26,Jacob Krausher,Fr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
31,Brady Biglin,So,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
6,Jackson Hickert,Sr,P,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
23,Jackson Miller,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
25,Spencer Atkins,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
8,Yassir Kahook,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Jacob Clark,Jr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
10,Joey Herrick,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
30,Ty Stolarski,Fr,P,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Matthew Radtka,Sr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Drew Williamson,Sr,INF,21,21,11,79,21,7,0,37,3,16,7,2,1,0,17,1,0,0,1,0,2022
21,Andrew Pinckney,So,OF,21,19,15,66,18,3,2,31,2,7,3,5,0,0,10,1,1,1,1,0,2022
44,Zane Denton,Jr,INF,21,21,17,81,26,7,0,54,7,20,11,0,3,0,14,0,0,1,0,1,2022
10,Jim Jarvis,Jr,INF,21,21,18,80,25,1,2,36,2,7,8,3,2,1,10,1,1,1,4,0,2022
16,Owen Diodati,Jr,OF,21,19,13,78,23,5,0,43,5,17,5,2,0,0,16,3,0,1,2,0,2022
3,Dominic Tamez,Jr,C,20,20,5,78,25,3,0,34,2,11,7,0,2,0,8,2,0,1,0,0,2022
20,Tommy Seidl,Sr,OF,19,19,14,74,28,7,0,38,1,13,5,2,1,0,10,1,0,0,6,0,2022
7,Caden Rose,So,OF,15,14,5,42,13,2,0,15,0,4,3,2,1,1,12,1,0,1,1,0,2022
24,Eric Foggo,Sr,INF,12,8,6,32,9,1,0,19,3,4,3,0,0,0,9,0,0,0,0,0,2022
1,Will Hodo,Fr,INF,12,5,2,19,4,1,0,5,0,0,2,0,0,0,8,0,0,0,0,0,2022
31,Will Portera,Fr,C,10,3,2,15,3,1,0,4,0,1,1,2,0,1,2,0,0,0,1,0,2022
13,Bryce Eblin,So,INF,10,8,5,26,7,1,0,8,0,3,3,2,0,0,4,1,0,0,1,0,2022
88,Hunter Hoopes,Sr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
12,Hunter Furtado,So,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
11,William Hamiter,Jr,OF,7,7,2,24,7,3,0,10,0,3,3,0,0,0,4,0,0,0,0,0,2022
34,Jacob Mcnairy,Sr,P,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
33,Luke Holman,Fr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
40,Brock Guffey,Sr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
38,Dylan Ray,Fr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
26,Grayson Hitt,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
25,Davis Heller,Jr,INF,5,2,1,9,2,1,0,3,0,1,0,0,0,0,4,1,0,0,0,0,2022
14,Antoine Jean,Jr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
39,Garrett Mcmillan,Jr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
36,Hagan Banks,Fr,P,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
5,Graham Crawford,Jr,C,4,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2022
29,Brayden Gainey,Jr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Camden Hayslip,Fr,OF,4,2,2,9,3,0,0,6,1,2,0,0,0,0,2,0,0,0,0,0,2022
37,Hunter Ruth,Sr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
32,Braylon Myers,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
30,Jake Leger,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
48,Landon Green,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Eli Giles,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
41,Connor Ball,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,Ben Hess,Fr,P,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
19,Trace Moore,Jr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
25,Dillon Roop,Jr,C,16,14,7,50,12,2,0,20,2,8,3,3,1,0,7,4,0,0,0,1,2022
3,Tim Dixon,Sr,OF,16,16,7,55,18,5,3,32,1,12,9,0,1,0,12,0,1,0,3,0,2022
16,Trevor Berkemeyer,Jr,INF,16,16,6,60,13,2,0,15,0,6,3,0,1,0,16,1,0,0,1,0,2022
39,Jared Tribett,Jr,lf,15,12,8,33,9,3,0,21,3,8,6,1,0,0,15,0,3,0,2,0,2022
10,Chandler Stocking,So,ss,15,15,6,53,8,1,0,9,0,6,9,1,0,1,13,1,3,0,5,0,2022
6,Damian Thomas,Sr,3b,15,10,1,28,3,0,1,5,0,3,6,0,0,1,13,1,2,2,2,0,2022
2,Teddy Bridges,Sr,OF,14,10,4,39,10,1,0,11,0,2,3,0,0,0,10,0,1,0,3,0,2022
11,Cj Mervilus,Jr,INF,12,11,4,30,6,1,0,7,0,0,3,0,0,1,13,0,0,0,2,0,2022
7,Jalen Ford,So,INF,12,12,5,35,8,0,0,8,0,3,7,0,0,1,12,0,2,0,4,0,2022
21,Janmikell Bastardo,So,OF,11,8,7,23,7,0,1,15,2,5,2,0,0,0,9,0,0,0,2,0,2022
1,Daniel Wright,Sr,rf,11,6,6,20,4,0,0,4,0,3,4,6,0,1,7,0,2,0,5,0,2022
24,Jason Marono,So,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
31,Devin Tonkins,Fr,ph,8,3,3,11,3,0,0,3,0,0,4,0,0,0,4,0,1,0,2,0,2022
27,Kylan Duncan,Fr,2b,8,4,4,15,5,1,1,8,0,2,1,0,0,0,6,0,1,0,1,0,2022
34,Zach Malone,Fr,3b,7,3,2,12,2,0,0,2,0,0,1,0,0,0,8,0,0,0,2,0,2022
21,Avery Seaton,Fr,p,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
8,Jason Garcia,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
38,Josue Torres-Santos,Sr,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
19,Tyler Campbell,So,OF,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
26,Evan Crenshaw,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
36,Dustin Hernandez,Jr,p,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
17,Khari Caver,Jr,P,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
5,Jose Figueroa,Sr,P,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
12,Brycen Hammonds,Fr,ph,4,2,2,9,4,1,0,5,0,2,1,0,0,1,0,1,0,0,3,0,2022
22,Josue Espaillat-Garcia,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
40,Brett Parker,Fr,p,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
13,Malachi Gilbert,Fr,ph/ss,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2022
28,Noah Whitted,Sr,p,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,Alden Moore,So,UT,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
9,Dylan Hall,So,C,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Brandon Edwards,Fr,ph,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
5,Hunter May,Sr,C,20,20,21,68,24,9,0,45,4,19,17,1,0,1,24,1,1,0,0,1,2022
6,Chris Lewis,Sr,1B,20,20,18,80,25,0,0,25,0,13,7,3,2,0,13,2,1,1,4,0,2022
14,Cristopher Deguzman,Sr,SS,20,20,18,77,23,5,0,28,0,14,8,4,0,1,12,0,2,0,5,0,2022
10,Corey King,So,INF,20,20,20,81,31,3,1,51,5,22,7,3,2,2,10,2,1,0,0,0,2022
25,Trenton Jamison,Jr,OF,20,20,16,79,16,2,0,21,1,9,5,4,1,0,21,4,1,2,1,0,2022
24,Christian Lopez,So,3B,17,13,6,45,15,2,0,17,0,11,4,2,1,2,13,0,0,0,0,0,2022
21,Angel Jimenez,Jr,OF,17,15,18,52,22,6,0,37,3,21,10,4,2,0,16,0,0,0,0,0,2022
2,Ian Matos,Jr,OF,16,15,13,54,17,1,0,18,0,8,12,2,0,0,10,2,1,0,1,0,2022
1,Jabronski Williams,Sr,OF,16,14,9,50,6,1,0,7,0,1,10,1,0,1,17,1,0,0,3,0,2022
3,Dilan Espinal,Sr,INF,15,13,6,40,13,5,0,18,0,7,9,1,1,0,8,0,0,1,4,0,2022
15,Kerrigan Edmondson,So,OF,11,4,3,17,3,0,0,3,0,3,2,2,0,0,5,0,0,0,0,0,2022
33,Payton Harris,Sr,P,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
9,Jayden Sloan,So,2B,9,6,1,23,2,0,0,2,0,0,0,0,0,1,10,1,0,0,0,0,2022
8,Kyler Mcintosh,Fr,UT,9,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
28,Luis Rodriguez,So,P,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022
19,Ali Lapread,Jr,OF,6,0,1,6,1,0,0,1,0,2,0,0,0,0,3,0,1,0,0,0,2022
7,Austin King,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Omar Melendez,Fr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
30,Breon Pooler,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
23,Osvaldo Mendez,Jr,P,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
16,Hunter Lopacki,Fr,C,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022
32,Adiel Melendez,So,P,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
50,Nate Palmer,Jr,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
13,Kevin Matos,Fr,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
38,Jeremy Rivera,Jr,P,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
12,Kenny Allred,Sr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
26,Fred Stewart,Sr,C,3,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2022
20,Ricardo Rivera,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
29,Ct Dodd,Sr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
37,Shadai Colon,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
35,Xavier Williams,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Dale Francis,So,OF,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
21,Caleb Floyd,Sr,OF,17,17,10,72,25,4,0,35,2,13,3,1,0,0,12,2,1,0,5,0,2022
18,Josh Sears,Sr,INF,17,17,15,63,20,5,0,40,5,23,10,3,2,0,15,1,1,0,0,1,2022
2,John Marc Mullins,Jr,INF,17,17,22,66,25,5,1,38,2,9,12,3,1,1,12,0,1,1,3,1,2022
10,Matthew Golda,Sr,INF,17,17,11,59,14,1,1,20,1,9,10,3,1,0,12,2,0,0,1,0,2022
19,Christian Hall,Jr,OF,17,14,11,56,23,2,2,38,3,16,6,1,2,0,10,2,0,0,0,0,2022
1,Darryl Buggs,So,OF,17,16,10,56,14,2,0,19,1,13,6,1,0,1,10,3,1,2,3,0,2022
50,Brandon Willoughby,Jr,INF,16,16,9,50,15,2,0,23,2,8,10,2,0,0,7,0,1,0,0,0,2022
6,Peyton Puckett,So,INF,16,14,8,43,10,1,0,11,0,5,11,1,0,0,13,1,0,0,3,0,2022
11,Henry Hunter,Fr,C,14,13,12,42,13,0,1,24,3,6,11,1,0,0,13,1,0,0,5,0,2022
16,Gavin Lewis Jr.,Fr,INF,9,0,1,8,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2022
4,Tyler Waugh,Fr,C,9,3,3,14,4,0,0,4,0,1,2,0,0,0,4,1,0,0,0,0,2022
28,Joseph Kiel,Jr,C,7,5,5,10,3,0,0,3,0,0,7,2,0,3,3,0,1,0,0,0,2022
30,Jc Sewell,Jr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
35,Dalton Skinner,Jr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
34,Carson Myers,Fr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
29,Jonah Smith,So,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
14,Thomas Ballard,Fr,P,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
8,Brady Greene,Sr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
13,Logan Braunschweig,Fr,INF,5,0,1,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2022
36,Tyler O'Clair,Jr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Carson Knight,So,P,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
24,Aidan Moza,Fr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
31,Jackson Reynolds,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Collin Taylor,Sr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
26,Andrew Roberts,So,UT,4,3,1,6,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2022
33,Brooks Walton,Jr,P,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
0,Jake Rivers,Fr,INF,4,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2022
5,Leo Harris,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
39,Nick Wright,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
20,Zaylen Perry,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
12,Blaine Smith,Sr,UT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022
17,Austin Stump,Sr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
15,Ranard Grace,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
15,Carson Dunkel,Jr,C,17,16,15,57,15,2,2,27,2,14,17,2,0,0,19,0,0,0,3,0,2022
38,Jason Bottari,Jr,OF,17,17,19,69,22,5,0,33,2,17,12,1,1,0,3,0,2,0,17,0,2022
25,Will Feil,Jr,INF,17,17,18,72,23,4,0,39,4,16,11,3,1,0,27,1,0,0,0,0,2022
19,Brad Malm,Sr,INF,17,17,27,75,31,6,1,72,11,25,10,2,1,0,11,0,0,0,1,3,2022
12,Johnny Marti,Sr,INF,17,17,10,72,19,9,0,31,1,12,6,5,1,1,14,1,0,1,0,0,2022
16,Will Binder,So,INF,15,15,9,61,21,3,0,27,1,16,1,2,2,0,10,0,1,1,0,0,2022
11,John Daly,Sr,OF,15,15,14,62,17,4,0,24,1,10,5,3,2,0,19,1,0,0,2,0,2022
20,Michael Whalen,Sr,OF,11,8,11,36,12,1,0,16,1,6,4,2,0,0,11,0,1,0,0,0,2022
