date,field,runs_scored,runs_allowed,opponent,run_difference
2021-05-22,@South Carolina,5,4,South Carolina,1
2021-05-26,@Tennessee,2,3,Alabama,-1
2021-05-27,@Tennessee,12,2,Mississippi State,10
2021-05-28,@Alabama,11,0,Alabama,11
2021-05-29,@Florida,4,0,Florida,4
2021-05-30,@Tennessee,2,7,Arkansas,-5
2021-06-04,@Tennessee,9,8,Wright State,1
2021-06-05,@Liberty,9,3,Liberty,6
2021-06-06,@Tennessee,3,1,Liberty,2
2021-06-12,@Tennessee,4,2,Louisiana State,2
2021-06-13,@Louisiana State,15,6,Louisiana State,9
2021-06-20,@Tennessee,0,6,Virginia,-6
2021-06-22,@Texas,4,8,Texas,-4
2021-02-20,@Tennessee Tech,5,3,Alabama State,2
2021-02-20,@Southern Illinois,3,4,Southern Illinois,-1
2021-02-21,@Jacksonville State,5,4,Jacksonville State,1
2021-02-27,@Kent State,1,6,Kent State,-5
2021-02-27,@Kent State,5,17,Kent State,-12
2021-02-28,@Kent State,1,8,Kent State,-7
2021-03-02,@Tennessee Tech,7,2,North Alabama,5
2021-03-13,@Austin Peay State,13,6,Austin Peay State,7
2021-03-14,@Austin Peay State,2,6,Austin Peay State,-4
2021-03-14,@Austin Peay State,12,0,Austin Peay State,12
2021-03-16,@North Alabama,18,4,North Alabama,14
2021-03-20,@Tennessee Tech,6,18,Eastern Illinois,-12
2021-03-20,@Tennessee Tech,9,8,Eastern Illinois,1
2021-03-21,@Tennessee Tech,9,1,Eastern Illinois,8
2021-03-23,@Tennessee Tech,11,4,Belmont,7
2021-03-26,@Jacksonville State,3,8,Jacksonville State,-5
2021-03-27,@Jacksonville State,0,8,Jacksonville State,-8
2021-03-27,@Jacksonville State,0,5,Jacksonville State,-5
2021-03-30,@Vanderbilt,5,12,Vanderbilt,-7
2021-04-01,@Tennessee Tech,2,4,Murray State,-2
2021-04-02,@Tennessee Tech,2,7,Murray State,-5
2021-04-02,@Tennessee Tech,5,4,Murray State,1
2021-04-10,@College of Charleston,6,9,College of Charleston,-3
2021-04-10,@College of Charleston,5,4,College of Charleston,1
2021-04-11,@College of Charleston,0,8,College of Charleston,-8
2021-04-16,@Southeast Missouri State,3,7,Southeast Missouri State,-4
2021-04-17,@Southeast Missouri State,2,7,Southeast Missouri State,-5
2021-04-17,@Southeast Missouri State,9,1,Southeast Missouri State,8
2021-04-20,@Tennessee,2,3,Tennessee,-1
2021-04-24,@Tennessee Tech,9,7,Belmont,2
2021-04-25,@Tennessee Tech,7,9,Belmont,-2
2021-04-25,@Tennessee Tech,8,9,Belmont,-1
2021-04-27,@Belmont,7,6,Belmont,1
2021-04-30,@Eastern Kentucky,5,10,Eastern Kentucky,-5
2021-05-01,@Eastern Kentucky,16,3,Eastern Kentucky,13
2021-05-01,@Eastern Kentucky,3,9,Eastern Kentucky,-6
2021-05-07,@Tennessee Tech,3,2,Morehead State,1
2021-05-08,@Tennessee Tech,8,7,Morehead State,1
2021-05-08,@Tennessee Tech,4,3,Morehead State,1
2021-05-11,@Tennessee,8,10,Tennessee,-2
2021-05-14,@Tennessee-Martin,8,9,Tennessee-Martin,-1
2021-05-15,@Tennessee-Martin,15,9,Tennessee-Martin,6
2021-05-15,@Tennessee-Martin,4,7,Tennessee-Martin,-3
2021-05-18,@Kentucky,4,8,Kentucky,-4
2021-05-20,@Tennessee Tech,9,4,Southern Illinois-Edwardsville,5
2021-05-21,@Tennessee Tech,12,7,Southern Illinois-Edwardsville,5
2021-05-21,@Tennessee Tech,13,12,Southern Illinois-Edwardsville,1
2021-02-19,@Samford,3,5,Samford,-2
2021-02-20,@Samford,4,5,Samford,-1
2021-02-21,@Samford,1,3,Samford,-2
2021-02-24,@Alabama,9,4,Alabama,5
2021-02-27,@Arkansas State,21,5,Arkansas State,16
2021-02-27,@Arkansas State,8,5,Arkansas State,3
2021-03-05,@Southern Illinois,7,14,Southern Illinois,-7
2021-03-06,@Southern Illinois,4,8,Southern Illinois,-4
2021-03-07,@Southern Illinois,3,8,Southern Illinois,-5
2021-03-09,@North Alabama,5,1,North Alabama,4
2021-03-11,@Tennessee-Martin,9,6,Belmont,3
2021-03-12,@Tennessee-Martin,0,8,Belmont,-8
2021-03-12,@Tennessee-Martin,10,5,Belmont,5
2021-03-20,@Eastern Kentucky,1,6,Eastern Kentucky,-5
2021-03-20,@Eastern Kentucky,7,3,Eastern Kentucky,4
2021-03-21,@Eastern Kentucky,2,3,Eastern Kentucky,-1
2021-03-27,@Grambling State,18,4,Grambling State,14
2021-03-28,@Grambling State,2,5,Grambling State,-3
2021-03-28,@Grambling State,6,5,Grambling State,1
2021-03-30,@Belmont,8,9,Belmont,-1
2021-04-01,@Nicholls State,1,2,Nicholls State,-1
2021-04-02,@Nicholls State,0,7,Nicholls State,-7
2021-04-03,@Nicholls State,2,0,Nicholls State,2
2021-04-06,@Vanderbilt,4,5,Vanderbilt,-1
2021-04-09,@Southern Illinois-Edwardsville,6,9,Southern Illinois-Edwardsville,-3
2021-04-09,@Southern Illinois-Edwardsville,7,8,Southern Illinois-Edwardsville,-1
2021-04-10,@Southern Illinois-Edwardsville,14,5,Southern Illinois-Edwardsville,9
2021-04-13,@Tennessee-Martin,1,8,Southeast Missouri State,-7
2021-04-16,@Tennessee-Martin,1,8,Austin Peay State,-7
2021-04-17,@Tennessee-Martin,1,0,Austin Peay State,1
2021-04-17,@Tennessee-Martin,6,10,Austin Peay State,-4
2021-04-22,@Eastern Illinois,5,1,Eastern Illinois,4
2021-04-23,@Eastern Illinois,5,2,Eastern Illinois,3
2021-04-23,@Eastern Illinois,0,7,Eastern Illinois,-7
2021-04-27,@Arkansas-Pine Bluff,3,2,Arkansas-Pine Bluff,1
2021-04-30,@Tennessee-Martin,1,6,Jacksonville State,-5
2021-05-01,@Tennessee-Martin,4,14,Jacksonville State,-10
2021-05-01,@Tennessee-Martin,8,12,Jacksonville State,-4
2021-05-07,@Murray State,5,8,Murray State,-3
2021-05-07,@Murray State,0,11,Murray State,-11
2021-05-08,@Murray State,4,6,Murray State,-2
2021-05-14,@Tennessee-Martin,9,8,Tennessee Tech,1
2021-05-15,@Tennessee-Martin,9,15,Tennessee Tech,-6
2021-05-15,@Tennessee-Martin,7,4,Tennessee Tech,3
2021-05-18,@Mississippi,9,7,Mississippi,2
2021-05-20,@Southeast Missouri State,2,6,Southeast Missouri State,-4
2021-05-21,@Southeast Missouri State,9,2,Southeast Missouri State,7
2021-05-21,@Southeast Missouri State,2,3,Southeast Missouri State,-1
2021-02-20,@Texas,3,8,Mississippi State,-5
2021-02-21,@Arkansas,0,4,Arkansas,-4
2021-02-22,@Texas,1,8,Mississippi,-7
2021-02-24,@Texas,3,1,Brigham Young,2
2021-02-25,@Texas,12,6,Brigham Young,6
2021-02-26,@Texas,11,1,Brigham Young,10
2021-02-27,@Texas,4,5,Brigham Young,-1
2021-03-02,@Texas,12,1,Texas A&M-Corpus Christi,11
2021-03-03,@Texas State,10,3,Texas State,7
2021-03-05,@Houston,1,0,Houston,1
2021-03-06,@Houston,2,3,Houston,-1
2021-03-07,@Houston,8,2,Houston,6
2021-03-09,@Texas,15,9,Sam Houston State,6
2021-03-12,@Texas,4,1,South Carolina,3
2021-03-13,@Texas,3,0,South Carolina,3
2021-03-14,@Texas,8,5,South Carolina,3
2021-03-16,@Texas,15,2,Texas-Rio Grande Valley,13
2021-03-19,@Baylor,5,3,Baylor,2
2021-03-20,@Baylor,4,3,Baylor,1
2021-03-21,@Baylor,2,11,Baylor,-9
2021-03-23,@Texas,10,1,Incarnate Word,9
2021-03-26,@Texas,4,3,Oklahoma,1
2021-03-27,@Texas,11,6,Oklahoma,5
2021-03-28,@Texas,2,3,Oklahoma,-1
2021-03-30,@Texas A&M,0,2,Texas A&M,-2
2021-04-01,@Kansas,5,2,Kansas,3
2021-04-02,@Kansas,7,0,Kansas,7
2021-04-03,@Kansas,11,2,Kansas,9
2021-04-06,@Texas,14,4,Texas A&M-Corpus Christi,10
2021-04-07,@Texas,9,1,Stephen F. Austin State,8
2021-04-09,@Texas,13,6,Kansas State,7
2021-04-10,@Texas,15,1,Kansas State,14
2021-04-11,@Texas,9,2,Kansas State,7
2021-04-13,@Texas,4,3,Nevada,1
2021-04-14,@Texas,6,5,Nevada,1
2021-04-16,@Texas,18,0,Abilene Christian,18
2021-04-17,@Texas,3,1,Abilene Christian,2
2021-04-18,@Texas,11,1,Abilene Christian,10
2021-04-20,@Texas State,5,1,Texas State,4
2021-04-24,@Oklahoma State,4,3,Oklahoma State,1
2021-04-24,@Oklahoma State,5,2,Oklahoma State,3
2021-04-25,@Oklahoma State,3,7,Oklahoma State,-4
2021-04-27,@Texas,5,3,Incarnate Word,2
2021-04-30,@Texas,3,6,Texas Tech,-3
2021-05-02,@Texas,3,5,Texas Tech,-2
2021-05-02,@Texas,11,3,Texas Tech,8
2021-05-04,@Texas,4,1,Texas State,3
2021-05-07,@Texas Christian,5,4,Texas Christian,1
2021-05-08,@Texas Christian,1,2,Texas Christian,-1
2021-05-09,@Texas Christian,9,3,Texas Christian,6
2021-05-20,@Texas,4,5,West Virginia,-1
2021-05-21,@Texas,14,3,West Virginia,11
2021-05-22,@Texas,12,2,West Virginia,10
2021-05-26,@Texas,1,5,West Virginia,-4
2021-05-27,@Texas,4,1,Oklahoma,3
2021-05-28,@Texas,3,2,West Virginia,1
2021-05-29,@Texas,4,5,Oklahoma State,-1
2021-06-04,@Texas,11,0,Southern,11
2021-06-05,@Texas,10,3,Arizona State,7
2021-06-06,@Fairfield,12,2,Fairfield,10
2021-06-12,@Texas,4,3,South Florida,1
2021-06-13,@South Florida,12,4,South Florida,8
2021-06-20,@Texas,1,2,Mississippi State,-1
2021-06-22,@Texas,8,4,Tennessee,4
2021-06-24,@Virginia,6,2,Virginia,4
2021-06-25,@Mississippi State,8,5,Mississippi State,3
2021-06-26,@Mississippi State,3,4,Mississippi State,-1
2021-02-20,@Texas A&M,0,2,Xavier,-2
2021-02-20,@Texas A&M,6,10,Xavier,-4
2021-02-21,@Texas A&M,15,0,Xavier,15
2021-02-23,@Texas A&M,5,6,Abilene Christian,-1
2021-02-24,@Texas A&M,8,7,Tarleton State,1
2021-02-26,@Baylor,12,4,Baylor,8
2021-02-27,@Texas A&M,8,1,Oklahoma,7
2021-02-28,@Texas A&M,1,6,Auburn,-5
2021-03-02,@Texas A&M,4,0,Houston Baptist,4
2021-03-03,@Texas A&M,6,4,Incarnate Word,2
2021-03-05,@Texas A&M,4,1,New Mexico State,3
2021-03-06,@Texas A&M,5,0,New Mexico State,5
2021-03-07,@Texas A&M,7,1,New Mexico State,6
2021-03-09,@Texas A&M,7,0,Texas A&M-Corpus Christi,7
2021-03-10,@Texas A&M,22,2,Prairie View A&M,20
2021-03-12,@Texas A&M,10,1,Samford,9
2021-03-13,@Texas A&M,21,4,Samford,17
2021-03-13,@Texas A&M,5,2,Samford,3
2021-03-16,@Houston,9,4,Houston,5
2021-03-18,@Florida,4,13,Florida,-9
2021-03-19,@Florida,1,3,Florida,-2
2021-03-20,@Florida,4,8,Florida,-4
2021-03-23,@Texas A&M,1,2,Rice,-1
2021-03-26,@Texas A&M,6,3,Georgia,3
2021-03-27,@Texas A&M,7,6,Georgia,1
2021-03-28,@Texas A&M,4,6,Georgia,-2
2021-03-30,@Texas A&M,2,0,Texas,2
2021-04-01,@Missouri,16,2,Missouri,14
2021-04-02,@Missouri,2,8,Missouri,-6
2021-04-03,@Missouri,3,7,Missouri,-4
2021-04-06,@Sam Houston State,6,8,Sam Houston State,-2
2021-04-09,@Texas A&M,3,5,Alabama,-2
2021-04-10,@Texas A&M,3,6,Alabama,-3
2021-04-11,@Texas A&M,4,7,Alabama,-3
2021-04-13,@Texas State,8,4,Texas State,4
2021-04-17,@Arkansas,1,2,Arkansas,-1
2021-04-17,@Arkansas,0,13,Arkansas,-13
2021-04-18,@Arkansas,11,10,Arkansas,1
2021-04-20,@Texas A&M,9,4,Texas Southern,5
2021-04-24,@Texas A&M,1,6,Tennessee,-5
2021-04-24,@Texas A&M,6,5,Tennessee,1
2021-04-25,@Texas A&M,7,20,Tennessee,-13
2021-04-27,@Texas A&M,4,0,Texas State,4
2021-04-30,@Mississippi State,7,8,Mississippi State,-1
2021-05-01,@Mississippi State,2,3,Mississippi State,-1
2021-05-01,@Mississippi State,5,10,Mississippi State,-5
2021-05-04,@Texas-Arlington,8,4,Texas-Arlington,4
2021-05-07,@Texas A&M,9,8,Mississippi,1
2021-05-08,@Texas A&M,7,12,Mississippi,-5
2021-05-09,@Texas A&M,6,5,Mississippi,1
2021-05-14,@Auburn,4,5,Auburn,-1
2021-05-15,@Auburn,11,9,Auburn,2
2021-05-16,@Auburn,5,8,Auburn,-3
2021-05-20,@Texas A&M,2,1,Louisiana State,1
2021-05-21,@Texas A&M,6,12,Louisiana State,-6
2021-05-22,@Texas A&M,2,8,Louisiana State,-6
2021-02-21,@Texas A&M-Corpus Christi,4,3,Central Michigan,1
2021-02-21,@Texas A&M-Corpus Christi,5,1,Central Michigan,4
2021-02-22,@Texas A&M-Corpus Christi,6,3,Central Michigan,3
2021-02-23,@Houston,8,12,Houston,-4
2021-02-26,@Texas A&M-Corpus Christi,3,2,Houston,1
2021-02-27,@Texas A&M-Corpus Christi,1,14,Houston,-13
2021-02-28,@Texas A&M-Corpus Christi,3,4,Houston,-1
2021-03-02,@Texas,1,12,Texas,-11
2021-03-05,@Texas Christian,5,15,Texas Christian,-10
2021-03-06,@Texas A&M-Corpus Christi,5,16,Rice,-11
2021-03-07,@Texas Tech,3,4,Texas Tech,-1
2021-03-09,@Texas A&M,0,7,Texas A&M,-7
2021-03-12,@McNeese State,2,4,McNeese State,-2
2021-03-13,@McNeese State,8,9,McNeese State,-1
2021-03-14,@McNeese State,7,12,McNeese State,-5
2021-03-19,@Texas A&M-Corpus Christi,5,11,Texas-San Antonio,-6
2021-03-20,@Texas A&M-Corpus Christi,4,7,Texas-San Antonio,-3
2021-03-21,@Texas A&M-Corpus Christi,1,10,Texas-San Antonio,-9
2021-03-26,@Sam Houston State,2,13,Sam Houston State,-11
2021-03-27,@Sam Houston State,12,6,Sam Houston State,6
2021-03-27,@Sam Houston State,4,9,Sam Houston State,-5
2021-03-28,@Sam Houston State,6,7,Sam Houston State,-1
2021-04-01,@Texas A&M-Corpus Christi,4,5,New Orleans,-1
2021-04-02,@Texas A&M-Corpus Christi,6,4,New Orleans,2
2021-04-02,@Texas A&M-Corpus Christi,6,7,New Orleans,-1
2021-04-03,@Texas A&M-Corpus Christi,4,6,New Orleans,-2
2021-04-06,@Texas,4,14,Texas,-10
2021-04-09,@Nicholls State,5,1,Nicholls State,4
2021-04-09,@Nicholls State,7,3,Nicholls State,4
2021-04-10,@Nicholls State,0,1,Nicholls State,-1
2021-04-11,@Nicholls State,12,2,Nicholls State,10
2021-04-16,@Texas A&M-Corpus Christi,7,4,Central Arkansas,3
2021-04-17,@Texas A&M-Corpus Christi,2,1,Central Arkansas,1
2021-04-18,@Texas A&M-Corpus Christi,5,1,Central Arkansas,4
2021-04-18,@Texas A&M-Corpus Christi,10,4,Central Arkansas,6
2021-04-20,@Texas-Rio Grande Valley,4,14,Texas-Rio Grande Valley,-10
2021-04-23,@Texas A&M-Corpus Christi,13,6,Houston Baptist,7
2021-04-24,@Texas A&M-Corpus Christi,4,0,Houston Baptist,4
2021-04-24,@Texas A&M-Corpus Christi,2,3,Houston Baptist,-1
2021-04-25,@Texas A&M-Corpus Christi,9,8,Houston Baptist,1
2021-04-30,@Lamar,6,0,Lamar,6
2021-04-30,@Lamar,11,7,Lamar,4
2021-05-01,@Lamar,3,7,Lamar,-4
2021-05-02,@Lamar,3,6,Lamar,-3
2021-05-07,@Texas A&M-Corpus Christi,5,1,Stephen F. Austin State,4
2021-05-08,@Texas A&M-Corpus Christi,10,2,Stephen F. Austin State,8
2021-05-08,@Texas A&M-Corpus Christi,5,2,Stephen F. Austin State,3
2021-05-09,@Texas A&M-Corpus Christi,3,5,Stephen F. Austin State,-2
2021-05-14,@Texas A&M-Corpus Christi,2,1,Southeastern Louisiana,1
2021-05-14,@Texas A&M-Corpus Christi,4,3,Southeastern Louisiana,1
2021-05-15,@Texas A&M-Corpus Christi,10,6,Southeastern Louisiana,4
2021-05-26,@Texas A&M-Corpus Christi,4,3,Sam Houston State,1
2021-05-27,@Abilene Christian,3,4,Abilene Christian,-1
2021-05-28,@Texas A&M-Corpus Christi,2,14,Sam Houston State,-12
2021-02-20,@Texas Christian,3,7,Mississippi,-4
2021-02-21,@Mississippi State,3,2,Mississippi State,1
2021-02-22,@Texas Christian,1,4,Arkansas,-3
2021-02-23,@Texas Christian,20,0,Texas Southern,20
2021-02-26,@Texas Christian,4,1,Liberty,3
2021-02-27,@Texas Christian,12,2,Liberty,10
2021-02-27,@Texas Christian,9,2,Liberty,7
2021-03-02,@Texas Christian,9,3,Stephen F. Austin State,6
2021-03-05,@Texas Christian,15,5,Texas A&M-Corpus Christi,10
2021-03-06,@Texas Christian,10,0,Texas State,10
2021-03-07,@Sam Houston State,5,6,Sam Houston State,-1
2021-03-09,@Texas State,1,11,Texas State,-10
2021-03-10,@Texas-San Antonio,6,3,Texas-San Antonio,3
2021-03-12,@Texas Christian,8,13,Gonzaga,-5
2021-03-13,@Texas Christian,7,1,Gonzaga,6
2021-03-14,@Texas Christian,7,10,Gonzaga,-3
2021-03-16,@Texas Christian,20,2,Arkansas-Pine Bluff,18
2021-03-19,@Louisiana-Lafayette,2,7,Louisiana-Lafayette,-5
2021-03-20,@Louisiana-Lafayette,13,4,Louisiana-Lafayette,9
2021-03-21,@Louisiana-Lafayette,5,1,Louisiana-Lafayette,4
2021-03-26,@Texas Christian,3,1,Baylor,2
2021-03-27,@Texas Christian,11,2,Baylor,9
2021-03-28,@Texas Christian,10,1,Baylor,9
2021-03-30,@Texas-Arlington,5,3,Texas-Arlington,2
2021-04-02,@Oklahoma,11,7,Oklahoma,4
2021-04-03,@Oklahoma,17,6,Oklahoma,11
2021-04-04,@Oklahoma,7,3,Oklahoma,4
2021-04-06,@Tarleton State,13,9,Tarleton State,4
2021-04-09,@Texas Tech,7,3,Texas Tech,4
2021-04-10,@Texas Tech,5,6,Texas Tech,-1
2021-04-11,@Texas Tech,7,17,Texas Tech,-10
2021-04-13,@Texas Christian,10,2,Tarleton State,8
2021-04-16,@Texas Christian,9,8,Oklahoma State,1
2021-04-17,@Texas Christian,8,7,Oklahoma State,1
2021-04-18,@Texas Christian,12,6,Oklahoma State,6
2021-04-20,@Texas Christian,9,1,Texas-Arlington,8
2021-04-23,@Texas Christian,15,1,Kansas,14
2021-04-24,@Texas Christian,10,3,Kansas,7
2021-04-25,@Texas Christian,1,2,Kansas,-1
2021-04-27,@Texas-Arlington,8,3,Texas-Arlington,5
2021-04-30,@West Virginia,8,2,West Virginia,6
2021-05-01,@West Virginia,5,3,West Virginia,2
2021-05-02,@West Virginia,9,1,West Virginia,8
2021-05-07,@Texas Christian,4,5,Texas,-1
2021-05-08,@Texas Christian,2,1,Texas,1
2021-05-09,@Texas Christian,3,9,Texas,-6
2021-05-14,@Texas Christian,3,4,Louisiana-Monroe,-1
2021-05-15,@Texas Christian,6,4,Louisiana-Monroe,2
2021-05-15,@Texas Christian,9,13,Louisiana-Monroe,-4
2021-05-20,@Kansas State,2,4,Kansas State,-2
2021-05-21,@Kansas State,8,6,Kansas State,2
2021-05-22,@Kansas State,8,11,Kansas State,-3
2021-05-26,@Texas Christian,7,6,Kansas State,1
2021-05-28,@Texas Christian,7,2,Texas Tech,5
2021-05-29,@Texas Christian,2,5,Kansas State,-3
2021-05-29,@Texas Christian,17,7,Kansas State,10
2021-05-30,@Texas Christian,10,7,Oklahoma State,3
2021-06-04,@Texas Christian,12,4,McNeese State,8
2021-06-05,@Dallas Baptist,6,8,Dallas Baptist,-2
2021-06-06,@Texas Christian,2,3,Oregon State,-1
2021-02-20,@Houston,4,10,Houston,-6
2021-02-20,@Houston,1,6,Houston,-5
2021-02-21,@Houston,4,14,Houston,-10
2021-02-23,@Texas Christian,0,20,Texas Christian,-20
2021-02-26,@Incarnate Word,1,12,Incarnate Word,-11
2021-02-27,@Incarnate Word,6,16,Incarnate Word,-10
2021-02-28,@Incarnate Word,5,13,Incarnate Word,-8
2021-03-02,@Texas Tech,2,14,Texas Tech,-12
2021-03-03,@Texas Tech,0,15,Texas Tech,-15
2021-03-05,@Texas Southern,3,2,Prairie View A&M,1
2021-03-06,@Texas Southern,9,3,Prairie View A&M,6
2021-03-07,@Texas Southern,7,2,Prairie View A&M,5
2021-03-09,@Louisiana State,4,10,Louisiana State,-6
2021-03-12,@Texas Southern,11,1,Arkansas-Pine Bluff,10
2021-03-13,@Texas Southern,10,14,Arkansas-Pine Bluff,-4
2021-03-13,@Texas Southern,3,14,Arkansas-Pine Bluff,-11
2021-03-16,@Tulane,6,12,Tulane,-6
2021-03-19,@Grambling State,4,5,Grambling State,-1
2021-03-20,@Grambling State,3,4,Grambling State,-1
2021-03-21,@Grambling State,13,14,Grambling State,-1
2021-03-23,@Texas Southern,10,8,Jarvis Christian,2
2021-04-01,@Texas Southern,7,2,Southern,5
2021-04-02,@Texas Southern,3,5,Southern,-2
2021-04-03,@Texas Southern,8,6,Southern,2
2021-04-06,@Kansas,1,8,Kansas,-7
2021-04-06,@Kansas,0,8,Kansas,-8
2021-04-09,@Prairie View A&M,6,4,Prairie View A&M,2
2021-04-10,@Prairie View A&M,2,4,Prairie View A&M,-2
2021-04-11,@Prairie View A&M,14,4,Prairie View A&M,10
2021-04-14,@Oklahoma,1,5,Oklahoma,-4
2021-04-14,@Oklahoma,0,6,Oklahoma,-6
2021-04-17,@Arkansas-Pine Bluff,11,2,Arkansas-Pine Bluff,9
2021-04-17,@Arkansas-Pine Bluff,2,3,Arkansas-Pine Bluff,-1
2021-04-18,@Arkansas-Pine Bluff,5,6,Arkansas-Pine Bluff,-1
2021-04-20,@Texas A&M,4,9,Texas A&M,-5
2021-04-24,@Texas Southern,1,10,Grambling State,-9
2021-04-25,@Texas Southern,8,16,Grambling State,-8
2021-04-26,@Texas Southern,7,10,Grambling State,-3
2021-04-30,@Kansas State,4,16,Kansas State,-12
2021-05-01,@Kansas State,6,15,Kansas State,-9
2021-05-02,@Kansas State,1,16,Kansas State,-15
2021-05-07,@Southern,5,7,Southern,-2
2021-05-08,@Southern,14,10,Southern,4
2021-05-09,@Southern,9,12,Southern,-3
2021-05-19,@Jackson State,4,7,Jackson State,-3
2021-05-20,@Alabama A&M,12,7,Alabama A&M,5
2021-05-21,@Grambling State,2,5,Grambling State,-3
2021-02-20,@Texas State,5,4,Brigham Young,1
2021-02-20,@Texas State,4,9,Brigham Young,-5
2021-02-22,@Texas State,11,6,Brigham Young,5
2021-02-23,@Texas State,6,7,Brigham Young,-1
2021-02-24,@Texas State,5,4,Sam Houston State,1
2021-02-27,@Sacramento State,4,8,Sacramento State,-4
2021-02-27,@Sacramento State,4,5,Sacramento State,-1
2021-02-28,@Sacramento State,1,7,Sacramento State,-6
2021-03-02,@Texas State,8,6,New Mexico State,2
2021-03-03,@Texas State,3,10,Texas,-7
2021-03-05,@Texas Tech,4,8,Texas Tech,-4
2021-03-06,@Texas Christian,0,10,Texas Christian,-10
2021-03-07,@Texas State,9,1,Rice,8
2021-03-09,@Texas State,11,1,Texas Christian,10
2021-03-12,@Texas State,3,12,Houston,-9
2021-03-13,@Texas State,15,9,Houston,6
2021-03-14,@Texas State,7,8,Houston,-1
2021-03-17,@Texas State,16,5,Rice,11
2021-03-19,@Arkansas-Little Rock,1,2,Arkansas-Little Rock,-1
2021-03-20,@Arkansas-Little Rock,0,12,Arkansas-Little Rock,-12
2021-03-21,@Arkansas-Little Rock,4,7,Arkansas-Little Rock,-3
2021-03-24,@Texas State,5,2,Oklahoma,3
2021-03-26,@Texas State,5,6,Louisiana-Monroe,-1
2021-03-27,@Texas State,6,5,Louisiana-Monroe,1
2021-03-28,@Texas State,4,1,Louisiana-Monroe,3
2021-03-30,@Baylor,2,4,Baylor,-2
2021-04-01,@Texas State,2,0,Texas-Arlington,2
2021-04-02,@Texas State,3,9,Texas-Arlington,-6
2021-04-03,@Texas State,6,10,Texas-Arlington,-4
2021-04-06,@Texas-Rio Grande Valley,7,4,Texas-Rio Grande Valley,3
2021-04-09,@Troy,4,2,Troy,2
2021-04-10,@Troy,3,1,Troy,2
2021-04-11,@Troy,3,5,Troy,-2
2021-04-13,@Texas State,4,8,Texas A&M,-4
2021-04-16,@Washington,5,10,Washington,-5
2021-04-17,@Washington,3,6,Washington,-3
2021-04-18,@Washington,1,2,Washington,-1
2021-04-20,@Texas State,1,5,Texas,-4
2021-04-23,@Texas State,11,4,Arkansas State,7
2021-04-24,@Texas State,6,5,Arkansas State,1
2021-04-25,@Texas State,1,12,Arkansas State,-11
2021-04-27,@Texas A&M,0,4,Texas A&M,-4
2021-04-30,@Louisiana-Lafayette,9,3,Louisiana-Lafayette,6
2021-05-01,@Louisiana-Lafayette,6,2,Louisiana-Lafayette,4
2021-05-01,@Louisiana-Lafayette,0,9,Louisiana-Lafayette,-9
2021-05-04,@Texas,1,4,Texas,-3
2021-05-07,@Texas State,6,3,South Alabama,3
2021-05-08,@Texas State,13,4,South Alabama,9
2021-05-09,@Texas State,4,9,South Alabama,-5
2021-05-14,@Texas State,4,7,Georgia State,-3
2021-05-14,@Texas State,4,9,Georgia State,-5
2021-05-15,@Texas State,5,7,Georgia State,-2
2021-05-20,@Coastal Carolina,5,10,Coastal Carolina,-5
2021-05-21,@Coastal Carolina,7,8,Coastal Carolina,-1
2021-05-22,@Coastal Carolina,2,12,Coastal Carolina,-10
2021-05-25,@Appalachian State,0,1,Appalachian State,-1
2021-05-26,@Texas State,6,12,Louisiana-Lafayette,-6
2021-02-20,@Texas Tech,9,13,Arkansas,-4
2021-02-21,@Mississippi,4,5,Mississippi,-1
2021-02-22,@Texas Tech,5,11,Mississippi State,-6
2021-02-26,@Texas Tech,18,3,Houston Baptist,15
2021-02-27,@Texas Tech,8,1,Houston Baptist,7
2021-02-28,@Texas Tech,11,2,Houston Baptist,9
2021-03-02,@Texas Tech,14,2,Texas Southern,12
2021-03-03,@Texas Tech,15,0,Texas Southern,15
2021-03-05,@Texas Tech,8,4,Texas State,4
2021-03-06,@Sam Houston State,8,0,Sam Houston State,8
2021-03-07,@Texas Tech,4,3,Texas A&M-Corpus Christi,1
2021-03-09,@Texas Tech,5,4,Gonzaga,1
2021-03-10,@Texas Tech,5,4,Gonzaga,1
2021-03-12,@Texas Tech,4,3,Connecticut,1
2021-03-13,@Texas Tech,10,3,Connecticut,7
2021-03-14,@Texas Tech,15,13,Connecticut,2
2021-03-15,@Texas Tech,9,8,Connecticut,1
2021-03-19,@Texas Tech,0,2,Oklahoma State,-2
2021-03-20,@Texas Tech,4,2,Oklahoma State,2
2021-03-21,@Texas Tech,6,5,Oklahoma State,1
2021-03-26,@Texas Tech,16,6,South Florida,10
2021-03-27,@Texas Tech,8,0,South Florida,8
2021-03-28,@Texas Tech,7,4,South Florida,3
2021-04-01,@Kansas State,17,1,Kansas State,16
2021-04-02,@Kansas State,2,7,Kansas State,-5
2021-04-03,@Kansas State,4,10,Kansas State,-6
2021-04-09,@Texas Tech,3,7,Texas Christian,-4
2021-04-10,@Texas Tech,6,5,Texas Christian,1
2021-04-11,@Texas Tech,17,7,Texas Christian,10
2021-04-13,@Texas Tech,4,3,Stephen F. Austin State,1
2021-04-14,@Texas Tech,7,5,Stephen F. Austin State,2
2021-04-16,@West Virginia,7,2,West Virginia,5
2021-04-17,@West Virginia,5,6,West Virginia,-1
2021-04-18,@West Virginia,10,1,West Virginia,9
