Jersey,name,Yr,pos,GP,GS,App,GS,ERA,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,pickoffs,season
32,Tony Roca,So,P,14,12,14,12,4.52,63.2,0,58,38,32,37,55,0,285,241,14,1,0,4,8,3,0,3,1,2,2,1116,66,62,3,2,0,17,0,2021
50,Darin Kilfoyl,Sr,P,13,0,13,0,2.08,17.1,0,10,6,4,11,12,0,74,60,0,0,2,0,2,2,0,5,2,1,0,292,16,21,0,1,0,1,0,2021
31,Max Mckinley,Jr,P,12,11,12,11,7.42,57.0,0,95,55,47,8,45,0,274,256,13,1,0,9,6,4,0,0,0,1,5,756,52,62,4,6,0,9,0,2021
9,Zach Chappell,Jr,UT,11,2,11,2,9.64,23.1,0,32,28,25,18,25,0,133,99,8,0,0,3,6,11,0,5,4,1,4,517,19,25,1,1,0,7,0,2021
26,Rafael Santos,Sr,P,10,3,10,3,4.82,18.2,0,23,10,10,2,15,0,78,74,2,2,0,1,1,0,0,6,3,0,2,285,14,23,2,2,0,5,1,2021
19,Dominick Madonna,So,P,10,1,10,1,5.52,14.2,0,19,12,9,6,9,0,70,58,3,0,0,1,5,0,0,12,9,2,3,229,18,15,2,2,0,2,0,2021
1,Ryan Jean,Jr,P,10,0,10,0,5.17,15.2,0,19,10,9,8,14,0,75,63,3,0,0,0,3,4,0,9,1,0,0,236,14,16,2,1,0,5,0,2021
21,Dylan Kelley,Jr,P,8,3,8,3,10.47,16.1,0,19,19,19,14,10,0,81,61,1,1,0,5,1,4,0,1,0,0,2,326,18,16,0,1,0,4,0,2021
35,Will Ohme,Jr,P,4,0,4,0,14.73,3.2,0,3,6,6,7,3,0,23,14,0,0,0,1,3,2,0,0,0,0,0,106,6,2,0,0,0,0,0,2021
29,Justin Parrish,So,P,3,0,3,0,18.00,3.0,0,9,6,6,3,1,0,22,16,2,0,0,0,1,2,0,9,9,0,1,75,3,4,0,0,0,1,0,2021
11,Eric Yost,Fr,P,19,0,19,0,4.57,21.2,0,20,12,11,6,17,0,89,78,3,2,0,2,1,2,0,7,0,1,2,301,20,24,1,2,4,0,0,2021
21,Brian Rodriguez,Sr,P,17,1,17,1,1.55,29.0,0,20,5,5,9,24,0,115,104,3,1,0,1,3,0,1,7,2,0,2,407,27,34,3,0,0,10,0,2021
26,Brandon Dufault,Jr,P,16,0,16,0,3.71,17.0,0,19,14,7,10,22,0,87,71,3,0,0,3,1,3,1,1,0,3,0,249,16,14,2,4,5,6,0,2021
34,David Stiehl,Sr,P,15,1,15,1,3.86,23.1,0,24,19,10,16,19,0,112,91,5,0,1,1,1,2,0,11,6,1,2,375,25,23,1,1,2,7,0,2021
9,Owen Langan,So,P,14,0,14,0,9.69,13.0,0,15,14,14,2,19,0,60,55,4,1,0,1,1,2,0,6,1,0,1,188,10,10,0,0,0,4,0,2021
6,Cam Schlittler,Fr,P,13,13,13,13,1.88,76.2,0,58,18,16,20,85,0,311,277,9,0,1,5,4,10,0,0,0,4,0,1078,68,67,8,1,0,29,1,2021
27,Kyle Murphy,Sr,P,13,12,13,12,3.86,65.1,0,48,28,28,15,87,0,266,236,12,2,1,8,5,10,0,2,1,4,1,836,45,61,6,1,0,21,0,2021
2,Rick Burroni,Sr,P,13,0,13,0,1.32,13.2,0,15,2,2,1,9,0,55,51,2,0,0,0,2,3,0,3,1,0,0,182,14,13,0,0,0,5,0,2021
32,James Quinlivin,Fr,P,12,0,12,0,1.38,13.0,0,7,3,2,5,7,0,49,42,0,0,0,0,1,2,0,5,2,0,0,141,20,7,2,0,0,2,0,2021
46,Wyatt Scotti,Fr,P,12,9,12,9,2.82,51.0,0,39,17,16,10,39,0,204,182,6,1,1,1,5,8,0,0,0,1,3,763,56,48,4,2,0,9,1,2021
13,Sebastian Keane,Fr,P,12,12,12,12,4.09,70.1,1,64,34,32,20,73,1,299,264,8,0,0,7,2,9,0,0,0,4,1,921,78,53,6,1,0,19,0,2021
14,Thomas Balboni,Fr,P,10,0,10,0,1.86,9.2,0,6,2,2,4,9,0,41,33,1,0,0,0,2,3,0,2,2,0,1,133,11,9,1,0,0,1,0,2021
37,Jake Gigliotti,Fr,P,9,0,9,0,4.50,8.0,0,10,4,4,6,3,0,41,33,2,0,0,0,0,2,0,4,2,0,0,126,8,12,2,0,1,0,0,2021
23,Henry Ennen,Jr,P,5,0,5,0,0.00,4.2,0,0,0,0,0,4,0,14,13,0,0,0,0,0,1,0,0,0,0,0,47,2,7,0,0,0,1,0,2021
15,Matt Downing,Fr,P,4,0,4,0,0.00,3.1,0,0,0,0,2,3,0,12,10,0,0,0,0,0,0,0,0,0,0,0,45,3,4,0,0,0,0,0,2021
17,Craig Demers,Jr,P,3,0,3,0,6.75,1.1,0,3,3,1,1,0,0,10,8,0,0,0,2,0,1,0,0,0,0,0,30,0,4,0,0,0,0,0,2021
36,Nick Davis,So,P,2,0,2,0,0.00,2.0,0,1,0,0,0,4,0,7,7,1,0,0,0,0,0,0,0,0,0,0,33,1,1,0,0,0,0,0,2021
35,Owen Batchelder,Jr,P,2,0,2,0,0.00,1.1,0,0,0,0,3,2,0,7,4,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,1,0,2021
31,Michael Gemma,Fr,P,2,0,2,0,20.25,1.1,0,2,3,3,5,1,0,11,5,1,0,0,0,2,0,0,0,0,0,1,54,1,2,0,0,0,0,0,2021
6,Sam Leach,Sr,P,47,47,12,11,5.73,59.2,2,79,50,38,20,46,1,282,245,20,1,1,4,5,7,0,0,0,3,6,766,69,56,3,7,0,12,0,2021
1,Billy Moreland,Sr,INF,35,20,9,0,5.02,14.1,0,15,11,8,4,13,0,65,56,2,2,0,1,0,4,0,14,12,0,1,208,9,19,0,0,0,6,0,2021
30,Lincoln Turner,Sr,P,25,14,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021
22,Cooper Rust,So,INF,19,6,12,6,6.39,38.0,0,49,34,27,15,20,0,180,156,12,2,1,6,0,6,0,4,0,3,0,582,30,57,2,3,0,5,0,2021
14,Logan Chase,Sr,P,14,0,14,0,3.00,18.0,0,15,8,6,14,16,0,78,60,4,0,0,1,1,1,0,12,6,2,1,281,12,20,0,1,3,2,1,2021
35,Dylan Day,Fr,P,13,1,13,1,4.57,21.2,0,16,16,11,9,20,0,94,81,2,2,1,3,0,2,0,12,3,1,1,331,10,34,0,3,0,6,0,2021
36,Austin Bergdahl,Sr,P,12,0,12,0,9.53,11.1,0,15,12,12,7,11,0,63,49,4,0,0,0,2,5,0,8,3,1,1,248,3,20,0,1,0,4,0,2021
5,Sam  Wyatt,Sr,P,12,0,12,0,5.40,18.1,0,13,15,11,21,30,0,92,69,2,0,0,0,5,1,0,7,7,1,0,374,12,13,1,1,0,14,0,2021
34,Dylan  Bowers,Sr,P,12,12,12,12,5.95,62.0,1,67,49,41,40,86,0,295,243,8,6,0,3,6,7,0,0,0,3,2,944,41,51,2,5,0,21,0,2021
20,Paul Falco,Sr,P,12,0,12,0,8.27,16.1,0,22,19,15,13,16,0,93,71,4,1,1,0,2,7,0,8,4,1,1,327,14,18,1,0,0,7,0,2021
40,Ian Torpey,Fr,P,10,2,10,2,9.60,15.0,0,23,22,16,17,12,0,91,67,8,1,0,3,7,5,0,10,8,1,0,324,16,14,0,1,0,3,0,2021
21,Daylon Matthews,Sr,P,10,0,10,0,9.28,10.2,0,19,13,11,7,11,0,60,49,7,0,0,0,1,3,0,12,3,0,1,218,8,11,0,0,0,2,0,2021
27,Sam Colehower,Sr,P,9,0,9,0,11.57,11.2,0,20,18,15,8,12,0,64,54,8,0,1,1,6,2,1,5,3,0,0,200,9,13,0,1,0,5,0,2021
29,Jacob Salim,Sr,P,8,8,8,8,6.16,30.2,0,40,28,21,18,25,0,151,123,6,4,0,0,2,6,0,0,0,3,1,491,29,30,1,5,0,6,0,2021
18,Iain Isdale,So,P,7,1,7,1,9.28,10.2,0,15,15,11,10,11,0,61,46,2,2,0,2,0,4,1,5,3,1,0,188,11,7,1,0,0,4,0,2021
25,Ashton Mansur,Sr,P,7,3,7,3,13.17,13.2,0,20,21,20,13,12,0,73,57,6,0,0,4,1,0,0,2,0,3,0,267,14,14,0,4,0,3,0,2021
17,Quentin Parr,Jr,P,6,0,6,0,3.18,5.2,0,8,2,2,6,5,0,32,22,0,0,0,0,4,2,0,4,2,0,1,98,6,4,0,0,0,3,0,2021
33,Joey Mazzetti,Fr,UT,5,3,5,3,19.12,8.0,0,12,17,17,11,11,0,51,34,3,1,0,3,5,5,0,0,0,1,0,126,3,8,0,3,0,6,0,2021
15,Shane Hoodman,Fr,P,3,0,3,0,13.50,2.0,0,6,5,3,1,2,0,14,11,1,0,0,1,0,1,0,2,2,0,1,29,3,1,0,1,0,1,0,2021
39,Eric Ma,Jr,P,2,0,2,0,94.50,0.2,0,6,7,7,2,1,0,10,8,1,1,0,1,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,2021
26,Hunter Miller,So,P,2,0,2,0,22.50,2.0,0,5,5,5,2,2,0,14,11,1,0,0,1,1,0,0,0,0,0,1,62,2,2,0,0,0,2,0,2021
32,George Thompson,Sr,P,1,0,1,0,81.00,0.1,0,1,4,3,2,1,0,5,2,1,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,2021
18,Kyle Seebach,Sr,P,15,6,15,6,7.10,52.0,0,62,54,41,33,55,0,265,210,12,1,1,8,15,11,1,5,4,5,6,816,51,44,0,6,1,10,0,2021
26,Connor Langreder,So,P,14,11,14,11,5.89,55.0,1,48,40,36,38,63,1,256,202,13,3,0,1,13,8,0,2,2,4,4,661,55,40,4,4,0,10,0,2021
33,Nate Thomas,Sr,P,13,6,13,6,7.82,38.0,1,53,40,33,28,35,0,192,157,13,3,0,4,11,2,0,11,7,4,1,513,33,35,0,6,1,15,1,2021
27,Tristan Michaels,Sr,P,13,0,13,0,9.14,21.2,0,33,24,22,13,20,0,112,93,7,0,1,2,7,2,1,6,1,3,1,290,21,22,1,2,1,4,0,2021
21,Michael Lasiewicz,Sr,P,13,13,13,13,4.88,79.1,3,79,52,43,29,59,0,353,303,20,2,1,3,3,8,0,0,0,8,5,1084,69,99,3,7,0,15,0,2021
35,Erik Hedmark,Jr,P,13,0,13,0,9.00,31.0,0,49,33,31,10,20,0,152,130,9,0,0,2,0,5,1,16,11,2,5,425,38,27,1,3,1,6,0,2021
16,Ryan Anderson,Sr,P,12,8,12,8,7.97,49.2,1,69,45,44,20,31,0,242,216,11,1,0,3,12,3,0,6,0,0,3,653,58,54,3,3,0,8,0,2021
11,Brandon Mcpherson,Jr,P,10,8,10,8,3.38,48.0,1,42,22,18,20,50,0,209,184,9,2,0,3,6,1,1,0,0,3,1,709,32,56,2,3,1,11,0,2021
29,Nick Bonk,Jr,P,8,1,8,1,10.05,14.1,0,18,17,16,10,15,0,75,60,7,0,0,1,7,4,0,10,7,1,0,267,12,14,1,1,0,4,0,2021
17,Parker Kirkpatrick,Sr,P,7,0,7,0,4.15,8.2,0,10,5,4,3,7,0,42,33,3,1,0,0,2,3,0,15,8,0,3,132,10,9,1,0,0,3,0,2021
20,Spencer Hill,Fr,P,7,0,7,0,2.57,7.0,0,6,2,2,6,3,0,31,24,1,0,0,0,1,1,0,3,1,0,0,78,8,7,0,0,0,1,0,2021
37,Paul Turelli,Sr,P,6,1,6,1,6.30,10.0,0,10,8,7,9,19,0,49,37,2,2,0,1,4,2,0,0,0,1,0,90,5,3,0,3,1,5,1,2021
22,Elijah Sanchez,Jr,OF,4,0,2,0,10.80,1.2,0,3,2,2,2,1,0,10,7,1,0,0,0,1,0,0,2,2,0,1,30,1,3,0,0,0,1,0,2021
15,Matt Mccumber,Jr,P,1,0,1,0,0.00,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,2021
52,Griffin Doersching,Sr,INF,48,48,1,0,9.00,1.0,0,2,1,1,1,2,0,6,5,0,1,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,1,0,2021
6,Bryce Thomas,Jr,INF,27,17,1,0,0.00,1.0,0,1,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,0,2021
18,Tyler Ollier,Jr,P,18,0,18,0,11.02,16.1,0,19,20,20,22,10,0,90,65,6,1,0,3,6,0,2,18,9,2,1,291,15,23,0,2,3,1,0,2021
31,Ben Gerl,Fr,P,13,13,13,13,6.41,78.2,0,95,60,56,32,63,0,366,316,12,3,1,16,3,11,1,0,0,4,3,1046,65,94,4,6,0,18,5,2021
29,Nick Noble,Jr,P,13,6,13,6,10.41,32.0,0,44,39,37,25,36,0,166,135,10,1,0,4,4,4,0,9,4,1,1,639,29,27,1,5,1,9,0,2021
13,Kaleb Meeks,Sr,P,13,1,13,1,8.40,15.0,0,24,16,14,11,13,0,80,66,3,0,0,0,3,2,0,13,6,0,1,285,18,11,1,1,2,5,1,2021
16,Bryson Lonsbury,Sr,P,13,5,13,5,10.50,30.0,0,49,42,35,16,21,0,160,131,12,2,0,9,4,5,0,5,1,3,5,510,35,30,0,4,0,5,1,2021
26,Noah Richardson,Jr,UT,13,8,13,8,5.33,52.1,2,52,36,31,30,58,0,241,202,8,2,0,4,11,5,1,3,2,3,1,797,40,55,2,2,1,12,1,2021
34,Kyle Klingenbeck,So,P,13,11,13,11,6.50,63.2,3,67,54,46,38,47,0,306,250,13,3,0,12,8,11,0,2,0,3,4,1065,60,77,5,6,0,17,0,2021
15,Jon Mcgee,Sr,P,11,1,11,1,15.79,17.2,0,33,31,31,9,7,0,93,83,3,2,0,7,0,1,0,13,5,0,0,330,17,26,1,1,0,1,0,2021
38,Kurt Lange,Jr,P,10,0,10,0,7.15,11.1,0,12,9,9,8,13,0,57,48,5,0,0,3,2,1,0,15,8,0,0,179,6,15,1,1,0,3,0,2021
32,Blaine Walters,So,P,10,2,10,2,9.64,23.1,0,32,31,25,15,14,0,119,97,10,2,0,4,2,5,1,8,5,0,2,382,26,24,0,0,0,4,3,2021
33,Bryce Smith,Fr,P,10,0,10,0,10.80,16.2,0,29,22,20,12,10,0,92,76,2,1,0,3,3,2,0,7,2,2,0,303,22,15,0,1,0,3,0,2021
39,Tyson Shaw,Fr,P,8,1,8,1,13.50,9.1,0,18,15,14,4,6,0,55,44,4,1,0,3,0,4,1,9,5,0,3,128,10,10,0,1,0,1,1,2021
19,Tyler  Murphy,Jr,P,6,0,6,0,15.63,6.1,0,11,11,11,4,4,0,40,31,1,1,0,2,2,5,0,3,0,0,0,108,3,12,0,0,0,2,0,2021
23,Tj Graves,Jr,P,3,0,3,0,19.64,3.2,0,5,8,8,5,6,0,23,17,0,2,0,1,3,1,0,2,0,0,0,91,3,2,0,0,0,3,0,2021
25,Michael Bohlen,So,P,3,0,3,0,18.00,2.0,0,5,5,4,0,2,0,12,11,2,0,0,1,1,1,0,1,1,0,0,36,2,1,0,1,0,0,0,2021
55,Reed Smith,So,P,15,0,15,0,6.26,23.0,0,26,20,16,13,19,0,109,92,5,0,0,7,2,0,1,7,6,1,3,386,29,16,1,3,1,5,0,2021
17,Ben Grable,Fr,INF,13,0,13,0,4.08,17.2,0,16,12,8,12,24,0,81,67,5,0,0,4,2,1,0,11,4,1,0,277,16,10,0,1,0,4,0,2021
15,Mike Doherty,Jr,P,11,11,11,11,3.69,63.1,0,64,31,26,15,32,0,269,245,13,1,1,3,5,7,0,0,0,2,0,799,78,67,1,4,0,7,0,2021
8,Quinn Lavelle,Sr,P,11,6,10,6,6.16,38.0,0,36,27,26,10,24,0,163,140,11,1,1,5,0,8,0,0,0,1,4,435,39,42,4,2,0,7,1,2021
49,Garrett Boeckle,Fr,P,11,0,11,0,4.00,18.0,0,13,9,8,14,14,0,80,60,5,0,0,0,0,2,0,12,8,2,2,251,9,26,2,2,1,6,0,2021
34,Coby Moe,So,P,10,0,10,0,8.27,16.1,0,22,19,15,14,16,0,87,70,5,0,1,1,2,2,0,7,3,1,0,248,14,16,0,1,2,9,0,2021
28,Tyler Uberstine,So,P,9,9,9,9,5.90,39.2,0,53,31,26,20,38,0,192,168,10,0,0,4,7,2,1,0,0,1,1,655,39,36,3,3,0,11,0,2021
35,Sam Lawrence,Sr,P,8,0,8,0,4.35,10.1,0,13,5,5,4,8,0,49,44,2,0,0,2,1,1,0,3,1,0,0,173,9,14,2,0,3,3,0,2021
44,Jack Dyke,So,P,8,5,8,5,5.40,20.0,0,23,13,12,13,12,0,96,73,4,1,0,3,4,3,0,2,0,3,4,313,18,24,1,0,0,4,1,2021
21,Jack Sauser,So,P,7,0,7,0,6.75,8.0,0,7,7,6,5,5,0,35,29,1,0,0,2,0,1,0,5,2,0,0,123,4,12,0,1,0,0,0,2021
25,Hank Christie,Sr,P,7,3,7,3,4.37,22.2,0,26,13,11,14,24,0,109,93,4,1,0,4,1,1,1,0,0,0,1,422,11,29,0,1,0,4,0,2021
14,Parker Hanks,Jr,P,6,0,6,0,15.95,7.1,0,14,13,13,6,4,0,42,34,2,0,1,3,1,1,0,3,1,1,0,118,13,3,0,0,0,1,0,2021
30,Anthony Alepra,Sr,P,5,1,5,1,10.12,2.2,0,3,3,3,5,1,0,20,10,2,0,0,0,3,4,1,6,6,0,1,77,2,5,0,0,0,0,0,2021
11,Jack Pagliarini,Sr,P,5,0,5,0,9.39,7.2,0,15,8,8,4,7,0,43,35,4,0,0,0,1,1,0,4,2,0,3,170,8,7,0,1,0,5,0,2021
39,Kellen Pate,Fr,p,5,0,5,0,10.61,9.1,0,11,11,11,9,8,0,48,35,3,1,0,2,2,2,0,1,0,1,1,185,8,10,1,1,0,3,0,2021
5,Tommy D'Alise,Jr,P,3,0,1,0,18.00,1.0,0,2,2,2,2,1,0,7,5,0,0,0,0,2,0,0,0,0,0,0,29,0,2,0,0,0,0,0,2021
26,David Utagawa,Fr,P,2,0,2,0,6.00,3.0,0,3,4,2,4,4,0,17,13,1,0,0,0,1,0,0,1,1,0,0,41,4,1,0,0,0,0,0,2021
19,Ryan Bader,Sr,P,1,1,1,1,13.50,3.1,0,6,5,5,3,3,0,18,13,2,0,0,2,0,1,0,0,0,1,0,0,3,2,0,1,0,1,1,2021
55,Drayton Brown,Fr,P,17,0,17,0,1.96,41.1,0,23,9,9,14,46,0,158,137,5,0,0,2,2,0,1,12,3,6,1,576,20,54,2,3,6,14,0,2021
26,Donovan Ohnoutka,Jr,P,16,7,16,7,4.09,50.2,0,34,27,23,31,40,0,231,180,3,1,2,4,11,15,0,9,3,3,2,772,54,52,2,2,1,11,0,2021
16,Alex Makarewich,Fr,P,15,0,15,0,4.30,29.1,0,20,15,14,20,39,0,129,101,1,0,0,2,6,7,2,13,5,1,0,517,11,31,1,2,2,17,0,2021
18,Cal Carver,So,P,14,14,14,14,3.19,84.2,3,66,38,30,34,77,0,352,305,7,1,1,3,8,5,0,0,0,5,3,1251,95,66,6,5,0,27,4,2021
40,Levi David,So,P,14,13,14,13,4.43,61.0,0,34,45,30,46,104,0,280,211,6,0,0,1,23,19,0,0,0,4,0,1025,50,20,2,6,0,25,1,2021
46,Jonathan  Harmon,Fr,P,13,13,13,13,5.37,65.1,0,74,44,39,27,42,0,295,250,10,3,2,6,8,10,0,0,0,3,5,977,71,66,4,4,0,15,2,2021
24,Josh Banes,Jr,P,9,3,9,3,9.00,17.0,0,25,19,17,9,14,0,90,73,3,1,0,4,0,5,0,6,6,2,1,279,20,16,2,1,0,4,0,2021
39,Cameron Taylor,Jr,P,9,0,9,0,5.28,15.1,0,13,9,9,7,13,0,68,57,2,1,0,4,1,0,1,10,8,3,1,219,16,17,2,0,0,5,0,2021
45,Drake Smith,Fr,INF,8,0,8,0,4.00,9.0,0,3,5,4,10,12,0,40,28,0,1,0,0,2,1,1,8,4,0,1,159,7,7,0,0,0,6,0,2021
35,Micah Berens,Fr,P,7,0,7,0,5.68,12.2,0,7,8,8,10,8,0,55,43,1,0,0,1,1,1,0,3,0,1,0,207,11,17,1,0,0,3,0,2021
38,Evan Daigle,Jr,P,7,0,7,0,4.32,8.1,0,12,4,4,2,3,0,38,35,2,1,0,0,2,0,0,8,6,1,0,104,10,10,1,0,0,1,0,2021
2,Ethan Francis,So,P,7,1,7,1,4.91,7.1,0,5,4,4,8,5,0,35,27,0,0,0,1,5,0,1,8,2,0,0,131,6,11,1,0,0,1,0,2021
8,Reed Michel,Sr,P,7,1,7,1,2.84,19.0,0,22,8,6,7,20,0,85,77,7,0,0,1,4,1,0,7,2,0,0,293,16,17,1,2,0,7,1,2021
37,Will Hine,Jr,P,5,0,5,0,3.86,7.0,0,9,5,3,2,4,0,33,31,1,0,0,3,0,0,0,1,1,0,0,103,6,11,0,0,0,0,0,2021
27,Peyton Graham,Sr,p,5,1,5,1,12.46,4.1,0,6,6,6,5,5,0,22,17,2,0,0,2,1,0,0,2,2,0,0,84,4,2,0,1,0,0,1,2021
41,Andrew Cossio,So,P,5,0,5,0,8.10,6.2,0,4,6,6,5,4,0,31,23,0,0,0,0,1,3,0,3,0,0,0,83,9,6,0,0,0,2,0,2021
36,Nik Millsap,Fr,P,5,0,5,0,10.00,9.0,0,15,15,10,4,7,0,50,43,2,3,0,2,2,2,0,4,4,0,1,164,5,14,1,0,0,1,0,2021
42,Thomas Sotile,Fr,P,1,0,1,0,0.0,0.0,0,0,1,1,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2021
9,Jack Brannigan,So,INF,47,47,6,0,11.25,4.0,0,4,5,5,3,7,0,19,16,0,0,0,0,3,0,0,9,2,0,0,48,1,4,1,0,3,1,0,2021
20,Tanner Kohlhepp,Jr,P,23,1,23,1,3.08,61.1,0,42,23,21,22,65,0,250,215,7,0,0,3,7,9,0,24,10,4,0,891,61,48,7,2,2,12,0,2021
29,Liam Simon,So,P,18,1,18,1,3.20,25.1,0,19,11,9,24,33,0,120,92,4,0,1,3,5,2,0,26,13,0,2,375,13,28,5,1,1,9,0,2021
43,Will Mercer,So,P,18,11,18,11,4.92,56.2,0,63,33,31,19,44,0,251,227,7,0,1,6,0,3,0,8,2,1,1,757,55,63,4,3,2,12,0,2021
37,Joe Sheridan,Sr,P,17,3,17,3,5.61,43.1,0,56,31,27,17,31,0,205,178,14,0,0,6,2,6,0,22,14,2,2,626,56,36,1,2,3,8,0,2021
17,Aidan Tyrell,Jr,P,17,8,17,8,2.70,60.0,0,50,19,18,19,43,0,245,217,5,2,0,6,3,5,1,6,4,2,2,831,67,61,5,1,2,9,0,2021
45,Alex Rao,Jr,P,15,1,15,1,3.16,37.0,0,20,14,13,23,36,0,149,122,4,0,0,3,4,3,1,20,8,0,1,545,37,30,2,1,2,11,0,2021
28,John Michael Bertrand,Jr,P,15,14,15,14,3.21,92.2,3,82,38,33,22,68,1,378,350,17,0,0,8,1,3,3,0,0,1,2,1000,119,77,8,2,0,16,1,2021
55,Dominic Cancellieri,So,P,10,3,10,3,6.60,15.0,0,20,13,11,13,18,0,80,62,3,0,0,5,1,3,0,10,3,2,0,293,13,12,0,0,0,6,0,2021
41,Jackson Dennies,Fr,P,3,0,3,0,15.00,3.0,0,7,5,5,2,2,0,16,14,1,1,0,0,0,0,0,0,0,0,0,75,4,1,0,0,0,1,0,2021
26,Cameron Brown,Jr,P,3,1,3,1,0.00,3.0,0,1,0,0,6,4,0,16,10,0,0,0,0,0,0,0,2,0,0,0,62,2,3,0,0,0,3,0,2021
23,Jack Sheehan,Jr,P,3,0,3,0,0.00,4.2,0,1,0,0,4,3,0,18,14,0,0,0,0,0,0,0,0,0,0,0,69,2,8,0,0,0,1,0,2021
22,Christian Scafidi,Sr,P,2,2,2,2,1.50,6.0,0,4,1,1,6,5,0,28,21,0,0,0,0,0,1,0,0,0,0,0,0,6,6,1,0,0,2,0,2021
30,Mitch Megias,Jr,P,2,0,2,0,81.00,0.1,0,3,4,3,1,0,0,5,3,0,0,0,0,0,0,0,4,2,1,0,12,0,0,0,0,0,0,0,2021
40,Tommy Sheehan,Sr,INF,2,2,2,2,6.75,8.0,0,10,6,6,5,10,0,40,33,0,0,0,1,2,2,0,0,0,0,0,0,3,10,0,1,0,4,0,2021
36,James Hulbert,Sr,P,1,0,1,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2021
25,Ryan Lynch,Fr,P,1,0,1,0,27.00,0.2,0,1,2,2,3,1,0,6,3,1,0,0,0,3,0,0,0,0,0,0,33,0,1,0,0,0,0,0,2021
1,Seth Tucker,Sr,OF,42,28,14,2,6.33,21.1,0,20,17,15,10,14,0,102,84,1,0,0,6,1,6,1,14,9,0,2,278,17,31,0,3,0,6,0,2021
7,Tyler Trovinger,Sr,INF,32,28,6,0,9.31,9.2,0,16,13,10,4,9,0,53,46,6,0,0,3,2,2,0,4,4,0,1,122,6,14,1,0,0,1,0,2021
4,Hayden Nierman,Jr,P,17,3,17,3,4.60,43.0,1,45,28,22,13,47,0,193,170,9,1,0,1,1,9,0,15,6,1,0,589,46,26,4,6,3,7,0,2021
42,Andrew Hill,Sr,P,14,9,14,9,6.70,45.2,0,52,46,34,39,43,0,231,182,12,0,2,4,7,6,2,7,6,1,3,701,34,53,2,5,1,12,0,2021
55,Ben Paugh,Fr,P,14,1,14,1,6.92,13.0,0,13,11,10,11,10,0,67,51,1,0,0,1,2,4,0,8,2,0,1,187,9,17,0,0,1,1,0,2021
27,Travis Densmore,So,P,14,6,14,6,8.03,40.1,0,74,47,36,17,30,0,211,184,10,4,1,8,4,8,1,9,5,1,1,635,37,41,4,4,0,11,5,2021
19,Brandon Deans,So,P,13,10,13,10,7.74,45.1,1,50,48,39,32,45,0,227,187,9,1,2,3,8,4,0,1,1,3,1,568,45,40,3,5,0,13,0,2021
32,Bryce Konitzer,Jr,P,13,8,13,8,5.37,67.0,0,76,50,40,24,62,0,305,264,16,2,2,6,7,8,1,5,3,4,5,969,45,86,3,2,1,17,2,2021
22,Dan Rutan,Sr,P,12,1,12,1,10.93,14.0,0,18,17,17,14,11,0,77,54,4,0,1,0,1,6,0,8,3,2,1,218,14,13,0,1,0,3,1,2021
24,Cooper Donlin,Fr,OF,12,1,11,1,9.64,9.1,0,13,11,10,11,6,0,55,36,2,0,1,0,2,4,1,14,5,2,2,134,8,12,0,1,0,3,0,2021
35,Will Nigut,Jr,P,11,2,11,2,9.18,16.2,0,24,25,17,22,17,0,103,72,3,1,0,1,10,7,0,7,6,0,2,313,9,22,0,1,0,3,0,2021
13,Jacob Schellpfeffer,Jr,P,8,0,8,0,9.00,8.0,0,16,8,8,1,3,0,41,38,2,0,0,4,2,1,1,5,2,0,1,105,5,14,1,0,0,1,0,2021
31,Aris Zimakas,Jr,P,8,0,8,0,15.19,5.1,0,7,12,9,8,5,0,35,23,1,2,0,0,2,2,0,6,3,0,2,125,3,9,0,1,0,1,0,2021
20,Justyn Schoening,Sr,P,7,0,7,0,8.00,9.0,0,14,8,8,5,4,0,47,40,2,1,1,2,2,2,0,9,5,0,0,161,6,16,0,0,1,2,0,2021
17,Matthew Nolin,So,P,6,0,6,0,12.75,12.0,0,19,19,17,10,7,0,66,52,1,1,0,5,1,1,1,3,1,1,2,193,10,19,0,0,0,3,0,2021
44,Jacob Wosinksi,Sr,P,5,4,5,4,4.00,9.0,0,7,4,4,9,7,0,40,31,2,0,0,1,3,0,0,2,2,0,0,144,10,6,0,0,0,1,1,2021
