"","school","conference","school_id","year","division","conference_id"
"4765","Otterbein","OAC",531,2017,3,901
"4766","Otterbein","OAC",531,2018,3,901
"4767","Otterbein","OAC",531,2019,3,901
"4768","Otterbein","OAC",531,2020,3,901
"4769","Ouachita Baptist","GAC",1289,2013,2,30144
"4770","Ouachita Baptist","GAC",1289,2014,2,30144
"4771","Ouachita Baptist","GAC",1289,2015,2,30144
"4772","Ouachita Baptist","GAC",1289,2016,2,30144
"4773","Ouachita Baptist","GAC",1289,2017,2,30144
"4774","Ouachita Baptist","GAC",1289,2018,2,30144
"4775","Ouachita Baptist","GAC",1289,2019,2,30144
"4776","Ouachita Baptist","GAC",1289,2020,2,30144
"4777","Ozarks (AR)","ASC",23008,2013,3,14825
"4778","Ozarks (AR)","ASC",23008,2014,3,14825
"4779","Ozarks (AR)","ASC",23008,2015,3,14825
"4780","Ozarks (AR)","ASC",23008,2016,3,14825
"4781","Ozarks (AR)","ASC",23008,2017,3,14825
"4782","Ozarks (AR)","ASC",23008,2018,3,14825
"4783","Ozarks (AR)","ASC",23008,2019,3,14825
"4784","Ozarks (AR)","ASC",23008,2020,3,14825
"4785","Pace","NE10",533,2013,2,899
"4786","Pace","NE10",533,2014,2,899
"4787","Pace","NE10",533,2015,2,899
"4788","Pace","NE10",533,2016,2,899
"4789","Pace","NE10",533,2017,2,899
"4790","Pace","NE10",533,2018,2,899
"4791","Pace","NE10",533,2019,2,899
"4792","Pace","NE10",533,2020,2,899
"4793","Pacific","Big West",534,2013,1,904
"4794","Pacific","WCC",534,2014,1,922
"4795","Pacific","WCC",534,2015,1,922
"4796","Pacific","WCC",534,2016,1,922
"4797","Pacific","WCC",534,2017,1,922
"4798","Pacific","WCC",534,2018,1,922
"4799","Pacific","WCC",534,2019,1,922
"4800","Pacific","WCC",534,2020,1,922
"4801","Pacific (OR)","NWC",2751,2013,3,25300
"4802","Pacific (OR)","NWC",2751,2014,3,25300
"4803","Pacific (OR)","NWC",2751,2015,3,25300
"4804","Pacific (OR)","NWC",2751,2016,3,25300
"4805","Pacific (OR)","NWC",2751,2017,3,25300
"4806","Pacific (OR)","NWC",2751,2018,3,25300
"4807","Pacific (OR)","NWC",2751,2019,3,25300
"4808","Pacific (OR)","NWC",2751,2020,3,25300
"4809","Pacific Lutheran","NWC",1297,2013,3,25300
"4810","Pacific Lutheran","NWC",1297,2014,3,25300
"4811","Pacific Lutheran","NWC",1297,2015,3,25300
"4812","Pacific Lutheran","NWC",1297,2016,3,25300
"4813","Pacific Lutheran","NWC",1297,2017,3,25300
"4814","Pacific Lutheran","NWC",1297,2018,3,25300
"4815","Pacific Lutheran","NWC",1297,2019,3,25300
"4816","Pacific Lutheran","NWC",1297,2020,3,25300
"4817","Paine","SIAC",535,2013,2,913
"4818","Paine","SIAC",535,2014,2,913
"4819","Paine","SIAC",535,2015,2,913
"4820","Paine","SIAC",535,2016,2,913
"4821","Paine","SIAC",535,2017,2,913
"4822","Paine","SIAC",535,2018,2,913
"4823","Paine","SIAC",535,2019,2,913
"4824","Paine","SIAC",535,2020,2,913
"4825","Palm Beach Atl.","Independent",30045,2013,2,0
"4826","Palm Beach Atl.","Independent",30045,2014,2,0
"4827","Palm Beach Atl.","Independent",30045,2015,2,0
"4828","Palm Beach Atl.","Independent",30045,2016,2,0
"4829","Palm Beach Atl.","Independent",30045,2017,2,0
"4830","Palm Beach Atl.","Independent",30045,2017,3,0
"4831","Palm Beach Atl.","Sunshine State",30045,2018,2,919
"4832","Palm Beach Atl.","Sunshine State",30045,2019,2,919
"4833","Palm Beach Atl.","Sunshine State",30045,2020,2,919
"4834","Penn","Ivy League",540,2013,1,865
"4835","Penn","Ivy League",540,2014,1,865
"4836","Penn","Ivy League",540,2015,1,865
"4837","Penn","Ivy League",540,2016,1,865
"4838","Penn","Ivy League",540,2017,1,865
"4839","Penn","Ivy League",540,2018,1,865
"4840","Penn","Ivy League",540,2019,1,865
"4841","Penn","Ivy League",540,2020,1,865
"4842","Penn College","NEAC",30190,2017,3,30071
"4843","Penn College","NEAC",30190,2018,3,30071
"4844","Penn College","NEAC",30190,2019,3,30071
"4845","Penn College","NEAC",30190,2020,3,30071
"4846","Penn St.","Big Ten",539,2013,1,827
"4847","Penn St.","Big Ten",539,2014,1,827
"4848","Penn St.","Big Ten",539,2015,1,827
"4849","Penn St.","Big Ten",539,2016,1,827
"4850","Penn St.","Big Ten",539,2017,1,827
"4851","Penn St.","Big Ten",539,2018,1,827
"4852","Penn St.","Big Ten",539,2019,1,827
"4853","Penn St.","Big Ten",539,2020,1,827
"4854","Penn St.-Abington","NEAC",30114,2013,3,30071
"4855","Penn St.-Abington","NEAC",30114,2014,3,30071
"4856","Penn St.-Abington","NEAC",30114,2015,3,30071
"4857","Penn St.-Abington","NEAC",30114,2016,3,30071
"4858","Penn St.-Abington","NEAC",30114,2017,3,30071
"4859","Penn St.-Abington","NEAC",30114,2018,3,30071
"4860","Penn St.-Abington","NEAC",30114,2019,3,30071
"4861","Penn St.-Abington","NEAC",30114,2020,3,30071
"4862","Penn St.-Altoona","AMCC",25719,2013,3,30022
"4863","Penn St.-Altoona","AMCC",25719,2014,3,30022
"4864","Penn St.-Altoona","AMCC",25719,2015,3,30022
"4865","Penn St.-Altoona","AMCC",25719,2016,3,30022
"4866","Penn St.-Altoona","AMCC",25719,2017,3,30022
"4867","Penn St.-Altoona","AMCC",25719,2018,3,30022
"4868","Penn St.-Altoona","AMCC",25719,2019,3,30022
"4869","Penn St.-Altoona","AMCC",25719,2020,3,30022
"4870","Penn St.-Behrend","AMCC",538,2013,3,30022
"4871","Penn St.-Behrend","AMCC",538,2014,3,30022
"4872","Penn St.-Behrend","AMCC",538,2015,3,30022
"4873","Penn St.-Behrend","AMCC",538,2016,3,30022
"4874","Penn St.-Behrend","AMCC",538,2017,3,30022
"4875","Penn St.-Behrend","AMCC",538,2018,3,30022
"4876","Penn St.-Behrend","AMCC",538,2019,3,30022
"4877","Penn St.-Behrend","AMCC",538,2020,3,30022
"4878","Penn St.-Berks","NEAC",30044,2013,3,30071
"4879","Penn St.-Berks","NEAC",30044,2014,3,30071
"4880","Penn St.-Berks","NEAC",30044,2015,3,30071
"4881","Penn St.-Berks","NEAC",30044,2016,3,30071
"4882","Penn St.-Berks","NEAC",30044,2017,3,30071
"4883","Penn St.-Berks","NEAC",30044,2018,3,30071
"4884","Penn St.-Berks","NEAC",30044,2019,3,30071
"4885","Penn St.-Berks","NEAC",30044,2020,3,30071
"4886","Penn St. Harrisburg","NEAC",30081,2013,3,30071
"4887","Penn St. Harrisburg","NEAC",30081,2014,3,30071
"4888","Penn St. Harrisburg","NEAC",30081,2015,3,30071
"4889","Penn St. Harrisburg","CAC",30081,2016,3,15810
"4890","Penn St. Harrisburg","CAC",30081,2017,3,15810
"4891","Penn St. Harrisburg","CAC",30081,2018,3,15810
"4892","Penn St. Harrisburg","CAC",30081,2019,3,15810
"4893","Penn St. Harrisburg","NEAC",30081,2020,3,30071
"4894","Pepperdine","WCC",541,2013,1,922
"4895","Pepperdine","WCC",541,2014,1,922
"4896","Pepperdine","WCC",541,2015,1,922
"4897","Pepperdine","WCC",541,2016,1,922
"4898","Pepperdine","WCC",541,2017,1,922
"4899","Pepperdine","WCC",541,2018,1,922
"4900","Pepperdine","WCC",541,2019,1,922
"4901","Pepperdine","WCC",541,2020,1,922
"4902","Pfeiffer","Conference Carolinas",542,2014,2,4423
"4903","Pfeiffer","Conference Carolinas",542,2015,2,4423
"4904","Pfeiffer","Conference Carolinas",542,2016,2,4423
"4905","Pfeiffer","Conference Carolinas",542,2017,2,4423
"4906","Pfeiffer","USA South",542,2018,3,842
"4907","Pfeiffer","USA South",542,2019,3,842
"4908","Pfeiffer","USA South",542,2020,3,842
"4909","Piedmont","USA South",21830,2013,3,842
"4910","Piedmont","USA South",21830,2014,3,842
"4911","Piedmont","USA South",21830,2015,3,842
"4912","Piedmont","USA South",21830,2016,3,842
"4913","Piedmont","USA South",21830,2017,3,842
"4914","Piedmont","USA South",21830,2018,3,842
"4915","Piedmont","USA South",21830,2019,3,842
"4916","Piedmont","USA South",21830,2020,3,842
"4917","Pine Manor","DIII Independent",544,2018,3,99020
"4918","Pine Manor","DIII Independent",544,2019,3,99020
"4919","Pine Manor","DIII Independent",544,2020,3,99020
"4920","Pitt.-Bradford","AMCC",1315,2013,3,30022
"4921","Pitt.-Bradford","AMCC",1315,2014,3,30022
"4922","Pitt.-Bradford","AMCC",1315,2015,3,30022
"4923","Pitt.-Bradford","AMCC",1315,2016,3,30022
"4924","Pitt.-Bradford","AMCC",1315,2017,3,30022
"4925","Pitt.-Bradford","AMCC",1315,2018,3,30022
"4926","Pitt.-Bradford","AMCC",1315,2019,3,30022
"4927","Pitt.-Bradford","AMCC",1315,2020,3,30022
"4928","Pitt.-Greensburg","AMCC",11839,2013,3,30022
"4929","Pitt.-Greensburg","AMCC",11839,2014,3,30022
"4930","Pitt.-Greensburg","AMCC",11839,2015,3,30022
"4931","Pitt.-Greensburg","AMCC",11839,2016,3,30022
"4932","Pitt.-Greensburg","AMCC",11839,2017,3,30022
"4933","Pitt.-Greensburg","AMCC",11839,2018,3,30022
"4934","Pitt.-Greensburg","AMCC",11839,2019,3,30022
"4935","Pitt.-Greensburg","AMCC",11839,2020,3,30022
"4936","Pitt.-Johnstown","WVIAC",546,2013,2,21344
"4937","Pitt.-Johnstown","PSAC",546,2014,2,906
"4938","Pitt.-Johnstown","PSAC",546,2015,2,906
"4939","Pitt.-Johnstown","PSAC",546,2016,2,906
"4940","Pitt.-Johnstown","PSAC",546,2017,2,906
"4941","Pitt.-Johnstown","PSAC",546,2018,2,906
"4942","Pitt.-Johnstown","PSAC",546,2019,2,906
"4943","Pitt.-Johnstown","PSAC",546,2020,2,906
"4944","Pittsburg St.","Mid-America Intercollegiate",1314,2013,2,883
"4945","Pittsburg St.","Mid-America Intercollegiate",1314,2014,2,883
"4946","Pittsburg St.","Mid-America Intercollegiate",1314,2015,2,883
"4947","Pittsburg St.","Mid-America Intercollegiate",1314,2016,2,883
"4948","Pittsburg St.","Mid-America Intercollegiate",1314,2017,2,883
"4949","Pittsburg St.","Mid-America Intercollegiate",1314,2018,2,883
"4950","Pittsburg St.","Mid-America Intercollegiate",1314,2019,2,883
"4951","Pittsburg St.","Mid-America Intercollegiate",1314,2020,2,883
"4952","Pittsburgh","AAC",545,2013,1,823
"4953","Pittsburgh","ACC",545,2014,1,821
"4954","Pittsburgh","ACC",545,2015,1,821
"4955","Pittsburgh","ACC",545,2016,1,821
"4956","Pittsburgh","ACC",545,2017,1,821
"4957","Pittsburgh","ACC",545,2018,1,821
"4958","Pittsburgh","ACC",545,2019,1,821
"4959","Pittsburgh","ACC",545,2020,1,821
"4960","Plattsburgh St.","SUNYAC",547,2013,3,917
"4961","Plattsburgh St.","SUNYAC",547,2014,3,917
"4962","Plattsburgh St.","SUNYAC",547,2015,3,917
"4963","Plattsburgh St.","SUNYAC",547,2016,3,917
"4964","Plattsburgh St.","SUNYAC",547,2017,3,917
"4965","Plattsburgh St.","SUNYAC",547,2018,3,917
"4966","Plattsburgh St.","SUNYAC",547,2019,3,917
"4967","Plattsburgh St.","SUNYAC",547,2020,3,917
"4968","Plymouth St.","Little East",548,2013,3,867
"4969","Plymouth St.","Little East",548,2014,3,867
"4970","Plymouth St.","Little East",548,2015,3,867
"4971","Plymouth St.","Little East",548,2016,3,867
"4972","Plymouth St.","Little East",548,2017,3,867
"4973","Plymouth St.","Little East",548,2018,3,867
"4974","Plymouth St.","Little East",548,2019,3,867
"4975","Plymouth St.","Little East",548,2020,3,867
"4976","Point Loma","PacWest",30149,2015,2,19591
"4977","Point Loma","PacWest",30149,2016,2,19591
"4978","Point Loma","PacWest",30149,2017,2,19591
"4979","Point Loma","PacWest",30149,2018,2,19591
"4980","Point Loma","PacWest",30149,2019,2,19591
"4981","Point Loma","PacWest",30149,2020,2,19591
"4982","Polytechnic (NY)","Skyline",481,2013,3,13054
"4983","Polytechnic (NY)","Skyline",481,2014,3,13054
"4984","Pomona-Pitzer","SCIAC",549,2013,3,910
"4985","Pomona-Pitzer","SCIAC",549,2014,3,910
"4986","Pomona-Pitzer","SCIAC",549,2015,3,910
"4987","Pomona-Pitzer","SCIAC",549,2016,3,910
"4988","Pomona-Pitzer","SCIAC",549,2017,3,910
"4989","Pomona-Pitzer","SCIAC",549,2018,3,910
"4990","Pomona-Pitzer","SCIAC",549,2019,3,910
"4991","Pomona-Pitzer","SCIAC",549,2020,3,910
"4992","Portland","WCC",551,2013,1,922
"4993","Portland","WCC",551,2014,1,922
"4994","Portland","WCC",551,2015,1,922
"4995","Portland","WCC",551,2016,1,922
"4996","Portland","WCC",551,2017,1,922
"4997","Portland","WCC",551,2018,1,922
"4998","Portland","WCC",551,2019,1,922
"4999","Portland","WCC",551,2020,1,922
"5000","Post","CACC",1318,2013,2,28752
"5001","Post","CACC",1318,2014,2,28752
"5002","Post","CACC",1318,2015,2,28752
"5003","Post","CACC",1318,2016,2,28752
"5004","Post","CACC",1318,2017,2,28752
"5005","Post","CACC",1318,2018,2,28752
"5006","Post","CACC",1318,2019,2,28752
"5007","Post","CACC",1318,2020,2,28752
"5008","Prairie View","SWAC",553,2013,1,916
"5009","Prairie View","SWAC",553,2014,1,916
"5010","Prairie View","SWAC",553,2015,1,916
"5011","Prairie View","SWAC",553,2016,1,916
"5012","Prairie View","SWAC",553,2017,1,916
"5013","Prairie View","SWAC",553,2018,1,916
"5014","Prairie View","SWAC",553,2019,1,916
"5015","Prairie View","SWAC",553,2020,1,916
"5016","Presbyterian","Big South",1320,2013,1,826
"5017","Presbyterian","Big South",1320,2014,1,826
"5018","Presbyterian","Big South",1320,2015,1,826
"5019","Presbyterian","Big South",1320,2016,1,826
"5020","Presbyterian","Big South",1320,2017,1,826
"5021","Presbyterian","Big South",1320,2018,1,826
"5022","Presbyterian","Big South",1320,2019,1,826
"5023","Presbyterian","Big South",1320,2020,1,826
"5024","Presentation","DIII Independent",30034,2013,3,99020
"5025","Princeton","Ivy League",554,2013,1,865
"5026","Princeton","Ivy League",554,2014,1,865
"5027","Princeton","Ivy League",554,2015,1,865
"5028","Princeton","Ivy League",554,2016,1,865
"5029","Princeton","Ivy League",554,2017,1,865
"5030","Princeton","Ivy League",554,2018,1,865
"5031","Princeton","Ivy League",554,2019,1,865
"5032","Princeton","Ivy League",554,2020,1,865
"5033","Principia","SLIAC",555,2013,3,12974
"5034","Principia","SLIAC",555,2014,3,12974
"5035","Principia","SLIAC",555,2015,3,12974
"5036","Principia","SLIAC",555,2016,3,12974
"5037","Principia","SLIAC",555,2017,3,12974
"5038","Principia","SLIAC",555,2018,3,12974
"5039","Principia","SLIAC",555,2019,3,12974
"5040","Principia","SLIAC",555,2020,3,12974
"5041","Puget Sound","NWC",557,2013,3,25300
"5042","Puget Sound","NWC",557,2014,3,25300
"5043","Puget Sound","NWC",557,2015,3,25300
"5044","Puget Sound","NWC",557,2016,3,25300
"5045","Puget Sound","NWC",557,2017,3,25300
"5046","Puget Sound","NWC",557,2018,3,25300
"5047","Puget Sound","NWC",557,2019,3,25300
"5048","Puget Sound","NWC",557,2020,3,25300
"5049","Purchase","Skyline",30029,2013,3,13054
"5050","Purchase","Skyline",30029,2014,3,13054
"5051","Purchase","Skyline",30029,2015,3,13054
"5052","Purchase","Skyline",30029,2016,3,13054
"5053","Purchase","Skyline",30029,2017,3,13054
"5054","Purchase","Skyline",30029,2018,3,13054
"5055","Purchase","Skyline",30029,2019,3,13054
"5056","Purchase","Skyline",30029,2020,3,13054
"5057","Purdue","Big Ten",559,2013,1,827
"5058","Purdue","Big Ten",559,2014,1,827
"5059","Purdue","Big Ten",559,2015,1,827
"5060","Purdue","Big Ten",559,2016,1,827
"5061","Purdue","Big Ten",559,2017,1,827
"5062","Purdue","Big Ten",559,2018,1,827
"5063","Purdue","Big Ten",559,2019,1,827
"5064","Purdue","Big Ten",559,2020,1,827
"5065","Purdue Fort Wayne","Summit League",308,2013,1,819
"5066","Purdue Fort Wayne","Summit League",308,2014,1,819
"5067","Purdue Fort Wayne","Summit League",308,2015,1,819
"5068","Purdue Fort Wayne","Summit League",308,2016,1,819
"5069","Purdue Fort Wayne","Summit League",308,2017,1,819
"5070","Purdue Fort Wayne","Summit League",308,2018,1,819
"5071","Purdue Fort Wayne","Summit League",308,2019,1,819
"5072","Purdue Fort Wayne","Summit League",308,2020,1,819
"5073","Purdue Northwest","GLIAC",30222,2018,2,854
"5074","Purdue Northwest","GLIAC",30222,2019,2,854
"5075","Purdue Northwest","GLIAC",30222,2020,2,854
"5076","Queens (NC)","SAC",11504,2019,2,12850
"5077","Queens (NC)","SAC",11504,2020,2,12850
"5078","Queens (NY)","ECC",560,2013,2,11265
"5079","Queens (NY)","ECC",560,2014,2,11265
"5080","Queens (NY)","ECC",560,2015,2,11265
"5081","Queens (NY)","ECC",560,2016,2,11265
"5082","Queens (NY)","ECC",560,2017,2,11265
"5083","Queens (NY)","ECC",560,2018,2,11265
"5084","Queens (NY)","ECC",560,2019,2,11265
"5085","Queens (NY)","ECC",560,2020,2,11265
"5086","Quincy","GLVC",561,2013,2,855
"5087","Quincy","GLVC",561,2014,2,855
"5088","Quincy","GLVC",561,2015,2,855
"5089","Quincy","GLVC",561,2016,2,855
"5090","Quincy","GLVC",561,2017,2,855
"5091","Quincy","GLVC",561,2018,2,855
"5092","Quincy","GLVC",561,2019,2,855
"5093","Quincy","GLVC",561,2020,2,855
"5094","Quinnipiac","NEC",562,2013,1,846
"5095","Quinnipiac","MAAC",562,2014,1,871
"5096","Quinnipiac","MAAC",562,2015,1,871
"5097","Quinnipiac","MAAC",562,2016,1,871
"5098","Quinnipiac","MAAC",562,2017,1,871
"5099","Quinnipiac","MAAC",562,2018,1,871
"5100","Quinnipiac","MAAC",562,2019,1,871
"5101","Quinnipiac","MAAC",562,2020,1,871
"5102","Radford","Big South",563,2013,1,826
"5103","Radford","Big South",563,2014,1,826
"5104","Radford","Big South",563,2015,1,826
"5105","Radford","Big South",563,2016,1,826
"5106","Radford","Big South",563,2017,1,826
"5107","Radford","Big South",563,2018,1,826
"5108","Radford","Big South",563,2019,1,826
"5109","Radford","Big South",563,2020,1,826
"5110","Ramapo","NJAC",564,2013,3,891
"5111","Ramapo","NJAC",564,2014,3,891
"5112","Ramapo","NJAC",564,2015,3,891
"5113","Ramapo","NJAC",564,2016,3,891
"5114","Ramapo","NJAC",564,2017,3,891
"5115","Ramapo","NJAC",564,2018,3,891
"5116","Ramapo","NJAC",564,2019,3,891
"5117","Ramapo","NJAC",564,2020,3,891
"5118","Randolph-Macon","ODAC",565,2013,3,903
"5119","Randolph-Macon","ODAC",565,2014,3,903
"5120","Randolph-Macon","ODAC",565,2015,3,903
"5121","Randolph-Macon","ODAC",565,2016,3,903
"5122","Randolph-Macon","ODAC",565,2017,3,903
"5123","Randolph-Macon","ODAC",565,2018,3,903
"5124","Randolph-Macon","ODAC",565,2019,3,903
"5125","Randolph-Macon","ODAC",565,2020,3,903
"5126","Redlands","SCIAC",567,2013,3,910
"5127","Redlands","SCIAC",567,2014,3,910
"5128","Redlands","SCIAC",567,2015,3,910
"5129","Redlands","SCIAC",567,2016,3,910
"5130","Redlands","SCIAC",567,2017,3,910
"5131","Redlands","SCIAC",567,2018,3,910
"5132","Redlands","SCIAC",567,2019,3,910
"5133","Redlands","SCIAC",567,2020,3,910
"5134","Regis (CO)","RMAC",568,2013,2,13128
"5135","Regis (CO)","RMAC",568,2014,2,13128
"5136","Regis (CO)","RMAC",568,2015,2,13128
"5137","Regis (CO)","RMAC",568,2016,2,13128
"5138","Regis (CO)","RMAC",568,2017,2,13128
"5139","Regis (CO)","RMAC",568,2018,2,13128
"5140","Regis (CO)","RMAC",568,2019,2,13128
"5141","Regis (CO)","RMAC",568,2020,2,13128
"5142","Rensselaer","Liberty League",570,2013,3,24197
"5143","Rensselaer","Liberty League",570,2014,3,24197
"5144","Rensselaer","Liberty League",570,2015,3,24197
"5145","Rensselaer","Liberty League",570,2016,3,24197
"5146","Rensselaer","Liberty League",570,2017,3,24197
"5147","Rensselaer","Liberty League",570,2018,3,24197
"5148","Rensselaer","Liberty League",570,2019,3,24197
"5149","Rensselaer","Liberty League",570,2020,3,24197
"5150","Rhode Island","Atlantic 10",572,2013,1,820
"5151","Rhode Island","Atlantic 10",572,2014,1,820
"5152","Rhode Island","Atlantic 10",572,2015,1,820
"5153","Rhode Island","Atlantic 10",572,2016,1,820
"5154","Rhode Island","Atlantic 10",572,2017,1,820
"5155","Rhode Island","Atlantic 10",572,2018,1,820
"5156","Rhode Island","Atlantic 10",572,2019,1,820
"5157","Rhode Island","Atlantic 10",572,2020,1,820
"5158","Rhode Island Col.","Little East",571,2013,3,867
"5159","Rhode Island Col.","Little East",571,2014,3,867
"5160","Rhode Island Col.","Little East",571,2015,3,867
"5161","Rhode Island Col.","Little East",571,2016,3,867
"5162","Rhode Island Col.","Little East",571,2017,3,867
"5163","Rhode Island Col.","Little East",571,2018,3,867
"5164","Rhode Island Col.","Little East",571,2019,3,867
"5165","Rhode Island Col.","Little East",571,2020,3,867
"5166","Rhodes","SCAC",573,2013,3,835
"5167","Rhodes","SCAC",573,2014,3,835
"5168","Rhodes","SAA",573,2015,3,30169
"5169","Rhodes","SAA",573,2016,3,30169
"5170","Rhodes","SAA",573,2017,3,30169
"5171","Rhodes","SAA",573,2018,3,30169
"5172","Rhodes","SAA",573,2019,3,30169
"5173","Rhodes","SAA",573,2020,3,30169
"5174","Rice","C-USA",574,2013,1,24312
"5175","Rice","C-USA",574,2014,1,24312
"5176","Rice","C-USA",574,2015,1,24312
"5177","Rice","C-USA",574,2016,1,24312
"5178","Rice","C-USA",574,2017,1,24312
"5179","Rice","C-USA",574,2018,1,24312
"5180","Rice","C-USA",574,2019,1,24312
"5181","Rice","C-USA",574,2020,1,24312
"5182","Richmond","Atlantic 10",575,2013,1,820
"5183","Richmond","Atlantic 10",575,2014,1,820
"5184","Richmond","Atlantic 10",575,2015,1,820
"5185","Richmond","Atlantic 10",575,2016,1,820
"5186","Richmond","Atlantic 10",575,2017,1,820
"5187","Richmond","Atlantic 10",575,2018,1,820
"5188","Richmond","Atlantic 10",575,2019,1,820
"5189","Richmond","Atlantic 10",575,2020,1,820
"5190","Rider","MAAC",576,2013,1,871
"5191","Rider","MAAC",576,2014,1,871
"5192","Rider","MAAC",576,2015,1,871
"5193","Rider","MAAC",576,2016,1,871
"5194","Rider","MAAC",576,2017,1,871
"5195","Rider","MAAC",576,2018,1,871
"5196","Rider","MAAC",576,2019,1,871
"5197","Rider","MAAC",576,2020,1,871
"5198","Ripon","Midwest Conference",577,2013,3,23119
"5199","Ripon","Midwest Conference",577,2014,3,23119
"5200","Ripon","Midwest Conference",577,2015,3,23119
"5201","Ripon","Midwest Conference",577,2016,3,23119
"5202","Ripon","Midwest Conference",577,2017,3,23119
"5203","Ripon","Midwest Conference",577,2018,3,23119
"5204","Ripon","Midwest Conference",577,2019,3,23119
"5205","Ripon","Midwest Conference",577,2020,3,23119
"5206","RIT","Liberty League",580,2013,3,24197
"5207","RIT","Liberty League",580,2014,3,24197
"5208","RIT","Liberty League",580,2015,3,24197
"5209","RIT","Liberty League",580,2016,3,24197
"5210","RIT","Liberty League",580,2017,3,24197
"5211","RIT","Liberty League",580,2018,3,24197
"5212","RIT","Liberty League",580,2019,3,24197
"5213","RIT","Liberty League",580,2020,3,24197
"5214","Rivier","Great Northeast",18422,2013,3,23257
"5215","Rivier","Great Northeast",18422,2014,3,23257
"5216","Rivier","Great Northeast",18422,2015,3,23257
"5217","Rivier","Great Northeast",18422,2016,3,23257
"5218","Rivier","Great Northeast",18422,2017,3,23257
"5219","Rivier","Great Northeast",18422,2018,3,23257
"5220","Rivier","Great Northeast",18422,2019,3,23257
"5221","Rivier","Great Northeast",18422,2020,3,23257
"5222","Roanoke","ODAC",578,2013,3,903
"5223","Roanoke","ODAC",578,2014,3,903
"5224","Roanoke","ODAC",578,2015,3,903
"5225","Roanoke","ODAC",578,2016,3,903
"5226","Roanoke","ODAC",578,2017,3,903
"5227","Roanoke","ODAC",578,2018,3,903
"5228","Roanoke","ODAC",578,2019,3,903
"5229","Roanoke","ODAC",578,2020,3,903
"5230","Rochester (NY)","Liberty League",581,2013,3,24197
"5231","Rochester (NY)","Liberty League",581,2014,3,24197
"5232","Rochester (NY)","Liberty League",581,2015,3,24197
"5233","Rochester (NY)","Liberty League",581,2016,3,24197
"5234","Rochester (NY)","Liberty League",581,2017,3,24197
"5235","Rochester (NY)","Liberty League",581,2018,3,24197
"5236","Rochester (NY)","Liberty League",581,2019,3,24197
"5237","Rochester (NY)","Liberty League",581,2020,3,24197
"5238","Rockford","NACC",582,2013,3,30097
"5239","Rockford","NACC",582,2014,3,30097
"5240","Rockford","NACC",582,2015,3,30097
"5241","Rockford","NACC",582,2016,3,30097
"5242","Rockford","NACC",582,2017,3,30097
"5243","Rockford","NACC",582,2018,3,30097
"5244","Rockford","NACC",582,2019,3,30097
"5245","Rockford","NACC",582,2020,3,30097
"5246","Rockhurst","GLVC",1328,2013,2,855
"5247","Rockhurst","GLVC",1328,2014,2,855
"5248","Rockhurst","GLVC",1328,2015,2,855
"5249","Rockhurst","GLVC",1328,2016,2,855
"5250","Rockhurst","GLVC",1328,2017,2,855
"5251","Rockhurst","GLVC",1328,2018,2,855
"5252","Rockhurst","GLVC",1328,2019,2,855
"5253","Rockhurst","GLVC",1328,2020,2,855
"5254","Roger Williams","CCC",583,2013,3,839
"5255","Roger Williams","CCC",583,2014,3,839
"5256","Roger Williams","CCC",583,2015,3,839
"5257","Roger Williams","CCC",583,2016,3,839
"5258","Roger Williams","CCC",583,2017,3,839
"5259","Roger Williams","CCC",583,2018,3,839
"5260","Roger Williams","CCC",583,2019,3,839
"5261","Roger Williams","CCC",583,2020,3,839
"5262","Rogers St.","Heartland",30180,2017,2,28723
"5263","Rogers St.","Heartland",30180,2018,2,28723
"5264","Rogers St.","Heartland",30180,2019,2,28723
"5265","Rogers St.","Mid-America Intercollegiate",30180,2020,2,883
"5266","Rollins","Sunshine State",584,2013,2,919
"5267","Rollins","Sunshine State",584,2014,2,919
"5268","Rollins","Sunshine State",584,2015,2,919
"5269","Rollins","Sunshine State",584,2016,2,919
"5270","Rollins","Sunshine State",584,2017,2,919
"5271","Rollins","Sunshine State",584,2018,2,919
"5272","Rollins","Sunshine State",584,2019,2,919
"5273","Rollins","Sunshine State",584,2020,2,919
"5274","Rose-Hulman","HCAC",585,2013,3,9174
"5275","Rose-Hulman","HCAC",585,2014,3,9174
"5276","Rose-Hulman","HCAC",585,2015,3,9174
"5277","Rose-Hulman","HCAC",585,2016,3,9174
"5278","Rose-Hulman","HCAC",585,2017,3,9174
"5279","Rose-Hulman","HCAC",585,2018,3,9174
"5280","Rose-Hulman","HCAC",585,2019,3,9174
"5281","Rose-Hulman","HCAC",585,2020,3,9174
"5282","Rowan","NJAC",259,2013,3,891
"5283","Rowan","NJAC",259,2014,3,891
"5284","Rowan","NJAC",259,2015,3,891
"5285","Rowan","NJAC",259,2016,3,891
"5286","Rowan","NJAC",259,2017,3,891
"5287","Rowan","NJAC",259,2018,3,891
"5288","Rowan","NJAC",259,2019,3,891
"5289","Rowan","NJAC",259,2020,3,891
"5290","Rust","DIII Independent",586,2016,3,99020
"5291","Rutgers","AAC",587,2013,1,823
"5292","Rutgers","AAC",587,2014,1,823
"5293","Rutgers","Big Ten",587,2015,1,827
"5294","Rutgers","Big Ten",587,2016,1,827
"5295","Rutgers","Big Ten",587,2017,1,827
"5296","Rutgers","Big Ten",587,2018,1,827
"5297","Rutgers","Big Ten",587,2019,1,827
